code,latitude,longitude,N,size
ADACOID,43.607,-116.27,4,2.0
ADAMSWA,47.127,-118.383,1,2.0
ADDCOVT,44.012,-73.164,0,2.0
AGC,18.494,-67.142,41,3.5
AKFAIRB,64.835,-147.761,0,2.0
AKHIGHL,61.304,-149.58,0,2.0
ALAMCNC,36.069,-79.402,58,3.5
ALBCONY,42.751,-73.815,2,2.0
ALHAMCA,34.092,-118.127,12,3.5
ALLEGNY,42.212,-78.017,7,2.0
ALLEGPA,40.435,-79.994,8,2.0
ANCHOAK,61.218,-149.858,2,2.0
APACHAZ,34.502,-109.364,0,2.0
ARLCOVA,38.891,-77.083,48,3.5
ATLANGA,33.747,-84.395,188,6.0
ATLHOLD,33.753,-84.393,34,3.5
BALHOLD,39.255,-76.681,13,3.5
BANNOID,42.839,-112.41,0,2.0
BASILLA,30.487,-92.583,332,6.0
BEDCITX,32.841,-97.133,3,2.0
BEDFOOH,41.409,-81.497,15,3.5
BEFAMPA,40.38,-76.02,80,3.5
BENTOWA,46.221,-119.221,9,2.0
BERGENJ,40.874,-74.039,136,6.0
BERKSPA,40.383,-76.017,28,3.5
BESECPA,40.383,-76.017,2,2.0
BHCALCA,34.077,-118.073,0,2.0
BKLHOLD,35.374,-119.011,13,3.5
BLOUNTN,35.75,-83.991,0,2.0
BOEHOLD,31.792,-106.403,1,2.0
BONNEID,43.495,-112.041,0,2.0
BOONEKY,39.037,-84.724,90,3.5
BOPALM,41.128,-76.922,2,2.0
BOPCUM,39.597,-78.754,1,2.0
BOPGUA,18.423,-66.112,32,3.5
BOPHON,21.333,-157.929,66,3.5
BOPMAR,37.663,-88.984,1,2.0
BOPMEM,35.156,-89.867,1,2.0
BOPOAD,30.821,-92.641,641,9.0
BOPRCH,44.023,-92.44,1,2.0
BOPSPG,37.178,-93.323,7,2.0
BOPTHA,39.416,-87.451,2,2.0
BOTTIND,48.828,-100.45,0,2.0
BPC,42.366,-71.052,0,2.0
BRADEFL,27.495,-82.573,1,2.0
BRINDMA,41.665,-70.996,202,6.0
BROMMNY,42.131,-75.913,0,2.0
BTV,43.02,-78.203,513,9.0
BUTLEKS,37.814,-96.83,8,2.0
BUTLEOH,39.39,-84.553,190,6.0
BWDGICA,34.063,-118.239,3,2.0
CALDWMO,39.643,-94.047,44,3.5
CALHOMI,42.317,-85.176,219,6.0
CAMBRPA,40.484,-78.701,57,3.5
CARBOWY,41.796,-107.224,0,2.0
CARJAMN,44.787,-93.593,25,3.5
CARROMD,39.573,-76.986,8,2.0
CASCAMT,47.466,-111.38,2,2.0
CASPCAL,33.166,-115.485,0,2.0
CASSCNE,41.011,-95.883,26,3.5
CCADCAZ,33.064,-111.379,99,3.5
CCAFLAZ,33.044,-111.372,187,6.0
CCAHUTX,30.565,-97.42,232,6.0
CCASDCA,32.577,-116.915,691,9.0
CFREDVA,39.199,-78.146,0,2.0
CHACONY,42.255,-79.504,11,3.5
CHARLSC,32.859,-80.009,30,3.5
CHASEKS,38.375,-96.539,34,3.5
CHELAWA,47.423,-120.315,2,2.0
CHIPPMI,46.497,-84.346,30,3.5
CHRISMO,37.02,-93.206,20,3.5
CKHOSFL,25.731,-80.386,1,2.0
CLICONY,44.72,-73.468,4,2.0
CLINTPA,41.155,-77.337,110,6.0
COBBJGA,33.909,-84.581,24,3.5
COCONAZ,35.188,-111.64,0,2.0
COLCASC,34.076,-80.98,33,3.5
COLLIFL,26.126,-81.766,29,3.5
COLUMOR,45.849,-122.819,24,3.5
COLUMPA,40.998,-76.451,4,2.0
COMFTFL,25.733,-80.383,0,2.0
CONEJCO,37.086,-106.005,2,2.0
COSTACA,33.652,-117.912,4,2.0
COWJVWA,46.141,-122.918,1,2.0
CSCNWWA,47.25,-122.423,1013,12.0
CTLAFSL,41.761,-72.683,2,2.0
CTYORCI,41.323,-72.237,15,3.5
CUMBEME,43.651,-70.282,33,3.5
DALHOLD,32.824,-96.872,25,3.5
DAVIDTN,36.186,-86.785,28,3.5
DEAPDMI,42.323,-83.173,11,3.5
DEKALAL,34.429,-85.76,47,3.5
DENCICO,39.737,-104.992,0,2.0
DENHOLD,39.784,-104.849,26,3.5
DENICDF,39.766,-104.865,392,6.0
DENVECO,39.767,-104.864,3,2.0
DEPCOGU,13.448,144.786,26,3.5
DEPYOGU,13.382,144.662,1,2.0
DOCORNE,41.253,-95.939,106,6.0
DODGEWI,43.407,-88.706,128,6.0
DORCHMD,38.548,-76.061,30,3.5
DOUGLCO,39.373,-104.86,2,2.0
DUVALFL,30.326,-81.65,3,2.0
DVDHOLD,39.155,-75.488,2,2.0
EAZ,32.818,-111.519,1550,15.0
ECC,32.803,-115.57,480,6.0
ECOLOWA,47.479,-122.284,0,2.0
ECTORTX,31.774,-102.367,1,2.0
ELGPDIL,42.04,-88.284,5,2.0
ELPASCO,38.788,-104.779,183,6.0
ELZICDF,40.666,-74.19,216,6.0
EPC,31.796,-106.37,830,9.0
ERICONY,42.887,-78.878,0,2.0
ERICOPA,42.125,-80.066,11,3.5
ESSEXMA,42.597,-70.987,1,2.0
ESSEXNJ,40.731,-74.136,244,6.0
ETOWAAL,34.016,-86.012,326,6.0
EULESTX,32.832,-97.094,10,2.0
FAULKAR,35.089,-92.443,0,2.0
FLO,33.065,-111.379,466,6.0
FORSYNC,36.097,-80.243,0,2.0
FRACOVT,44.811,-73.08,20,3.5
FREDEMD,39.365,-77.415,34,3.5
FREEBMN,43.646,-93.368,1,2.0
FREHOLD,36.733,-119.785,12,3.5
FREMOCO,38.447,-105.183,5,2.0
FSF,33.065,-111.379,339,6.0
GARVIOK,34.74,-97.222,18,3.5
GASTNNC,35.268,-81.182,4,2.0
GENESNY,42.999,-78.188,0,2.0
GFCORND,47.936,-97.056,30,3.5
GLADEFL,26.839,-81.124,473,6.0
GLEPDCA,34.147,-118.249,17,3.5
GRANTWA,47.322,-119.553,0,2.0
GRAYSKY,37.491,-86.258,1,2.0
GREENMA,42.596,-72.612,92,3.5
GUADATX,29.604,-97.97,0,2.0
