code,latitude,longitude,N,size
ABQHOLD,35.053,-106.629,13,3.5
ADACOID,43.607,-116.27,0,2.0
ADAMSWA,47.127,-118.383,0,2.0
ADDCOVT,44.012,-73.164,0,2.0
AGC,18.494,-67.142,0,2.0
AKCOOKI,61.219,-149.871,0,2.0
AKFAIRB,64.835,-147.761,0,2.0
AKHIGHL,61.304,-149.58,1,2.0
AKLEMON,58.361,-134.488,0,2.0
ALAMCNC,36.069,-79.402,34,3.5
ALBCONY,42.751,-73.815,4,2.0
ALHAMCA,34.092,-118.127,4,2.0
ALLEGNY,42.212,-78.017,12,3.5
ALLEGPA,40.435,-79.994,5,2.0
ANCHOAK,61.218,-149.858,8,2.0
APACHAZ,34.502,-109.364,0,2.0
ARLCOVA,38.891,-77.083,1,2.0
ATLANGA,33.747,-84.395,196,6.0
ATLHOLD,33.753,-84.393,35,3.5
BAKERFL,30.296,-82.122,196,6.0
BALHOLD,39.255,-76.681,13,3.5
BANNOID,42.839,-112.41,0,2.0
BASILLA,30.487,-92.583,282,6.0
BEDCITX,32.841,-97.133,12,3.5
BEDFOOH,41.409,-81.497,31,3.5
BEFAMPA,40.38,-76.02,73,3.5
BENTOWA,46.221,-119.221,0,2.0
BERGENJ,40.874,-74.039,98,3.5
BERKSPA,40.383,-76.017,0,2.0
BESECPA,40.383,-76.017,4,2.0
BHCALCA,34.077,-118.073,0,2.0
BIGHOMT,45.733,-107.609,0,2.0
BKLHOLD,35.374,-119.011,13,3.5
BLOUNTN,35.75,-83.991,0,2.0
BOEHOLD,31.792,-106.403,1,2.0
BONNEID,43.495,-112.041,0,2.0
BOONEKY,39.037,-84.724,82,3.5
BOPALM,41.128,-76.922,1,2.0
BOPBUT,36.187,-78.741,1,2.0
BOPCAA,41.565,-75.42,0,2.0
BOPCUM,39.597,-78.754,1,2.0
BOPGUA,18.423,-66.112,61,3.5
BOPHON,21.333,-157.929,70,3.5
BOPMAR,37.663,-88.984,1,2.0
BOPMCR,36.688,-84.388,1,2.0
BOPMEM,35.156,-89.867,0,2.0
BOPOAD,30.821,-92.641,578,9.0
BOPRCH,44.023,-92.44,0,2.0
BOPSPG,37.178,-93.323,7,2.0
BOPTHA,39.416,-87.451,0,2.0
BOSHOLD,42.483,-71.209,1,2.0
BOTTIND,48.828,-100.45,0,2.0
BPC,42.366,-71.052,0,2.0
BRADEFL,27.495,-82.573,0,2.0
BRINDMA,41.665,-70.996,222,6.0
BROADMT,46.321,-111.516,1,2.0
BROMMNY,42.131,-75.913,0,2.0
BSCORTX,32.223,-101.506,0,2.0
BTV,43.02,-78.203,509,9.0
BUTLEKS,37.814,-96.83,12,3.5
BUTLEOH,39.39,-84.553,70,3.5
BWDGICA,34.063,-118.239,3,2.0
CALDWMO,39.643,-94.047,35,3.5
CALHOMI,42.317,-85.176,180,6.0
CAMBRPA,40.484,-78.701,35,3.5
CARBOWY,41.796,-107.224,0,2.0
CARJAMN,44.787,-93.593,35,3.5
CARROMD,39.573,-76.986,10,2.0
CASCAMT,47.466,-111.38,2,2.0
CASPCAL,33.166,-115.485,0,2.0
CASSCNE,41.011,-95.883,42,3.5
CATTANY,42.251,-78.8,0,2.0
CBRRSNC,35.409,-80.578,1,2.0
CCADCAZ,33.064,-111.379,76,3.5
CCAFLAZ,33.044,-111.372,219,6.0
CCAHUTX,30.565,-97.42,504,9.0
CCASDCA,32.577,-116.915,666,9.0
CFREDVA,39.199,-78.146,0,2.0
CHACONY,42.255,-79.504,0,2.0
CHARLSC,32.859,-80.009,31,3.5
CHASEKS,38.375,-96.539,35,3.5
CHELAWA,47.423,-120.315,0,2.0
CHIPPMI,46.497,-84.346,33,3.5
CHRISMO,37.02,-93.206,7,2.0
CKHOSFL,25.731,-80.386,1,2.0
CLICONY,44.72,-73.468,17,3.5
CLINTPA,41.155,-77.337,88,3.5
CMPJVNY,42.913,-78.868,0,2.0
COBBJGA,33.909,-84.581,14,3.5
COCONAZ,35.188,-111.64,0,2.0
COLCASC,34.076,-80.98,25,3.5
COLLIFL,26.126,-81.766,12,3.5
COLUMOR,45.849,-122.819,0,2.0
COLUMPA,40.998,-76.451,26,3.5
COMFTFL,25.733,-80.383,1,2.0
CONEJCO,37.086,-106.005,1,2.0
COSTACA,33.652,-117.912,1,2.0
COWJVWA,46.141,-122.918,0,2.0
CSCNWWA,47.25,-122.423,1214,12.0
CTLAFSL,41.761,-72.683,0,2.0
CTYORCI,41.323,-72.237,0,2.0
CUMBEME,43.651,-70.282,14,3.5
DAKOTNE,42.415,-96.419,4,2.0
DALHOLD,32.824,-96.872,12,3.5
DAVIDTN,36.186,-86.785,20,3.5
DEAPDMI,42.323,-83.173,16,3.5
DEKALAL,34.429,-85.76,62,3.5
DEKALGA,33.747,-84.312,0,2.0
DENCICO,39.737,-104.992,0,2.0
DENHOLD,39.784,-104.849,25,3.5
DENICDF,39.766,-104.865,436,6.0
DENVECO,39.767,-104.864,5,2.0
DEPCOGU,13.448,144.786,0,2.0
DEPYOGU,13.382,144.662,0,2.0
DOCORNE,41.253,-95.939,140,6.0
DODGEWI,43.407,-88.706,157,6.0
DORCHMD,38.548,-76.061,17,3.5
DOUGLCO,39.373,-104.86,1,2.0
DUVALFL,30.326,-81.65,0,2.0
DVDHOLD,39.155,-75.488,1,2.0
EAZ,32.818,-111.519,1503,15.0
ECC,32.803,-115.57,417,6.0
ECOLOWA,47.479,-122.284,0,2.0
ECTORTX,31.774,-102.367,0,2.0
ELGPDIL,42.04,-88.284,0,2.0
ELMORID,43.137,-115.673,6,2.0
ELPASCO,38.788,-104.779,51,3.5
ELZICDF,40.666,-74.19,249,6.0
EPC,31.796,-106.37,875,9.0
EPCJUVI,31.796,-106.37,0,2.0
ERICONY,42.887,-78.878,0,2.0
ERICOPA,42.125,-80.066,14,3.5
ESSEXMA,42.597,-70.987,0,2.0
ESSEXNJ,40.731,-74.136,467,6.0
ESSEXNY,44.282,-73.539,0,2.0
ETOWAAL,34.016,-86.012,363,6.0
EUGHOLD,44.052,-123.089,0,2.0
EULESTX,32.832,-97.094,13,3.5
FAICOVA,38.843,-77.309,0,2.0
FAULKAR,35.089,-92.443,0,2.0
FAYHOLD,36.105,-94.178,1,2.0
FLO,33.065,-111.379,449,6.0
FORSYNC,36.097,-80.243,0,2.0
FRACOVT,44.811,-73.08,0,2.0
FREDEMD,39.365,-77.415,54,3.5
FREEBMN,43.646,-93.368,64,3.5
FREHOLD,36.733,-119.785,8,2.0
FREMOCO,38.447,-105.183,3,2.0
FSF,33.065,-111.379,218,6.0
GARVIOK,34.74,-97.222,10,2.0
GASTNNC,35.268,-81.182,4,2.0
GENESNY,42.999,-78.188,0,2.0
GFCORND,47.936,-97.056,23,3.5
GLADEFL,26.839,-81.124,418,6.0
GLEPDCA,34.147,-118.249,4,2.0
GRANTWA,47.322,-119.553,0,2.0
GRAYSKY,37.491,-86.258,0,2.0
GREENMA,42.596,-72.612,24,3.5
GUADATX,29.604,-97.97,0,2.0
GUDOCHG,13.476,144.751,12,3.5
HAILEID,43.665,-116.682,3,2.0
HALLJGA,34.243,-83.816,5,2.0
HARDJIA,42.36,-93.097,78,3.5
HARHOLD,41.651,-72.604,2,2.0
HASHENE,40.927,-98.328,56,3.5
HASKLTX,33.176,-99.722,534,9.0
HENDENC,35.315,-82.456,39,3.5
HERNAFL,28.484,-82.451,0,2.0
HICOJFL,27.958,-82.373,0,2.0
