code,latitude,longitude,N,size
ADACOID,43.607,-116.27,10,2.0
ADAMSWA,47.127,-118.383,0,2.0
ADDCOVT,44.012,-73.164,0,2.0
AGC,18.494,-67.142,14,3.5
AKHIGHL,61.304,-149.58,0,2.0
ALAMCNC,36.069,-79.402,78,3.5
ALBCONY,42.751,-73.815,10,2.0
ALHAMCA,34.092,-118.127,17,3.5
ALLEGNY,42.212,-78.017,13,3.5
ALLEGPA,40.435,-79.994,16,3.5
ANCHOAK,61.218,-149.858,7,2.0
ARLCOVA,38.891,-77.083,1,2.0
ATLANGA,33.747,-84.395,182,6.0
ATLHOLD,33.753,-84.393,28,3.5
BALHOLD,39.255,-76.681,8,2.0
BANNOID,42.839,-112.41,5,2.0
BASILLA,30.487,-92.583,316,6.0
BEDCITX,32.841,-97.133,39,3.5
BEDFOOH,41.409,-81.497,20,3.5
BEFAMPA,40.38,-76.02,83,3.5
BENTOWA,46.221,-119.221,9,2.0
BERGENJ,40.874,-74.039,117,6.0
BERKSPA,40.383,-76.017,33,3.5
BESECPA,40.383,-76.017,6,2.0
BHCALCA,34.077,-118.073,4,2.0
BKLHOLD,35.374,-119.011,11,3.5
BLOUNTN,35.75,-83.991,3,2.0
BOEHOLD,31.792,-106.403,1,2.0
BONNEID,43.495,-112.041,0,2.0
BOONEKY,39.037,-84.724,74,3.5
BOPALM,41.128,-76.922,2,2.0
BOPCUM,39.597,-78.754,1,2.0
BOPGUA,18.423,-66.112,51,3.5
BOPHON,21.333,-157.929,57,3.5
BOPMAR,37.663,-88.984,1,2.0
BOPMEM,35.156,-89.867,1,2.0
BOPOAD,30.821,-92.641,503,9.0
BOPRCH,44.023,-92.44,2,2.0
BOPSPG,37.178,-93.323,6,2.0
BOPTHA,39.416,-87.451,2,2.0
BOTTIND,48.828,-100.45,0,2.0
BPC,42.366,-71.052,1,2.0
BRADEFL,27.495,-82.573,1,2.0
BRINDMA,41.665,-70.996,175,6.0
BROMMNY,42.131,-75.913,0,2.0
BTV,43.02,-78.203,498,6.0
BUTLEKS,37.814,-96.83,0,2.0
BUTLEOH,39.39,-84.553,229,6.0
BWDGICA,34.063,-118.239,5,2.0
CALDWMO,39.643,-94.047,52,3.5
CALHOMI,42.317,-85.176,193,6.0
CAMBRPA,40.484,-78.701,71,3.5
CARBOWY,41.796,-107.224,1,2.0
CARJAMN,44.787,-93.593,39,3.5
CARROMD,39.573,-76.986,1,2.0
CASCAMT,47.466,-111.38,1,2.0
CASSCNE,41.011,-95.883,21,3.5
CCADCAZ,33.064,-111.379,74,3.5
CCAFLAZ,33.044,-111.372,213,6.0
CCAHUTX,30.565,-97.42,301,6.0
CCASDCA,32.577,-116.915,679,9.0
CFREDVA,39.199,-78.146,0,2.0
CHACONY,42.255,-79.504,6,2.0
CHARLSC,32.859,-80.009,1,2.0
CHASEKS,38.375,-96.539,43,3.5
CHELAWA,47.423,-120.315,4,2.0
CHIPPMI,46.497,-84.346,24,3.5
CHRISMO,37.02,-93.206,29,3.5
CKHOSFL,25.731,-80.386,2,2.0
CLICONY,44.72,-73.468,17,3.5
CLINTPA,41.155,-77.337,158,6.0
COBBJGA,33.909,-84.581,27,3.5
COLCASC,34.076,-80.98,29,3.5
COLLIFL,26.126,-81.766,14,3.5
COLUMOR,45.849,-122.819,11,3.5
COLUMPA,40.998,-76.451,38,3.5
COMFTFL,25.733,-80.383,1,2.0
CONEJCO,37.086,-106.005,3,2.0
COSTACA,33.652,-117.912,3,2.0
COWJVWA,46.141,-122.918,3,2.0
CSCNWWA,47.25,-122.423,909,9.0
CTLAFSL,41.761,-72.683,5,2.0
CTYORCI,41.323,-72.237,8,2.0
CUMBEME,43.651,-70.282,40,3.5
DALHOLD,32.824,-96.872,5,2.0
DAVIDTN,36.186,-86.785,62,3.5
DEAPDMI,42.323,-83.173,9,2.0
DEKALAL,34.429,-85.76,9,2.0
DENCICO,39.737,-104.992,1,2.0
DENHOLD,39.784,-104.849,25,3.5
DENICDF,39.766,-104.865,393,6.0
DENVECO,39.767,-104.864,5,2.0
DEPCOGU,13.448,144.786,34,3.5
DOCORNE,41.253,-95.939,155,6.0
DODGEWI,43.407,-88.706,178,6.0
DORCHMD,38.548,-76.061,30,3.5
DOUGLCO,39.373,-104.86,2,2.0
DUVALFL,30.326,-81.65,10,2.0
EAZ,32.818,-111.519,1484,12.0
ECC,32.803,-115.57,470,6.0
ECTORTX,31.774,-102.367,0,2.0
ELGPDIL,42.04,-88.284,1,2.0
ELPASCO,38.788,-104.779,107,6.0
ELZICDF,40.666,-74.19,266,6.0
EPC,31.796,-106.37,776,9.0
ERICONY,42.887,-78.878,0,2.0
ERICOPA,42.125,-80.066,12,3.5
ESSEXMA,42.597,-70.987,7,2.0
ESSEXNJ,40.731,-74.136,225,6.0
ETOWAAL,34.016,-86.012,364,6.0
EULESTX,32.832,-97.094,36,3.5
FAULKAR,35.089,-92.443,5,2.0
FLO,33.065,-111.379,421,6.0
FORSYNC,36.097,-80.243,0,2.0
FRACOVT,44.811,-73.08,16,3.5
FREDEMD,39.365,-77.415,32,3.5
FREHOLD,36.733,-119.785,8,2.0
FREMOCO,38.447,-105.183,2,2.0
FSF,33.065,-111.379,235,6.0
GARVIOK,34.74,-97.222,20,3.5
GASTNNC,35.268,-81.182,4,2.0
GENESNY,42.999,-78.188,0,2.0
GFCORND,47.936,-97.056,51,3.5
GLADEFL,26.839,-81.124,400,6.0
GLEPDCA,34.147,-118.249,9,2.0
GRANTWA,47.322,-119.553,1,2.0
GRAYSKY,37.491,-86.258,3,2.0
GREENMA,42.596,-72.612,79,3.5
GUADATX,29.604,-97.97,1,2.0
HAILEID,43.665,-116.682,9,2.0
HALLJGA,34.243,-83.816,9,2.0
HARDJIA,42.36,-93.097,65,3.5
HASHENE,40.927,-98.328,24,3.5
