code,latitude,longitude,N,size
CADESVI,34.559,-117.437,393,6.0
CAJUVMN,44.789,-93.593,0,2.0
CALDWMO,39.643,-94.047,0,2.0
CALHOMI,42.317,-85.176,94,3.5
CAMBRPA,40.484,-78.701,0,2.0
CAMERTX,25.905,-97.491,0,2.0
CARBOWY,41.796,-107.224,0,2.0
CARDFVA,38.117,-77.278,233,6.0
CARJAMN,44.787,-93.593,0,2.0
CARROMD,39.573,-76.986,0,2.0
CASCAMT,47.466,-111.38,2,2.0
CASPCAL,33.166,-115.485,0,2.0
CASSCNE,41.011,-95.883,0,2.0
CATAHLA,31.86,-91.962,0,2.0
CATTANY,42.251,-78.8,0,2.0
CBENDTX,27.737,-97.755,16,3.5
CBRRSNC,35.409,-80.578,0,2.0
CCADCAZ,33.064,-111.379,0,2.0
CCAFLAZ,33.044,-111.372,366,6.0
CCAHUTX,30.565,-97.42,444,6.0
CCANOOH,41.129,-80.627,0,2.0
CCASDCA,32.577,-116.915,1151,12.0
CEMEDFL,25.788,-80.216,0,2.0
CFREDVA,39.199,-78.146,0,2.0
CGRMCAZ,32.881,-111.709,1,2.0
CHACONY,42.255,-79.504,0,2.0
CHAHOLD,18.322,-64.964,0,2.0
CHARLSC,32.859,-80.009,0,2.0
CHASEKS,38.375,-96.539,74,3.5
CHAVENM,33.352,-104.506,0,2.0
CHELAWA,47.423,-120.315,0,2.0
CHIHOLD,41.975,-87.89,0,2.0
CHIPPMI,46.497,-84.346,15,3.5
CHLHOLD,32.847,-80.02,1,2.0
CHRISMO,37.02,-93.206,0,2.0
CHYHOLD,41.137,-104.82,0,2.0
CIBOCNM,35.18,-107.908,134,6.0
CIBOLNM,35.18,-107.908,0,2.0
CIPHOLD,40.759,-73.191,2,2.0
CISAETX,31.795,-106.402,0,2.0
CISEPTX,31.795,-106.402,0,2.0
CISPVLA,31.356,-92.422,0,2.0
CKHOSFL,25.731,-80.386,0,2.0
CLAYCIN,39.524,-87.12,34,3.5
CLEHOLD,41.505,-81.692,0,2.0
CLICONY,44.72,-73.468,5,2.0
CLINTPA,41.155,-77.337,54,3.5
CLTHOLD,35.223,-80.838,1,2.0
CMPJVNY,42.913,-78.868,0,2.0
CNGHOLD,35.106,-85.298,1,2.0
COAHOLD,34.009,-81.039,0,2.0
COBBJGA,33.909,-84.581,1,2.0
COCONAZ,35.188,-111.64,0,2.0
COLCASC,34.076,-80.98,2,2.0
COLLIFL,26.126,-81.766,9,2.0
COLUMOR,45.849,-122.819,0,2.0
COLUMPA,40.998,-76.451,0,2.0
COMFTFL,25.733,-80.383,0,2.0
CONCOCA,38.018,-122.133,0,2.0
CONEJCO,37.086,-106.005,0,2.0
CONWECA,37.994,-122.352,0,2.0
COOCONH,44.99,-71.532,0,2.0
COOSCOR,43.177,-124.186,0,2.0
COSTACA,33.652,-117.912,0,2.0
COWJVWA,46.141,-122.918,0,2.0
CPPAPAZ,33.449,-111.988,0,2.0
CRGHOLD,40.514,-107.545,0,2.0
CRIHOLD,41.975,-91.67,0,2.0
CROWGMN,46.356,-94.206,0,2.0
CRYCCTX,28.635,-99.83,0,2.0
CSCLQTX,28.898,-99.119,0,2.0
CSCNWWA,47.25,-122.423,600,9.0
CSHEPTX,31.791,-106.393,0,2.0
CSPHOLD,42.852,-106.325,0,2.0
CTLAFSL,41.761,-72.683,0,2.0
CTYORCI,41.323,-72.237,0,2.0
CUMBEME,43.651,-70.282,4,2.0
CVREGVA,38.223,-78.124,0,2.0
DAKOTNE,42.415,-96.419,1,2.0
DALCOTX,32.776,-96.816,11,3.5
DALHOLD,32.824,-96.872,19,3.5
DAVIDTN,36.186,-86.785,0,2.0
DEAPDMI,42.323,-83.173,0,2.0
DEKALAL,34.429,-85.76,0,2.0
DEKALGA,33.747,-84.312,0,2.0
DELAWPA,39.905,-75.513,0,2.0
DENCICO,39.737,-104.992,0,2.0
DENHOLD,39.784,-104.849,1,2.0
DENICDF,39.766,-104.865,664,9.0
DENIICO,39.739,-104.862,0,2.0
DENVECO,39.767,-104.864,0,2.0
DEPCOGU,13.448,144.786,0,2.0
DEPYOGU,13.382,144.662,0,2.0
DETHOLD,42.409,-83.038,0,2.0
DHDFNJ,40.717,-74.128,0,2.0
DISPTAZ,33.334,-111.97,0,2.0
DISSATX,29.521,-98.485,0,2.0
DLRHOLD,29.393,-100.9,1,2.0
DNHMCCO,39.727,-104.991,0,2.0
DOCORNE,41.253,-95.939,0,2.0
DODGEWI,43.407,-88.706,122,6.0
DONAANM,32.303,-106.807,0,2.0
DORCHMD,38.548,-76.061,0,2.0
DOUGLCO,39.373,-104.86,0,2.0
DOUGLWI,46.722,-92.098,0,2.0
DRURYCO,39.776,-104.847,0,2.0
DSMCNTX,31.757,-106.35,0,2.0
DSMHOLD,41.585,-93.623,0,2.0
DSRTVCA,34.472,-117.298,0,2.0
DUVALFL,30.326,-81.65,0,2.0
DVDHOLD,39.155,-75.488,0,2.0
EAGLECO,39.663,-106.82,0,2.0
EAZ,32.818,-111.519,1447,12.0
ECC,32.803,-115.57,0,2.0
ECOLOWA,47.479,-122.284,0,2.0
ECTORTX,31.774,-102.367,0,2.0
EDCHOLD,31.217,-99.834,0,2.0
EDNDCTX,31.217,-99.834,163,6.0
EDNHOLD,31.217,-99.833,0,2.0
EHDLGTX,26.303,-97.932,1,2.0
ELGPDIL,42.04,-88.284,0,2.0
ELMORID,43.137,-115.673,2,2.0
ELPASCO,38.788,-104.779,0,2.0
ELVDFTX,26.48,-97.767,687,9.0
ELZICDF,40.666,-74.19,223,6.0
EMESACA,32.59,-116.922,0,2.0
EPBHSTX,31.781,-106.476,3,2.0
EPC,31.796,-106.37,769,9.0
EPCJUVI,31.796,-106.37,0,2.0
EPLTATX,31.784,-106.474,2,2.0
ERICONY,42.887,-78.878,0,2.0
ERICOPA,42.125,-80.066,0,2.0
ESSEXMA,42.597,-70.987,0,2.0
ESSEXNJ,40.731,-74.136,0,2.0
ESSEXNY,44.282,-73.539,0,2.0
ETOWAAL,34.016,-86.012,0,2.0
ETWHOLD,34.017,-86.012,0,2.0
EUGHOLD,44.052,-123.089,0,2.0
EULESTX,32.832,-97.094,0,2.0
FAICOVA,38.843,-77.309,0,2.0
FAULKAR,35.089,-92.443,0,2.0
FAYETKY,38.066,-84.545,1,2.0
FAYHOLD,36.105,-94.178,0,2.0
FCLT8CA,32.592,-116.924,0,2.0
FDLHOLD,48.846,-122.591,0,2.0
FINNEKS,37.968,-100.876,0,2.0
FIPCAGA,30.883,-81.991,116,6.0
FIPCMGA,30.876,-81.978,514,9.0
FLBAKCI,30.215,-82.372,0,2.0
FLBHCFL,26.197,-80.133,3,2.0
FLHOSFL,26.12,-80.127,0,2.0
FLMARIC,29.304,-82.18,0,2.0
FLO,33.065,-111.379,361,6.0
FLORHAZ,33.073,-111.485,1,2.0
FLOYDGA,34.28,-85.142,1,2.0
FMYHOLD,26.549,-81.808,0,2.0
FORSYNC,36.097,-80.243,0,2.0
FRACOVT,44.811,-73.08,0,2.0
FRDHOLD,40.084,-104.984,0,2.0
FREDEMD,39.365,-77.415,0,2.0
FREEBMN,43.646,-93.368,32,3.5
FREHOLD,36.733,-119.785,3,2.0
FREMOCO,38.447,-105.183,0,2.0
FRIRHTX,28.888,-99.11,0,2.0
FRMVLVA,37.32,-78.438,118,6.0
FSF,33.065,-111.379,289,6.0
FXADCVA,38.844,-77.311,0,2.0
GARVIOK,34.74,-97.222,0,2.0
GASTNNC,35.268,-81.182,0,2.0
GCLECOK,35.057,-97.943,0,2.0
GEAUGOH,41.505,-81.192,36,3.5
GENESNY,42.999,-78.188,0,2.0
GFCORND,47.936,-97.056,2,2.0
GJCHOLD,39.087,-108.586,0,2.0
GLADEFL,26.839,-81.124,0,2.0
GLDSACA,35.67,-119.228,156,6.0
GLEPDCA,34.147,-118.249,0,2.0
GPCHOLD,35.447,-98.368,0,2.0
GRANTWA,47.322,-119.553,0,2.0
GRAYSKY,37.491,-86.258,1,2.0
GREENMA,42.596,-72.612,0,2.0
GRFHOLD,47.924,-97.035,0,2.0
GRIHOLD,40.924,-98.343,0,2.0
GRMHOLD,42.973,-85.67,0,2.0
GRRHOLD,34.937,-82.242,0,2.0
GRYDCKY,37.491,-86.258,0,2.0
GSCHOLD,39.515,-107.323,0,2.0
GUADATX,29.604,-97.97,0,2.0
GUDOCHG,13.476,144.751,3,2.0
HAILEID,43.665,-116.682,1,2.0
HALLJGA,34.243,-83.816,0,2.0
HARDJIA,42.36,-93.097,0,2.0
HARHOLD,41.651,-72.604,1,2.0
HASHENE,40.927,-98.328,17,3.5
HASKLTX,33.176,-99.722,0,2.0
HAVACTX,27.522,-99.504,0,2.0
HBGHOLD,38.427,-78.848,0,2.0
HCAHCTX,30.285,-95.468,2,2.0
HCPSCMS,30.303,-89.476,11,3.5
HCPSYTX,29.712,-95.375,1,2.0
HELHOLD,46.593,-111.974,0,2.0
HENDENC,35.315,-82.456,0,2.0
HENDENV,36.033,-114.975,66,3.5
HENDETX,32.213,-95.856,0,2.0
HENHOLD,35.319,-82.468,0,2.0
HERNAFL,28.484,-82.451,0,2.0
HESPCAZ,33.308,-111.973,0,2.0
HICOJFL,27.958,-82.373,0,2.0
HIDALNM,32.338,-108.666,0,2.0
HIDALTX,26.417,-98.128,0,2.0
HIELPTX,31.762,-106.485,0,2.0
HIESATX,29.402,-98.39,0,2.0
HIESPAZ,33.416,-112.007,0,2.0
HIEXSTX,28.894,-99.118,0,2.0
HILLCMT,48.553,-109.707,0,2.0
HIPANAZ,33.455,-111.987,0,2.0
HIPDBAZ,33.455,-112.067,0,2.0
HISEPTX,31.781,-106.395,0,2.0
HISMCTX,26.189,-98.221,0,2.0
HISPAAZ,33.418,-111.979,0,2.0
HLGHOLD,26.178,-97.714,19,3.5
HMCHOTX,26.158,-97.675,0,2.0
HNDMCTX,32.472,-99.733,0,2.0
HNRMCFL,26.753,-80.941,0,2.0
HOUHOLD,29.952,-95.311,0,2.0
HOUICDF,29.951,-95.312,867,9.0
HOWARMD,39.169,-76.782,0,2.0
HRREGVA,36.804,-76.368,0,2.0
HSF,26.181,-97.685,0,2.0
HTLPPTX,26.158,-98.19,0,2.0
HUDSONJ,40.73,-74.103,0,2.0
IAHSFTX,29.984,-95.332,0,2.0
IMPHOLD,32.679,-115.499,1,2.0
INPHOLD,39.766,-86.154,3,2.0
IRADFCA,32.691,-115.398,646,9.0
IRWINGA,31.581,-83.255,0,2.0
IWAHOLD,33.418,-111.837,16,3.5
JACKSOR,42.322,-122.879,0,2.0
JAKHOLD,32.288,-90.06,0,2.0
JAMESGA,30.872,-81.982,0,2.0
JAXHOLD,30.256,-81.59,0,2.0
JCRLYTX,30.344,-95.46,897,9.0
JEFFECO,39.73,-105.204,0,2.0
JEFFEID,43.673,-111.911,4,2.0
JEFFEIL,38.315,-88.903,0,2.0
JEFFEKS,39.207,-95.311,0,2.0
JEFFEMT,46.236,-112.121,0,2.0
JEFFETX,30.079,-94.094,0,2.0
JENADLA,31.707,-92.151,1002,12.0
JENATLA,31.317,-92.536,236,6.0
JENNIMO,38.711,-90.267,0,2.0
JFKTSNY,40.65,-73.783,1,2.0
JHRWLTX,31.546,-97.067,0,2.0
JKPCCLA,32.222,-92.725,461,6.0
JMHOSFL,25.847,-80.306,0,2.0
JOHNSTX,32.375,-97.388,0,2.0
JOSEPOR,42.438,-123.319,0,2.0
KANDIMN,45.146,-95.014,100,3.5
KANHOLD,39.269,-94.676,0,2.0
KANKEIL,41.076,-87.859,0,2.0
KARNETX,28.883,-97.912,0,2.0
KCCDCTX,28.885,-97.915,1,2.0
KCHOSNY,40.657,-73.943,0,2.0
KCOJFOK,36.88,-97.075,80,3.5
KENOSWI,42.593,-87.915,0,2.0
KENTCMI,42.976,-85.63,0,2.0
KERCOCA,35.653,-119.108,0,2.0
KITTIWA,46.997,-120.55,0,2.0
KLAMCOR,42.222,-121.749,0,2.0
KNXDFTN,36.093,-83.848,4,2.0
KNXHOLD,35.96,-83.917,1,2.0
KRHUBFL,25.754,-80.489,5,2.0
KRNRCTX,28.885,-97.915,989,9.0
KRO,25.76,-80.497,572,9.0
KROHOLD,25.758,-80.351,20,3.5
LACKAPA,41.422,-75.648,0,2.0
LAKMCFL,26.725,-80.668,0,2.0
LANCACA,34.702,-118.233,0,2.0
LANECOR,44.051,-123.09,0,2.0
LAPAZAZ,34.146,-114.29,2,2.0
LAPLACO,37.248,-107.879,0,2.0
LARCOWY,41.135,-104.82,0,2.0
LARIMCO,40.564,-105.032,0,2.0
LASALTX,28.445,-99.237,0,2.0
LAURITX,29.603,-98.438,1,2.0
LAWINCI,31.85,-92.802,1237,12.0
LBKHOLD,33.584,-101.845,0,2.0
LDFHOLD,40.398,-105.073,0,2.0
LEHIGPA,40.605,-75.466,0,2.0
LEXINSC,33.978,-81.251,3,2.0
LIMESTX,31.529,-96.512,49,3.5
LINCOMO,38.971,-90.963,1,2.0
LINCONE,41.107,-100.764,0,2.0
LINNJIA,41.975,-91.67,14,3.5
LIVINNY,42.8,-77.816,0,2.0
LKLNDLA,31.34,-92.399,0,2.0
LLUMCCA,34.049,-117.263,0,2.0
LONPDAR,34.542,-91.755,0,2.0
LOSCJCA,34.059,-118.231,0,2.0
LOSHOLD,34.054,-118.24,7,2.0
LOUHOLD,38.253,-85.761,0,2.0
LOYMCIL,41.861,-87.835,0,2.0
LPAPSAZ,32.65,-111.59,0,2.0
LPLCCAZ,32.824,-111.544,1,2.0
LQSNATX,29.351,-98.429,0,2.0
LQWCSTX,28.445,-99.245,0,2.0
LRAHOLD,34.724,-92.308,1,2.0
LRDHOLD,27.529,-99.448,0,2.0
LRDICDF,27.529,-99.448,174,6.0
LRKBHFL,26.021,-80.181,8,2.0
LRKNHFL,25.706,-80.293,5,2.0
LSFHOLD,26.075,-97.512,0,2.0
LSHOSMA,42.3,-71.106,0,2.0
LSRDCTX,28.045,-99.336,0,2.0
LTVHOLD,38.881,-77.232,0,2.0
LUBBOTX,33.585,-101.843,0,2.0
LUNCONM,32.276,-107.777,0,2.0
LVGHOLD,36.058,-115.225,1,2.0
MABSHOS,41.947,-70.953,0,2.0
MACCOMI,42.613,-82.882,0,2.0
MADISID,43.827,-111.779,0,2.0
MADISMS,32.643,-90.024,7,2.0
MADISNY,43.081,-75.707,0,2.0
MAHONOH,41.104,-80.655,0,2.0
MANHOLD,42.999,-71.467,0,2.0
MAPLEOH,41.415,-81.565,0,2.0
MARIOIN,39.766,-86.154,0,2.0
MARSHIA,42.01,-93.06,0,2.0
MARTIFL,27.176,-80.24,0,2.0
MATEWKS,42.613,-71.236,0,2.0
MATSHOS,41.901,-71.089,0,2.0
MAVERTX,28.719,-100.46,0,2.0
MCAHOLD,26.264,-98.198,1,2.0
MCCDCTX,31.558,-97.134,0,2.0
MCCLETX,31.558,-97.133,2,2.0
MCFAJAZ,33.446,-112.078,0,2.0
MCHENIL,42.337,-88.443,0,2.0
MCMEDAZ,33.447,-112.059,0,2.0
MECKLNC,35.315,-80.841,0,2.0
MEDHOLD,42.325,-122.877,0,2.0
MEMHOLD,35.158,-89.883,1,2.0
MERCEIL,41.2,-90.759,0,2.0
MESJACO,39.069,-108.574,0,2.0
MGAHOLD,32.374,-86.305,0,2.0
MHMSATX,29.442,-98.491,0,2.0
MHNHHTX,29.812,-95.43,0,2.0
MHTSATX,29.49,-98.548,0,2.0
MIAHOLD,25.92,-80.155,1,2.0
MIDDLNJ,40.421,-74.489,0,2.0
MIDLATX,31.994,-102.077,0,2.0
MILHOLD,43.048,-87.908,0,2.0
MILLRAR,33.4,-94.023,0,2.0
MINICID,42.535,-113.792,3,2.0
MINNESD,43.578,-96.729,0,2.0
MISCOMO,36.923,-89.352,0,2.0
MISSOMT,46.883,-114.027,0,2.0
MIWPRPH,42.297,-83.346,0,2.0
MLDHOLD,31.994,-102.074,1,2.0
MLJHOLD,39.933,-74.958,2,2.0
MNROEMI,41.915,-83.399,0,2.0
MNTGMAL,32.382,-86.298,0,2.0
MOFFECO,40.507,-107.559,0,2.0
MONCJAL,32.379,-86.308,0,2.0
MONMONJ,40.268,-74.287,0,2.0
MONROFL,24.572,-81.749,0,2.0
MONROMI,41.894,-83.394,59,3.5
MONRONY,43.152,-77.614,0,2.0
MONTGAL,32.374,-86.305,0,2.0
MONTGMO,38.98,-91.504,0,2.0
MONTGPA,40.159,-75.422,0,2.0
MONTGTX,30.336,-95.448,0,2.0
MORGACO,40.251,-103.79,0,2.0
MORGNMO,38.432,-92.84,0,2.0
MOROWOH,40.56,-82.807,0,2.0
MOUNTND,48.321,-102.391,0,2.0
MPSIPAN,15.156,145.704,6,2.0
MSF,25.778,-80.193,9,2.0
MSTHSTX,29.514,-98.577,0,2.0
MSVPCPA,40.92,-78.241,1018,12.0
MTGHOLD,30.344,-95.449,37,3.5
MTGPCTX,30.344,-95.449,1046,12.0
MTHOSTX,28.933,-98.526,0,2.0
MTPPDCA,34.059,-118.126,0,2.0
MUSIKCA,33.663,-117.701,0,2.0
MUSSEMT,46.45,-108.542,0,2.0
MVMCMAZ,33.391,-111.61,0,2.0
NASSAFL,30.611,-81.631,0,2.0
NATCHLA,31.738,-93.109,0,2.0
NATROWY,42.862,-106.345,1,2.0
NAVSOAZ,34.872,-110.155,0,2.0
NBGHOLD,41.516,-74.111,0,2.0
NBRMCFL,26.275,-80.099,1,2.0
NEWHOLD,40.73,-74.175,0,2.0
NGDCTGA,34.295,-83.824,0,2.0
NIAGANY,43.18,-78.736,0,2.0
NIXHCTX,29.512,-98.54,0,2.0
NOBLEMN,43.649,-95.593,0,2.0
NOJUVOR,45.61,-121.203,0,2.0
NOLHOLD,29.948,-90.078,0,2.0
NOLVGNV,36.202,-115.12,0,2.0
NORCOOR,45.61,-121.203,0,2.0
NORFOMA,42.26,-71.209,0,2.0
NORFOVA,36.846,-76.283,0,2.0
NORHOLD,36.876,-76.223,0,2.0
NRJDCVA,39.2,-78.145,1,2.0
NRPHOLD,41.135,-100.76,0,2.0
NSVHOLD,36.168,-86.779,0,2.0
NVJDCVA,38.813,-77.137,0,2.0
NVSDCNV,36.249,-115.983,169,6.0
NWHNVNC,34.327,-77.896,1,2.0
NWRCCMN,47.769,-96.629,0,2.0
NWREGVA,39.199,-78.146,0,2.0
NYCHOLD,40.64,-74.17,26,3.5
NYEPANV,36.22,-115.983,58,3.5
NYFISHC,41.522,-73.951,0,2.0
OAK,30.821,-92.641,0,2.0
OAKHOLD,30.832,-92.637,0,2.0
OCIRCCA,33.749,-117.877,0,2.0
OGCMCCA,33.754,-117.833,0,2.0
OGLECIL,42.013,-89.33,0,2.0
OGUHOLD,41.221,-112.019,0,2.0
OKANOWA,48.366,-119.582,0,2.0
OKCHOLD,35.424,-97.597,2,2.0
OKMULOK,35.622,-95.974,0,2.0
OLACCLA,31.851,-92.285,0,2.0
OLDHAKY,38.407,-85.381,0,2.0
OMAHOLD,41.281,-95.899,2,2.0
ONECONY,43.156,-75.377,0,2.0
ONONDNY,43.046,-76.146,0,2.0
ONTARNY,42.883,-77.212,0,2.0
ORANGFL,28.504,-81.416,2,2.0
ORANGNY,41.405,-74.357,59,3.5
ORLHOLD,28.427,-81.334,2,2.0
ORPARLA,29.961,-90.094,0,2.0
OTERONM,32.852,-106.008,0,2.0
OTROPNM,32.079,-106.278,0,2.0
OTRPCNM,32.08,-106.283,762,9.0
PALMBFL,26.673,-80.092,0,2.0
PAMREVA,37.752,-77.359,0,2.0
PARKJCO,39.218,-105.98,0,2.0
PASADCA,34.149,-118.145,0,2.0
PCKNSAL,33.26,-88.096,28,3.5
PCSHOLD,31.398,-103.521,1,2.0
PDNHOLD,31.75,-106.487,0,2.0
PENNISD,44.079,-103.221,0,2.0
PENOBME,44.801,-68.778,0,2.0
PERRYAL,32.634,-87.316,0,2.0
PHELPNE,40.439,-99.37,1,2.0
PHIHOLD,39.96,-75.165,1,2.0
PHOHOLD,33.471,-112.073,12,3.5
PIC,26.155,-97.338,952,9.0
PIKCOPA,41.389,-75.071,111,6.0
PIMAJAZ,32.201,-110.991,0,2.0
PINALAZ,33.041,-111.376,0,2.0
PINELFL,27.902,-82.706,6,2.0
PINEPLA,30.788,-92.413,379,6.0
PISCAME,45.183,-69.224,0,2.0
PITHOLD,40.425,-79.961,0,2.0
PKCNTPA,41.389,-75.071,0,2.0
PKEHOLD,41.388,-75.072,0,2.0
PLATTMO,39.19,-94.684,0,2.0
PLATTWY,42.055,-104.953,1,2.0
PLYMOMA,41.932,-70.651,103,6.0
PMHOSFL,25.885,-80.325,0,2.0
PMREGVA,37.321,-78.425,0,2.0
POLKCTX,30.698,-95.006,701,9.0
POLKJIA,41.654,-93.588,25,3.5
POMHOLD,43.635,-70.25,0,2.0
POMONCA,34.055,-117.754,0,2.0
PONDEMT,48.169,-111.947,0,2.0
POOHOLD,45.515,-122.676,1,2.0
POTTAIA,41.282,-95.867,31,3.5
PRLDCTX,32.421,-97.197,700,9.0
PRLHOLD,32.421,-97.197,0,2.0
PRUHOLD,40.149,-111.66,0,2.0
PTISATX,29.521,-98.483,0,2.0
PUEBLCO,38.276,-104.611,0,2.0
PUEHOLD,38.393,-105.117,0,2.0
PULASIL,37.272,-89.175,0,2.0
PVLYHCA,32.685,-117.082,2,2.0
PWHOSFL,26.684,-80.253,0,2.0
PWILLVA,38.752,-77.478,0,2.0
QLTYSCA,32.556,-116.942,0,2.0
RAADCMN,44.956,-93.089,0,2.0
RADDFGA,33.441,-84.32,5,2.0
RAPPSVA,38.318,-77.472,0,2.0
RCMHOLD,37.542,-77.434,4,2.0
RDHEATX,31.793,-106.395,0,2.0
RDUHOLD,35.79,-78.78,2,2.0
REDETTX,31.396,-103.54,0,2.0
REDHOLD,40.575,-122.363,0,2.0
REHOSIL,41.865,-87.804,0,2.0
