code,latitude,longitude,N,size
ADACOID,43.607,-116.27,7,2.0
ADAMSWA,47.127,-118.383,1,2.0
ADDCOVT,44.012,-73.164,0,2.0
AGC,18.494,-67.142,20,3.5
AKHIGHL,61.304,-149.58,0,2.0
ALAMCNC,36.069,-79.402,57,3.5
ALBCONY,42.751,-73.815,10,2.0
ALHAMCA,34.092,-118.127,19,3.5
ALLEGNY,42.212,-78.017,13,3.5
ALLEGPA,40.435,-79.994,15,3.5
ANCHOAK,61.218,-149.858,4,2.0
APACHAZ,34.502,-109.364,1,2.0
ARLCOVA,38.891,-77.083,2,2.0
ATLANGA,33.747,-84.395,189,6.0
ATLHOLD,33.753,-84.393,27,3.5
BALHOLD,39.255,-76.681,8,2.0
BANNOID,42.839,-112.41,1,2.0
BASILLA,30.487,-92.583,422,6.0
BEDCITX,32.841,-97.133,43,3.5
BEDFOOH,41.409,-81.497,26,3.5
BEFAMPA,40.38,-76.02,79,3.5
BENTOWA,46.221,-119.221,13,3.5
BERGENJ,40.874,-74.039,105,6.0
BERKSPA,40.383,-76.017,25,3.5
BESECPA,40.383,-76.017,7,2.0
BHCALCA,34.077,-118.073,3,2.0
BKLHOLD,35.374,-119.011,11,3.5
BLOUNTN,35.75,-83.991,2,2.0
BOEHOLD,31.792,-106.403,1,2.0
BONNEID,43.495,-112.041,0,2.0
BOONEKY,39.037,-84.724,59,3.5
BOPALM,41.128,-76.922,2,2.0
BOPCUM,39.597,-78.754,1,2.0
BOPGUA,18.423,-66.112,33,3.5
BOPHON,21.333,-157.929,48,3.5
BOPMAR,37.663,-88.984,1,2.0
BOPMEM,35.156,-89.867,1,2.0
BOPOAD,30.821,-92.641,641,9.0
BOPRCH,44.023,-92.44,2,2.0
BOPSPG,37.178,-93.323,6,2.0
BOPTHA,39.416,-87.451,2,2.0
BOTTIND,48.828,-100.45,0,2.0
BPC,42.366,-71.052,1,2.0
BRADEFL,27.495,-82.573,1,2.0
BRINDMA,41.665,-70.996,184,6.0
BROMMNY,42.131,-75.913,0,2.0
BTV,43.02,-78.203,478,6.0
BUTLEKS,37.814,-96.83,0,2.0
BUTLEOH,39.39,-84.553,211,6.0
BWDGICA,34.063,-118.239,3,2.0
CALDWMO,39.643,-94.047,52,3.5
CALHOMI,42.317,-85.176,207,6.0
CAMBRPA,40.484,-78.701,89,3.5
CARBOWY,41.796,-107.224,0,2.0
CARJAMN,44.787,-93.593,45,3.5
CARROMD,39.573,-76.986,8,2.0
CASCAMT,47.466,-111.38,3,2.0
CASSCNE,41.011,-95.883,20,3.5
CCADCAZ,33.064,-111.379,68,3.5
CCAFLAZ,33.044,-111.372,202,6.0
CCAHUTX,30.565,-97.42,258,6.0
CCASDCA,32.577,-116.915,673,9.0
CFREDVA,39.199,-78.146,0,2.0
CHACONY,42.255,-79.504,2,2.0
CHARLSC,32.859,-80.009,1,2.0
CHASEKS,38.375,-96.539,47,3.5
CHELAWA,47.423,-120.315,3,2.0
CHIPPMI,46.497,-84.346,21,3.5
CHRISMO,37.02,-93.206,24,3.5
CKHOSFL,25.731,-80.386,1,2.0
CLICONY,44.72,-73.468,10,2.0
CLINTPA,41.155,-77.337,122,6.0
COBBJGA,33.909,-84.581,29,3.5
COCONAZ,35.188,-111.64,1,2.0
COLCASC,34.076,-80.98,32,3.5
COLLIFL,26.126,-81.766,22,3.5
COLUMOR,45.849,-122.819,25,3.5
COLUMPA,40.998,-76.451,32,3.5
COMFTFL,25.733,-80.383,0,2.0
CONEJCO,37.086,-106.005,1,2.0
COSTACA,33.652,-117.912,2,2.0
COWJVWA,46.141,-122.918,3,2.0
CSCNWWA,47.25,-122.423,1018,12.0
CTLAFSL,41.761,-72.683,4,2.0
CTYORCI,41.323,-72.237,8,2.0
CUMBEME,43.651,-70.282,42,3.5
DALHOLD,32.824,-96.872,8,2.0
DAVIDTN,36.186,-86.785,41,3.5
DEAPDMI,42.323,-83.173,8,2.0
DEKALAL,34.429,-85.76,14,3.5
DENCICO,39.737,-104.992,0,2.0
DENHOLD,39.784,-104.849,26,3.5
DENICDF,39.766,-104.865,402,6.0
DENVECO,39.767,-104.864,3,2.0
DEPCOGU,13.448,144.786,27,3.5
DEPYOGU,13.382,144.662,1,2.0
DOCORNE,41.253,-95.939,126,6.0
DODGEWI,43.407,-88.706,155,6.0
DORCHMD,38.548,-76.061,30,3.5
DOUGLCO,39.373,-104.86,1,2.0
DUVALFL,30.326,-81.65,12,3.5
DVDHOLD,39.155,-75.488,1,2.0
