code,latitude,longitude,N,size,N_min,N_max
DENVECO,39.768,-104.864,2.516,2.0,1.677,4.935
DEPCOGU,13.45,144.803,26.935,3.5,26.935,42.226
DEPYOGU,13.466,144.801,0.645,2.0,0.032,0.645
DETHOLD,42.343,-83.01,0.097,2.0,0.097,0.133
DOCORNE,41.253,-95.938,125.774,6.0,125.774,154.581
DODGEWI,43.407,-88.706,155.29,6.0,155.29,182.194
DORCHMD,38.548,-76.059,29.677,3.5,29.677,36.387
DOUGLCO,39.367,-104.863,0.613,2.0,0.613,1.806
DOUGLOR,43.211,-123.341,0.097,2.0,0.097,0.194
DRURYCO,39.775,-104.846,0.0,2.0,0.161,0.161
DUTCHAK,53.871,-166.542,0.226,2.0,0.226,0.484
DUVALFL,30.326,-81.651,12.032,3.5,3.387,12.032
DVDHOLD,39.154,-75.488,1.032,2.0,1.032,1.032
EAZ,32.818,-111.52,1533.226,15.0,1484.387,1533.226
ECC,32.803,-115.569,470.516,6.0,470.226,482.0
ECOLOWA,47.479,-122.284,0.0,2.0,0.067,0.067
ECTORTX,31.821,-102.36,0.935,2.0,0.258,0.935
ELBERCO,39.342,-104.464,0.0,2.0,0.065,0.065
ELGPDIL,42.04,-88.284,4.452,2.0,0.548,4.452
ELPASCO,38.788,-104.779,145.032,6.0,89.194,145.032
ELZICDF,40.666,-74.19,272.871,6.0,265.613,278.733
EPC,31.794,-106.369,776.903,9.0,770.333,790.677
ERICONY,42.884,-78.879,0.0,2.0,0.133,0.581
ERICOPA,42.124,-80.067,11.968,3.5,10.806,11.968
ESSEXMA,42.597,-70.986,4.226,2.0,4.226,21.613
ESSEXNJ,40.721,-74.127,225.065,6.0,221.467,241.581
ESSEXNY,44.282,-73.536,0.0,2.0,0.032,0.067
ETOWAAL,34.017,-86.012,361.903,6.0,345.29,373.7
EULESTX,32.829,-97.102,31.516,3.5,31.516,41.355
FAULKAR,35.089,-92.444,0.645,2.0,0.645,4.645
FLATHMT,48.189,-114.311,0.0,2.0,0.129,0.129
FLO,33.064,-111.382,335.387,6.0,335.387,444.129
FORSYNC,36.097,-80.242,0.0,2.0,0.433,1.484
FRACOVT,44.811,-73.081,12.581,3.5,12.581,18.167
FRANKWA,46.237,-119.096,0.0,2.0,0.323,0.323
FREDEMD,39.366,-77.413,24.484,3.5,24.484,37.548
FREEBMN,43.646,-93.368,0.774,2.0,0.774,0.774
FREHOLD,36.733,-119.786,5.968,2.0,5.968,7.516
FREMOCO,38.446,-105.182,18.29,3.5,1.258,18.29
FSF,33.064,-111.379,218.032,6.0,218.032,296.935
GALLAMT,45.673,-111.06,0.129,2.0,0.067,0.129
GARVIOK,34.74,-97.222,22.903,3.5,18.194,22.903
GASTNNC,35.268,-81.184,2.839,2.0,2.133,3.581
GENESNY,43.008,-78.225,0.065,2.0,0.065,1.903
GFCORND,47.936,-97.058,34.484,3.5,34.484,50.806
GFJUVND,47.936,-97.058,0.0,2.0,0.033,0.033
GIJUVAZ,33.395,-110.771,0.032,2.0,0.032,0.065
GLADEFL,26.839,-81.124,455.065,6.0,398.0,455.065
GLEPDCA,34.147,-118.249,5.097,2.0,5.097,20.71
GOSHEWY,42.065,-104.182,0.0,2.0,0.033,0.033
GRANTWA,47.322,-119.554,0.097,2.0,0.097,1.71
GRAYSKY,37.489,-86.271,6.903,2.0,0.6,6.903
GREENMA,42.596,-72.613,79.419,3.5,55.5,79.419
GREENMO,37.218,-93.291,0.0,2.0,0.133,0.133
GUADATX,29.603,-97.97,0.032,2.0,0.032,1.0
GWINNGA,33.982,-83.977,0.0,2.0,0.032,0.419
HAILEID,43.665,-116.682,5.742,2.0,5.742,8.806
HALLJGA,34.239,-83.813,5.806,2.0,5.806,11.033
HARDJIA,42.36,-93.097,70.581,3.5,65.355,82.645
HARHOLD,41.761,-72.684,0.355,2.0,0.097,0.355
HASHENE,40.928,-98.327,74.677,3.5,23.581,74.677
HASKLTX,33.177,-99.721,589.032,9.0,589.032,625.3
HELHOLD,46.594,-111.972,0.387,2.0,0.387,0.387
HENDENC,35.316,-82.456,26.548,3.5,6.129,26.548
HERNAFL,28.484,-82.451,236.29,6.0,213.2,241.355
HICOJFL,27.959,-82.372,0.645,2.0,0.645,0.645
HILLCMT,48.552,-109.707,0.161,2.0,0.129,0.467
HMCHOTX,26.157,-97.675,1.0,2.0,0.742,1.0
HOUHOLD,29.95,-95.313,46.29,3.5,41.533,50.71
HOUICDF,29.95,-95.312,929.581,9.0,900.633,963.968
HOWARMD,39.169,-76.782,34.355,3.5,34.355,38.0
HRREGVA,36.808,-76.364,364.968,6.0,278.2,364.968
HSF,26.181,-97.685,119.032,6.0,119.032,139.29
HUDSONJ,40.727,-74.106,267.258,6.0,267.258,339.6
JACKSOR,42.322,-122.878,0.548,2.0,0.548,1.467
JAXHOLD,30.257,-81.59,5.29,2.0,3.2,7.065
JEFFECO,39.731,-105.202,3.323,2.0,2.0,3.323
JEFFEID,43.679,-111.911,0.161,2.0,0.161,0.419
JEFFEKS,39.207,-95.312,0.0,2.0,3.2,3.2
JEFFEMT,46.235,-112.122,1.613,2.0,1.613,2.935
JEFFENY,43.973,-75.928,0.097,2.0,0.097,0.133
JEFFETX,30.079,-94.093,7.258,2.0,3.1,7.258
JENADLA,31.709,-92.151,1019.194,12.0,969.677,1026.033
JENNIMO,38.711,-90.267,0.129,2.0,0.1,0.161
JMHOSFL,25.792,-80.213,1.355,2.0,1.065,1.387
JOSEPOR,42.433,-123.304,6.742,2.0,6.742,10.419
KARNETX,28.884,-97.912,393.548,6.0,280.533,393.548
KENOSWI,42.594,-87.912,176.903,6.0,148.387,176.903
KERCOCA,35.51,-119.111,118.968,6.0,104.484,119.733
KITTIWA,46.997,-120.549,0.0,2.0,0.129,0.167
KLAMCOR,42.223,-121.75,0.742,2.0,0.742,1.033
KODIAAK,57.805,-152.373,0.0,2.0,0.161,0.161
KRHUBFL,25.795,-80.279,0.129,2.0,0.129,0.355
KRO,25.754,-80.489,667.387,9.0,663.367,732.613
LACKAPA,41.423,-75.648,106.355,6.0,101.833,151.806
LAKCOMT,47.692,-114.161,0.0,2.0,0.194,0.194
LANCACA,34.702,-118.235,1285.484,12.0,880.161,1285.484
LANECOR,44.052,-123.09,7.355,2.0,6.097,7.833
LAPAZAZ,34.146,-114.29,0.0,2.0,0.097,0.097
LARCOWY,41.135,-104.82,1.032,2.0,0.233,1.032
LARIMCO,40.564,-105.033,0.581,2.0,0.581,0.9
LAWREPA,41.0,-80.337,0.194,2.0,0.129,0.194
LEWISMT,46.586,-112.037,0.129,2.0,0.129,0.161
LIMESTX,31.525,-96.511,0.0,2.0,17.387,17.387
LKLNDLA,31.309,-92.409,1.0,2.0,1.0,1.0
LONPDAR,34.784,-91.902,2.484,2.0,1.258,2.871
LOSCJCA,34.059,-118.231,1.032,2.0,1.0,1.323
LOSHOLD,34.054,-118.24,139.355,6.0,131.067,214.968
LRDICDF,27.529,-99.448,275.355,6.0,275.355,367.419
LSFHOLD,26.076,-97.512,1.0,2.0,1.0,1.0
LSHOSMA,42.3,-71.102,0.129,2.0,0.032,0.4
LUBBOTX,33.585,-101.844,5.258,2.0,2.548,5.258
LVGHOLD,36.076,-115.102,1.677,2.0,1.484,2.452
MABSHOS,41.947,-70.952,0.0,2.0,0.129,1.0
MACCOMI,42.617,-82.889,3.742,2.0,0.032,6.067
MADISID,43.823,-111.792,2.258,2.0,0.581,2.258
MADISNY,43.081,-75.703,1.71,2.0,1.71,11.323
MAHONOH,41.104,-80.655,30.097,3.5,30.097,46.194
MAPLEOH,41.415,-81.565,14.032,3.5,14.032,22.29
MARIOIN,39.766,-86.153,11.935,3.5,7.233,11.935
MATEWKS,42.613,-71.236,0.387,2.0,0.387,0.387
MATSHOS,41.901,-71.089,0.645,2.0,0.032,1.0
MCCDCTX,31.558,-97.134,0.0,2.0,0.032,0.065
MCFAJAZ,33.446,-112.078,1.871,2.0,1.29,2.613
MCHENIL,42.341,-88.44,366.903,6.0,328.613,366.903
MCMEDAZ,33.447,-112.06,0.065,2.0,0.065,0.467
MEADESD,44.414,-103.516,0.0,2.0,0.067,0.067
MECKLNC,35.263,-80.854,117.065,6.0,117.065,137.267
MESJACO,39.069,-108.574,6.581,2.0,1.645,6.581
MIAHOLD,25.92,-80.155,3.516,2.0,3.516,8.967
MIDBIMA,42.369,-71.079,0.194,2.0,0.194,0.194
MIDDLNJ,40.421,-74.489,144.452,6.0,140.667,171.677
MILLRAR,33.401,-94.022,16.387,3.5,11.903,24.806
MINICID,42.535,-113.791,0.645,2.0,0.097,0.645
MINNESD,43.553,-96.73,19.839,3.5,11.167,19.839
MISCOMO,36.924,-89.352,54.29,3.5,49.935,54.29
MISSOMT,46.883,-114.027,0.129,2.0,0.129,0.516
MNCOAKC,45.025,-92.802,0.0,2.0,0.161,0.161
MOFFECO,40.512,-107.567,9.903,2.0,5.774,9.903
MOHAVAZ,35.193,-114.052,0.0,2.0,0.065,0.065
MONCJAL,32.352,-86.287,0.935,2.0,0.129,0.935
MONMONJ,40.268,-74.287,134.065,6.0,134.065,177.194
MONROFL,24.577,-81.751,30.548,3.5,30.548,47.167
MONROMI,41.896,-83.393,83.387,3.5,79.935,83.387
MONRONY,43.152,-77.614,0.452,2.0,0.452,1.548
MONTGMO,38.98,-91.505,46.839,3.5,39.4,53.71
MONTGPA,40.159,-75.423,0.129,2.0,0.129,0.581
MONTGTX,30.336,-95.453,306.065,6.0,230.129,306.065
MORGACO,40.252,-103.789,0.581,2.0,0.367,0.581
MORGNMO,38.432,-92.84,43.194,3.5,43.194,55.935
MOUNTND,48.321,-102.391,0.065,2.0,0.065,0.533
MTPPDCA,34.059,-118.126,14.0,3.5,12.133,16.29
MUSSEMT,46.45,-108.542,0.258,2.0,0.258,0.258
NASSAFL,30.611,-81.631,1.129,2.0,1.129,15.419
NATROWY,42.863,-106.346,2.129,2.0,1.323,4.29
NAVSOAZ,34.87,-110.156,0.0,2.0,0.3,0.3
NGDCTGA,34.295,-83.825,0.839,2.0,0.839,0.839
NHSPCON,43.232,-71.56,0.258,2.0,0.258,0.258
NIAGANY,43.18,-78.737,0.29,2.0,0.29,3.065
NIOBRWY,42.761,-104.451,0.0,2.0,0.065,0.065
NOBLEMN,43.648,-95.59,0.0,2.0,0.133,0.133
NOJUVOR,45.613,-121.201,4.29,2.0,4.29,9.129
NOLVGNV,36.202,-115.119,154.71,6.0,139.484,154.71
NORCOOR,45.613,-121.201,18.29,3.5,6.387,18.29
NORFOMA,42.26,-71.209,51.161,3.5,50.839,57.467
NWREGVA,39.199,-78.144,0.0,2.0,21.129,21.129
NYCHOLD,40.634,-73.931,17.871,3.5,17.267,22.871
OAK,30.832,-92.637,1.0,2.0,1.0,1.0
OAKHOLD,30.831,-92.65,0.0,2.0,0.129,0.129
OKANOWA,48.365,-119.582,0.0,2.0,0.032,1.167
OMAHOLD,41.282,-95.899,0.226,2.0,0.033,1.548
ONECONY,43.156,-75.377,0.0,2.0,0.133,1.097
ONONDNY,43.046,-76.146,6.323,2.0,6.323,12.133
ONTARNY,42.881,-77.213,2.581,2.0,2.581,5.839
ORANGFL,28.506,-81.414,2.677,2.0,2.677,6.129
ORANGNY,41.405,-74.359,89.774,3.5,89.774,108.419
ORLHOLD,28.428,-81.333,1.0,2.0,1.0,1.0
ORPARLA,29.959,-90.094,65.548,3.5,48.29,69.677
OTERONM,32.901,-105.96,0.0,2.0,0.032,0.567
OTROPNM,32.079,-106.278,0.065,2.0,0.032,0.065
OTRPCNM,32.08,-106.282,859.903,9.0,859.903,903.355
PALMBFL,26.67,-80.093,23.032,3.5,23.032,26.871
PAMREVA,37.76,-77.354,40.903,3.5,22.667,69.387
PARKCWY,44.526,-109.066,0.0,2.0,0.032,0.032
PARKJCO,39.224,-105.989,109.645,6.0,109.645,166.258
PASADCA,34.149,-118.145,27.645,3.5,22.1,42.484
PEMBIND,48.791,-97.626,0.0,2.0,0.033,0.033
PENDOWA,48.178,-117.059,0.0,2.0,0.129,0.129
PENNISD,44.079,-103.222,0.581,2.0,0.581,2.967
PENOBME,44.802,-68.773,0.065,2.0,0.065,0.677
PERRYAL,32.45,-87.492,246.0,6.0,246.0,386.548
PHELPNE,40.44,-99.371,36.935,3.5,28.097,38.133
PHIHOLD,39.96,-75.166,5.484,2.0,4.871,9.0
PHOHOLD,33.471,-112.073,79.323,3.5,79.323,92.097
PIC,26.155,-97.338,696.581,9.0,325.419,719.71
PIKCOPA,41.389,-75.071,156.226,6.0,129.7,156.226
PINALAZ,33.041,-111.376,518.548,9.0,518.548,566.645
PINELFL,27.903,-82.705,5.065,2.0,1.2,5.065
PISCAME,45.183,-69.224,0.452,2.0,0.226,0.833
PLATTMO,39.371,-94.78,0.839,2.0,0.839,8.133
PLATTWY,42.056,-104.952,0.581,2.0,0.452,1.774
PLYMOMA,41.931,-70.651,313.71,6.0,312.161,323.452
PMHOSFL,25.886,-80.326,1.258,2.0,0.29,1.484
PMREGVA,37.324,-78.429,157.871,6.0,157.871,312.645
POLKCTX,30.698,-95.006,864.839,9.0,802.871,864.839
POLKJIA,41.654,-93.588,35.774,3.5,35.774,48.29
POMONCA,34.054,-117.754,6.484,2.0,1.677,8.516
PONDEMT,48.169,-111.948,0.258,2.0,0.258,0.258
POOHOLD,45.515,-122.676,6.194,2.0,4.806,7.033
POTTAIA,41.284,-95.865,42.71,3.5,42.71,53.71
PROWECO,38.086,-102.618,0.0,2.0,0.067,0.067
PUEBLCO,38.275,-104.611,0.71,2.0,0.226,0.71
PWILLVA,38.752,-77.48,0.0,2.0,0.065,0.065
RAADCMN,44.956,-93.086,84.0,3.5,66.567,84.0
REDETTX,31.399,-103.511,0.0,2.0,0.065,0.065
REHOSIL,41.865,-87.828,0.548,2.0,0.323,1.333
REJAITX,31.391,-103.533,6.613,2.0,4.767,6.613
RICECKS,38.348,-98.206,13.516,3.5,13.516,21.29
RNDLLTX,35.117,-101.868,98.484,3.5,59.833,98.484
ROCKIIL,41.509,-90.581,3.871,2.0,0.067,3.871
ROCKINH,43.014,-71.051,0.0,2.0,0.097,0.258
ROCKIVA,38.449,-78.871,0.0,2.0,0.065,0.097
RONKEVA,37.271,-79.947,0.0,2.0,0.065,0.2
ROSEBMT,46.266,-106.674,0.0,2.0,0.129,0.129
RSREGVA,37.307,-77.341,64.032,3.5,20.387,106.774
SAAHOLD,33.748,-117.875,38.774,3.5,35.333,45.71
SACHOLD,38.578,-121.5,15.194,3.5,15.194,18.267
SACITCA,33.75,-117.88,36.097,3.5,36.097,67.968
SACRACA,38.583,-121.498,43.645,3.5,27.133,43.645
SAJHOLD,18.408,-66.107,11.387,3.5,11.387,18.267
SANANCA,33.75,-117.88,145.806,6.0,107.7,145.806
SANJAIL,39.8,-89.643,2.677,2.0,0.1,2.677
SARJUNE,41.141,-96.039,0.097,2.0,0.065,0.194
SBDHOLD,34.101,-117.297,21.774,3.5,0.065,22.581
SBERNCA,34.102,-117.274,1.258,2.0,1.258,24.484
SCNORCA,37.351,-121.906,188.419,6.0,146.133,188.419
SDHOSCA,32.619,-117.022,4.677,2.0,4.677,5.548
SEAHOLD,47.49,-122.291,8.355,2.0,8.355,10.129
SEBASAR,35.383,-94.425,8.419,2.0,8.419,11.871
SENECOH,41.079,-83.154,113.774,6.0,109.355,117.323
SFRHOLD,37.796,-122.401,23.839,3.5,19.533,26.29
SHACOKS,39.047,-95.669,3.194,2.0,3.194,8.935
SHAJUKS,39.04,-95.636,0.0,2.0,0.065,0.1
SHERBMN,45.305,-93.619,167.097,6.0,133.567,167.097
SHERIMT,48.778,-104.556,0.0,2.0,0.267,0.29
SITKAAK,57.053,-135.334,0.0,2.0,0.067,0.067
SLRDCAZ,32.484,-114.685,0.258,2.0,0.097,1.067
SLSLCUT,40.697,-111.916,4.581,2.0,3.067,4.581
SMARYMD,38.303,-76.628,0.065,2.0,0.065,8.065
SNDCOCA,32.59,-116.92,0.0,2.0,0.067,0.067
SNDHOLD,32.717,-117.165,26.032,3.5,26.032,36.161
SNJHOLD,37.308,-121.868,4.548,2.0,0.033,4.548
SOLONOH,41.388,-81.444,2.871,2.0,1.0,3.633
SOMERME,44.793,-69.727,0.0,2.0,0.032,0.032
SOUTECO,37.134,-107.633,1.032,2.0,1.032,1.733
SPHOSCA,33.738,-118.305,0.774,2.0,0.581,0.935
SPMHOLD,44.86,-93.23,0.645,2.0,0.419,0.645
SRJDFID,42.544,-114.433,0.0,2.0,0.1,0.1
STCDFTX,28.895,-99.121,1526.355,15.0,1526.355,1653.935
STCLAMI,42.942,-82.479,31.613,3.5,30.452,32.355
STEUBNY,42.35,-77.296,0.0,2.0,0.233,0.29
STEVEWA,48.543,-117.903,0.0,2.0,0.065,0.065
STJOSCA,33.781,-117.864,0.0,2.0,0.033,0.065
STMRYIL,41.903,-87.684,0.0,2.0,0.323,0.323
STRAFNH,43.218,-70.94,27.29,3.5,25.032,37.0
STTCJVI,38.795,-106.535,0.032,2.0,0.032,0.29
STWRTGA,32.037,-84.772,1892.161,15.0,1734.419,1917.065
SUFFOMA,42.334,-71.068,264.742,6.0,248.233,264.742
SUMMIUT,40.723,-111.482,2.581,2.0,2.581,5.71
SUNNYWA,46.328,-120.024,0.0,2.0,0.067,0.29
SUSSENJ,41.057,-74.759,18.323,3.5,18.323,26.677
SWEETWY,41.598,-109.241,1.419,2.0,0.2,1.419
TELLECO,38.943,-105.151,48.516,3.5,37.452,74.5
TENSALA,31.809,-91.397,269.645,6.0,246.613,361.097
TETONWY,43.478,-110.76,0.903,2.0,0.903,1.8
TFALLID,42.559,-114.467,15.065,3.5,15.065,17.387
TGREETX,31.464,-100.44,0.0,2.0,0.226,0.226
TNWESDF,35.407,-89.549,14.452,3.5,12.903,23.0
TOOLEMT,48.507,-111.856,0.452,2.0,0.355,2.0
TOORANM,34.758,-106.056,92.484,3.5,92.484,147.484
TRICOIL,37.269,-89.164,190.742,6.0,174.355,191.581
TUCHOLD,32.136,-110.925,11.226,3.5,11.226,15.677
TULCOOK,36.157,-96.001,162.968,6.0,144.613,175.2
UMATCOR,45.674,-118.843,1.097,2.0,0.4,1.323
UTAHCUT,40.149,-111.659,94.742,3.5,82.667,94.742
VBHOSTX,26.174,-97.67,0.935,2.0,0.258,0.935
VENHOLD,34.206,-119.077,12.968,3.5,12.871,16.581
VIRBEVA,36.753,-76.061,7.129,2.0,2.167,46.806
VNBRNMI,42.232,-83.494,1.0,2.0,1.0,1.0
VRK,40.728,-74.006,251.903,6.0,226.387,282.226
VTDCORR,44.332,-72.755,2.226,2.0,2.226,6.613
VTSTALB,44.85,-73.133,1.645,2.0,1.0,1.645
WACLATX,29.423,-98.497,3.419,2.0,2.871,41.065
WAKECNC,35.776,-78.641,19.645,3.5,18.6,22.548
WAKULFL,30.197,-84.377,130.871,6.0,115.194,139.258
WASCONY,43.289,-73.589,2.71,2.0,2.71,6.633
WASHCUT,37.156,-113.41,11.0,3.5,8.129,13.774
WASHIAR,36.033,-94.177,15.452,3.5,14.194,21.129
WASHICO,40.157,-103.193,0.677,2.0,0.677,7.613
WASHIME,44.716,-67.459,0.0,2.0,0.161,0.161
WASHOLD,38.881,-77.233,0.968,2.0,0.968,4.484
WASHONV,39.571,-119.811,22.581,3.5,16.968,22.581
WASHTMI,42.256,-83.679,0.0,2.0,0.065,0.129
WAYNEMI,42.389,-83.043,26.355,3.5,26.355,75.097
WAYNENY,43.067,-77.032,6.742,2.0,6.742,24.871
WBATOLA,30.501,-91.214,9.613,2.0,0.774,9.613
WCCBXTX,29.429,-98.508,0.613,2.0,0.194,1.033
WCCPBFL,26.277,-80.151,587.065,9.0,575.032,587.065
WEBERUT,41.24,-111.993,87.806,3.5,84.484,98.967
WILLCTX,26.47,-97.759,1475.71,12.0,1215.484,1475.71
WILLITN,35.9,-86.885,0.548,2.0,0.161,0.548
WILLITX,30.639,-97.679,0.0,2.0,0.484,0.484
WMHOSCA,34.049,-118.218,0.097,2.0,0.097,0.71
WMLNDPA,40.303,-79.545,0.129,2.0,0.065,0.129
WOAKSTX,29.715,-95.438,0.387,2.0,0.161,1.1
WORCEMD,38.17,-75.376,66.548,3.5,65.0,67.968
