Date,Midnight population,24-hour population,N
2008-10-01,,,156
2008-10-02,,,172
2008-10-03,,,192
2008-10-04,,,182
2008-10-05,,,186
2008-10-06,,,190
2008-10-07,,,179
2008-10-08,,,170
2008-10-09,,,189
2008-10-10,,,197
2008-10-11,,,194
2008-10-12,,,194
2008-10-13,,,195
2008-10-14,,,197
2008-10-15,,,186
2008-10-16,,,199
2008-10-17,,,178
2008-10-18,,,178
2008-10-19,,,178
2008-10-20,,,183
2008-10-21,,,155
2008-10-22,,,156
2008-10-23,,,162
2008-10-24,,,175
2008-10-25,,,192
2008-10-26,,,172
2008-10-27,,,175
2008-10-28,,,178
2008-10-29,,,154
2008-10-30,172.0,179.0,163
2008-10-31,172.0,179.0,161
2008-11-01,172.0,179.0,161
2008-11-02,171.0,178.0,161
2008-11-03,170.0,178.0,170
2008-11-04,170.0,177.0,165
2008-11-05,169.0,176.0,170
2008-11-06,169.0,176.0,166
2008-11-07,169.0,176.0,171
2008-11-08,168.0,175.0,158
2008-11-09,167.0,174.0,158
2008-11-10,166.0,173.0,170
2008-11-11,164.0,172.0,160
2008-11-12,164.0,171.0,168
2008-11-13,163.0,170.0,169
2008-11-14,162.0,169.0,172
2008-11-15,161.0,168.0,146
2008-11-16,160.0,166.0,146
2008-11-17,159.0,165.0,149
2008-11-18,158.0,165.0,155
2008-11-19,159.0,164.0,160
2008-11-20,159.0,164.0,163
2008-11-21,158.0,164.0,165
2008-11-22,158.0,164.0,147
2008-11-23,158.0,163.0,147
2008-11-24,157.0,162.0,151
2008-11-25,156.0,161.0,144
2008-11-26,155.0,160.0,151
2008-11-27,155.0,159.0,150
2008-11-28,155.0,159.0,155
2008-11-29,155.0,159.0,150
2008-11-30,154.0,158.0,150
2008-12-01,154.0,158.0,151
2008-12-02,154.0,158.0,154
2008-12-03,154.0,157.0,158
2008-12-04,153.0,157.0,164
2008-12-05,153.0,157.0,162
2008-12-06,153.0,157.0,157
2008-12-07,153.0,156.0,157
2008-12-08,153.0,156.0,162
2008-12-09,153.0,157.0,164
2008-12-10,153.0,156.0,164
2008-12-11,153.0,157.0,171
2008-12-12,154.0,157.0,176
2008-12-13,154.0,157.0,175
2008-12-14,155.0,157.0,175
2008-12-15,155.0,158.0,178
2008-12-16,155.0,158.0,150
2008-12-17,155.0,159.0,150
2008-12-18,155.0,158.0,153
2008-12-19,154.0,158.0,156
2008-12-20,154.0,158.0,145
2008-12-21,154.0,157.0,145
2008-12-22,154.0,157.0,150
2008-12-23,154.0,157.0,153
2008-12-24,154.0,158.0,157
2008-12-25,154.0,158.0,147
2008-12-26,154.0,158.0,148
2008-12-27,154.0,158.0,148
2008-12-28,154.0,157.0,148
2008-12-29,154.0,157.0,150
2008-12-30,154.0,157.0,155
2008-12-31,155.0,158.0,170
2009-01-01,155.0,158.0,154
2009-01-02,155.0,158.0,163
2009-01-03,155.0,158.0,163
2009-01-04,155.0,158.0,163
2009-01-05,155.0,158.0,165
2009-01-06,154.0,158.0,140
2009-01-07,154.0,158.0,150
2009-01-08,153.0,157.0,154
2009-01-09,152.0,157.0,148
2009-01-10,151.0,155.0,131
2009-01-11,149.0,154.0,131
2009-01-12,148.0,152.0,134
2009-01-13,146.0,151.0,133
2009-01-14,146.0,150.0,141
2009-01-15,146.0,150.0,151
2009-01-16,144.0,150.0,153
2009-01-17,142.0,148.0,93
2009-01-18,141.0,146.0,93
2009-01-19,139.0,144.0,93
2009-01-20,137.0,142.0,96
2009-01-21,136.0,141.0,100
2009-01-22,134.0,139.0,102
2009-01-23,132.0,138.0,113
2009-01-24,130.0,136.0,90
2009-01-25,128.0,134.0,90
2009-01-26,126.0,132.0,92
2009-01-27,124.0,130.0,95
2009-01-28,123.0,128.0,95
2009-01-29,120.0,127.0,103
2009-01-30,117.0,124.0,92
2009-01-31,115.0,121.0,67
2009-02-01,112.0,118.0,71
2009-02-02,109.0,115.0,75
2009-02-03,106.0,112.0,81
2009-02-04,104.0,110.0,87
2009-02-05,102.0,108.0,88
2009-02-06,99.0,106.0,97
2009-02-07,97.0,103.0,66
2009-02-08,95.0,101.0,66
2009-02-09,92.0,99.0,74
2009-02-10,90.0,97.0,67
2009-02-11,88.0,94.0,69
2009-02-12,86.0,92.0,75
2009-02-13,83.0,90.0,77
2009-02-14,80.0,87.0,52
2009-02-15,79.0,84.0,52
2009-02-16,77.0,82.0,52
2009-02-17,76.0,81.0,58
2009-02-18,75.0,80.0,60
2009-02-19,74.0,79.0,63
2009-02-20,73.0,78.0,78
2009-02-21,72.0,77.0,62
2009-02-22,71.0,75.0,62
2009-02-23,70.0,74.0,65
2009-02-24,69.0,74.0,71
2009-02-25,68.0,73.0,71
2009-02-26,68.0,72.0,75
2009-02-27,67.0,72.0,84
2009-02-28,67.0,71.0,80
2009-03-01,68.0,71.0,80
2009-03-02,68.0,71.0,84
2009-03-03,68.0,71.0,73
2009-03-04,68.0,71.0,74
2009-03-05,67.0,71.0,76
2009-03-06,67.0,71.0,85
2009-03-07,67.0,71.0,75
2009-03-08,67.0,70.0,75
2009-03-09,66.0,70.0,76
2009-03-10,66.0,70.0,53
2009-03-11,66.0,69.0,57
2009-03-12,65.0,69.0,57
2009-03-13,65.0,69.0,56
2009-03-14,64.0,68.0,56
2009-03-15,64.0,67.0,56
2009-03-16,64.0,68.0,64
2009-03-17,64.0,68.0,53
2009-03-18,64.0,68.0,54
2009-03-19,64.0,68.0,56
2009-03-20,64.0,68.0,56
2009-03-21,64.0,67.0,55
2009-03-22,64.0,67.0,57
2009-03-23,63.0,67.0,60
2009-03-24,63.0,66.0,56
2009-03-25,63.0,66.0,58
2009-03-26,62.0,66.0,62
2009-03-27,62.0,66.0,79
2009-03-28,62.0,66.0,75
2009-03-29,62.0,66.0,75
2009-03-30,62.0,66.0,82
2009-03-31,62.0,66.0,71
2009-04-01,62.0,65.0,73
2009-04-02,62.0,65.0,77
2009-04-03,62.0,66.0,87
2009-04-04,63.0,66.0,87
2009-04-05,63.0,66.0,87
2009-04-06,63.0,67.0,94
2009-04-07,63.0,67.0,71
2009-04-08,64.0,67.0,78
