Date,Midnight population,24-hour population,N
2008-10-01,,,53
2008-10-02,,,54
2008-10-03,,,49
2008-10-04,,,49
2008-10-05,,,49
2008-10-06,,,53
2008-10-07,,,56
2008-10-08,,,74
2008-10-09,,,74
2008-10-10,,,47
2008-10-11,,,47
2008-10-12,,,47
2008-10-13,,,47
2008-10-14,,,52
2008-10-15,,,51
2008-10-16,,,54
2008-10-17,,,44
2008-10-18,,,44
2008-10-19,,,44
2008-10-20,,,49
2008-10-21,,,48
2008-10-22,,,56
2008-10-23,,,57
2008-10-24,,,39
2008-10-25,,,39
2008-10-26,,,39
2008-10-27,,,39
2008-10-28,,,39
2008-10-29,,,42
2008-10-30,45.0,49.0,47
2008-10-31,45.0,49.0,35
2008-11-01,44.0,48.0,35
2008-11-02,44.0,48.0,35
2008-11-03,43.0,47.0,39
2008-11-04,43.0,47.0,36
2008-11-05,43.0,46.0,39
2008-11-06,42.0,46.0,40
2008-11-07,40.0,44.0,30
2008-11-08,40.0,43.0,30
2008-11-09,39.0,42.0,30
2008-11-10,39.0,42.0,33
2008-11-11,38.0,41.0,25
2008-11-12,37.0,41.0,28
2008-11-13,37.0,40.0,39
2008-11-14,37.0,40.0,40
2008-11-15,37.0,39.0,40
2008-11-16,36.0,39.0,40
2008-11-17,36.0,39.0,45
2008-11-18,36.0,39.0,31
2008-11-19,35.0,38.0,32
2008-11-20,34.0,38.0,34
2008-11-21,34.0,37.0,31
2008-11-22,33.0,36.0,31
2008-11-23,33.0,36.0,31
2008-11-24,33.0,36.0,33
2008-11-25,32.0,35.0,30
2008-11-26,32.0,35.0,33
2008-11-27,32.0,35.0,33
2008-11-28,31.0,35.0,36
2008-11-29,31.0,34.0,20
2008-11-30,30.0,33.0,20
2008-12-01,30.0,33.0,27
2008-12-02,30.0,33.0,38
2008-12-03,31.0,33.0,45
2008-12-04,31.0,35.0,78
2008-12-05,32.0,36.0,67
2008-12-06,34.0,37.0,66
2008-12-07,35.0,38.0,66
2008-12-08,36.0,39.0,70
2008-12-09,37.0,40.0,62
2008-12-10,38.0,41.0,64
2008-12-11,40.0,43.0,93
2008-12-12,41.0,45.0,82
2008-12-13,43.0,47.0,82
2008-12-14,44.0,48.0,82
2008-12-15,46.0,50.0,93
2008-12-16,47.0,51.0,87
2008-12-17,49.0,53.0,93
2008-12-18,51.0,55.0,100
2008-12-19,53.0,57.0,86
2008-12-20,55.0,59.0,85
2008-12-21,57.0,61.0,83
2008-12-22,58.0,62.0,83
2008-12-23,60.0,64.0,82
2008-12-24,61.0,65.0,72
2008-12-25,63.0,67.0,72
2008-12-26,64.0,68.0,72
2008-12-27,65.0,69.0,72
2008-12-28,67.0,70.0,72
2008-12-29,69.0,72.0,74
2008-12-30,70.0,74.0,76
2008-12-31,72.0,76.0,76
2009-01-01,74.0,77.0,76
2009-01-02,75.0,78.0,78
2009-01-03,75.0,78.0,80
2009-01-04,76.0,79.0,81
2009-01-05,76.0,79.0,81
2009-01-06,76.0,79.0,64
2009-01-07,76.0,79.0,68
2009-01-08,76.0,79.0,68
2009-01-09,76.0,79.0,59
2009-01-10,75.0,78.0,60
2009-01-11,75.0,77.0,60
2009-01-12,74.0,77.0,65
2009-01-13,73.0,76.0,59
2009-01-14,73.0,75.0,63
2009-01-15,71.0,74.0,63
2009-01-16,70.0,73.0,55
2009-01-17,69.0,71.0,56
2009-01-18,68.0,70.0,57
2009-01-19,67.0,70.0,58
2009-01-20,66.0,69.0,59
2009-01-21,65.0,67.0,45
2009-01-22,64.0,66.0,47
2009-01-23,63.0,65.0,45
2009-01-24,62.0,64.0,46
2009-01-25,61.0,64.0,47
2009-01-26,61.0,63.0,53
2009-01-27,60.0,62.0,47
2009-01-28,59.0,61.0,47
2009-01-29,58.0,60.0,48
2009-01-30,57.0,60.0,52
2009-01-31,56.0,58.0,42
2009-02-01,55.0,57.0,43
2009-02-02,53.0,56.0,43
2009-02-03,51.0,54.0,28
2009-02-04,50.0,52.0,28
2009-02-05,48.0,51.0,33
2009-02-06,47.0,50.0,24
2009-02-07,46.0,49.0,25
2009-02-08,45.0,47.0,25
2009-02-09,44.0,46.0,31
2009-02-10,43.0,46.0,34
2009-02-11,42.0,45.0,44
2009-02-12,42.0,45.0,54
2009-02-13,41.0,44.0,39
2009-02-14,40.0,43.0,34
2009-02-15,39.0,42.0,34
2009-02-16,39.0,42.0,34
2009-02-17,38.0,41.0,41
2009-02-18,37.0,40.0,31
2009-02-19,36.0,40.0,42
2009-02-20,36.0,40.0,49
2009-02-21,36.0,40.0,51
2009-02-22,37.0,40.0,51
2009-02-23,37.0,41.0,71
2009-02-24,38.0,41.0,64
2009-02-25,39.0,42.0,71
2009-02-26,38.0,43.0,75
2009-02-27,38.0,43.0,47
2009-02-28,38.0,43.0,47
2009-03-01,39.0,43.0,47
2009-03-02,39.0,43.0,55
2009-03-03,39.0,43.0,49
2009-03-04,40.0,44.0,51
2009-03-05,40.0,45.0,55
2009-03-06,41.0,45.0,44
2009-03-07,42.0,45.0,45
2009-03-08,42.0,46.0,45
2009-03-09,43.0,47.0,51
2009-03-10,44.0,48.0,48
2009-03-11,44.0,48.0,48
2009-03-12,46.0,50.0,90
2009-03-13,47.0,52.0,84
2009-03-14,49.0,53.0,84
2009-03-15,50.0,54.0,84
2009-03-16,52.0,56.0,94
2009-03-17,54.0,58.0,86
2009-03-18,56.0,60.0,99
2009-03-19,59.0,63.0,120
2009-03-20,62.0,66.0,122
2009-03-21,64.0,68.0,109
2009-03-22,66.0,70.0,109
2009-03-23,67.0,72.0,113
2009-03-24,68.0,73.0,83
2009-03-25,69.0,74.0,88
2009-03-26,70.0,75.0,110
2009-03-27,71.0,76.0,101
2009-03-28,73.0,77.0,101
2009-03-29,75.0,79.0,101
2009-03-30,75.0,81.0,108
2009-03-31,76.0,82.0,72
2009-04-01,77.0,82.0,77
2009-04-02,78.0,83.0,81
2009-04-03,78.0,84.0,67
2009-04-04,79.0,84.0,67
2009-04-05,80.0,85.0,67
2009-04-06,82.0,87.0,105
2009-04-07,83.0,89.0,101
2009-04-08,85.0,91.0,106
2009-04-09,87.0,93.0,120
2009-04-10,89.0,95.0,106
2009-04-11,90.0,96.0,106
2009-04-12,91.0,96.0,106
2009-04-13,91.0,97.0,115
2009-04-14,92.0,98.0,103
2009-04-15,93.0,99.0,112
2009-04-16,93.0,100.0,114
2009-04-17,93.0,100.0,96
2009-04-18,92.0,99.0,96
2009-04-19,92.0,98.0,96
2009-04-20,91.0,98.0,98
2009-04-21,90.0,97.0,86
2009-04-22,91.0,96.0,91
2009-04-23,91.0,96.0,93
2009-04-24,90.0,96.0,73
2009-04-25,89.0,95.0,73
2009-04-26,88.0,94.0,73
2009-04-27,87.0,93.0,77
2009-04-28,86.0,92.0,65
2009-04-29,86.0,90.0,71
2009-04-30,86.0,90.0,67
2009-05-01,86.0,90.0,71
2009-05-02,86.0,90.0,71
2009-05-03,86.0,90.0,71
2009-05-04,86.0,90.0,73
2009-05-05,86.0,90.0,72
2009-05-06,85.0,89.0,75
2009-05-07,85.0,89.0,108
2009-05-08,85.0,89.0,99
2009-05-09,85.0,89.0,99
2009-05-10,85.0,88.0,99
2009-05-11,84.0,88.0,106
2009-05-12,84.0,88.0,101
2009-05-13,84.0,88.0,99
2009-05-14,84.0,88.0,101
2009-05-15,83.0,87.0,99
2009-05-16,83.0,87.0,99
2009-05-17,84.0,87.0,99
2009-05-18,84.0,87.0,104
2009-05-19,84.0,87.0,106
2009-05-20,85.0,88.0,111
2009-05-21,85.0,89.0,113
2009-05-22,85.0,89.0,89
2009-05-23,85.0,88.0,89
2009-05-24,86.0,89.0,89
2009-05-25,86.0,90.0,89
2009-05-26,86.0,90.0,101
2009-05-27,87.0,91.0,83
2009-05-28,87.0,91.0,88
2009-05-29,88.0,92.0,84
2009-05-30,88.0,92.0,83
2009-05-31,89.0,93.0,84
2009-06-01,89.0,93.0,85
2009-06-02,89.0,94.0,79
2009-06-03,89.0,94.0,81
2009-06-04,90.0,94.0,93
2009-06-05,90.0,95.0,85
2009-06-06,90.0,94.0,85
2009-06-07,89.0,94.0,85
2009-06-08,89.0,93.0,92
2009-06-09,88.0,93.0,81
2009-06-10,88.0,92.0,86
2009-06-11,86.0,92.0,92
2009-06-12,85.0,91.0,71
2009-06-13,85.0,90.0,68
2009-06-14,84.0,89.0,68
2009-06-15,83.0,88.0,78
2009-06-16,82.0,87.0,72
2009-06-17,81.0,87.0,87
2009-06-18,81.0,86.0,101
2009-06-19,80.0,86.0,92
2009-06-20,80.0,85.0,89
2009-06-21,80.0,85.0,89
2009-06-22,80.0,85.0,92
2009-06-23,80.0,85.0,92
2009-06-24,80.0,85.0,98
2009-06-25,81.0,86.0,131
2009-06-26,82.0,87.0,109
2009-06-27,83.0,88.0,112
2009-06-28,84.0,89.0,112
2009-06-29,85.0,91.0,130
2009-06-30,86.0,91.0,104
2009-07-01,87.0,92.0,117
2009-07-02,88.0,94.0,123
2009-07-03,88.0,94.0,98
2009-07-04,89.0,95.0,98
2009-07-05,90.0,95.0,98
2009-07-06,90.0,96.0,103
2009-07-07,91.0,96.0,107
2009-07-08,92.0,97.0,112
2009-07-09,93.0,98.0,114
2009-07-10,94.0,99.0,113
2009-07-11,95.0,100.0,113
2009-07-12,97.0,101.0,113
2009-07-13,98.0,103.0,117
2009-07-14,100.0,104.0,114
2009-07-15,101.0,106.0,122
2009-07-16,102.0,108.0,125
2009-07-17,103.0,108.0,110
2009-07-18,104.0,109.0,110
2009-07-19,105.0,109.0,110
2009-07-20,105.0,110.0,115
2009-07-21,106.0,111.0,113
2009-07-22,108.0,112.0,133
2009-07-23,109.0,114.0,141
2009-07-24,110.0,115.0,132
2009-07-25,110.0,115.0,127
2009-07-26,111.0,115.0,127
2009-07-27,111.0,116.0,132
2009-07-28,111.0,116.0,116
2009-07-29,112.0,116.0,129
2009-07-30,112.0,117.0,131
2009-07-31,112.0,117.0,117
2009-08-01,113.0,117.0,116
2009-08-02,113.0,117.0,115
2009-08-03,114.0,118.0,130
2009-08-04,115.0,119.0,125
2009-08-05,116.0,120.0,135
2009-08-06,117.0,121.0,137
2009-08-07,117.0,122.0,124
2009-08-08,117.0,122.0,121
2009-08-09,118.0,122.0,121
2009-08-10,117.0,123.0,123
2009-08-11,117.0,123.0,109
2009-08-12,117.0,122.0,108
2009-08-13,117.0,122.0,113
2009-08-14,116.0,121.0,99
2009-08-15,116.0,121.0,100
2009-08-16,115.0,120.0,100
2009-08-17,115.0,120.0,104
2009-08-18,114.0,120.0,98
2009-08-19,114.0,119.0,100
2009-08-20,114.0,119.0,106
2009-08-21,113.0,118.0,108
2009-08-22,112.0,117.0,107
2009-08-23,112.0,116.0,107
2009-08-24,110.0,116.0,108
2009-08-25,109.0,115.0,99
2009-08-26,109.0,114.0,102
2009-08-27,108.0,113.0,105
2009-08-28,107.0,112.0,88
2009-08-29,106.0,110.0,89
2009-08-30,105.0,110.0,89
2009-08-31,104.0,109.0,94
2009-09-01,103.0,108.0,80
2009-09-02,101.0,106.0,84
2009-09-03,100.0,105.0,96
2009-09-04,99.0,104.0,92
2009-09-05,98.0,102.0,92
2009-09-06,97.0,101.0,92
2009-09-07,96.0,100.0,91
2009-09-08,95.0,99.0,96
2009-09-09,95.0,99.0,102
2009-09-10,94.0,99.0,112
2009-09-11,94.0,98.0,97
2009-09-12,94.0,98.0,94
2009-09-13,94.0,98.0,94
2009-09-14,93.0,97.0,97
2009-09-15,92.0,97.0,83
2009-09-16,92.0,96.0,88
2009-09-17,92.0,96.0,93
2009-09-18,91.0,96.0,84
2009-09-19,91.0,95.0,84
2009-09-20,90.0,94.0,84
2009-09-21,89.0,93.0,85
2009-09-22,88.0,92.0,81
2009-09-23,88.0,92.0,84
2009-09-24,88.0,92.0,114
2009-09-25,88.0,92.0,111
2009-09-26,89.0,93.0,110
2009-09-27,89.0,93.0,101
2009-09-28,89.0,94.0,103
2009-09-29,90.0,94.0,98
2009-09-30,91.0,94.0,104
2009-10-01,91.0,95.0,112
2009-10-02,92.0,96.0,108
2009-10-03,93.0,96.0,108
2009-10-04,93.0,97.0,108
2009-10-05,94.0,98.0,119
2009-10-06,94.0,98.0,107
2009-10-07,95.0,99.0,115
2009-10-08,95.0,100.0,118
2009-10-09,95.0,100.0,103
2009-10-10,96.0,100.0,100
2009-10-11,96.0,100.0,100
2009-10-12,96.0,100.0,100
2009-10-13,96.0,100.0,105
2009-10-14,97.0,101.0,110
2009-10-15,98.0,102.0,114
2009-10-16,98.0,102.0,101
2009-10-17,98.0,102.0,97
2009-10-18,99.0,103.0,97
2009-10-19,99.0,103.0,107
2009-10-20,100.0,104.0,98
2009-10-21,101.0,104.0,102
2009-10-22,101.0,105.0,104
2009-10-23,102.0,106.0,99
2009-10-24,101.0,105.0,98
2009-10-25,101.0,105.0,98
2009-10-26,101.0,104.0,101
2009-10-27,101.0,104.0,100
2009-10-28,101.0,105.0,106
2009-10-29,101.0,105.0,113
2009-10-30,101.0,105.0,106
2009-10-31,101.0,105.0,106
2009-11-01,101.0,105.0,106
2009-11-02,102.0,106.0,129
2009-11-03,102.0,106.0,129
2009-11-04,103.0,107.0,135
2009-11-05,103.0,108.0,141
2009-11-06,102.0,107.0,93
2009-11-07,102.0,106.0,89
2009-11-08,101.0,106.0,89
2009-11-09,100.0,106.0,94
2009-11-10,100.0,105.0,90
2009-11-11,100.0,105.0,89
2009-11-12,99.0,105.0,99
2009-11-13,98.0,104.0,86
2009-11-14,98.0,103.0,86
2009-11-15,98.0,102.0,86
2009-11-16,97.0,102.0,92
2009-11-17,96.0,102.0,75
2009-11-18,95.0,101.0,81
2009-11-19,95.0,101.0,107
2009-11-20,95.0,101.0,103
2009-11-21,95.0,101.0,102
2009-11-22,96.0,101.0,102
2009-11-23,94.0,101.0,108
2009-11-24,93.0,100.0,69
2009-11-25,93.0,100.0,78
2009-11-26,92.0,99.0,71
2009-11-27,91.0,98.0,74
2009-11-28,90.0,96.0,74
2009-11-29,89.0,95.0,74
2009-11-30,87.0,94.0,76
2009-12-01,86.0,93.0,76
2009-12-02,85.0,92.0,88
2009-12-03,84.0,91.0,94
2009-12-04,82.0,89.0,90
2009-12-05,82.0,87.0,86
2009-12-06,82.0,87.0,86
2009-12-07,81.0,87.0,90
2009-12-08,80.0,86.0,67
2009-12-09,80.0,86.0,77
2009-12-10,79.0,85.0,78
2009-12-11,79.0,85.0,70
2009-12-12,78.0,84.0,68
2009-12-13,78.0,83.0,68
2009-12-14,77.0,83.0,76
2009-12-15,76.0,82.0,69
2009-12-16,77.0,82.0,81
2009-12-17,77.0,82.0,87
2009-12-18,77.0,82.0,74
2009-12-19,76.0,81.0,74
2009-12-20,75.0,80.0,74
2009-12-21,74.0,79.0,79
2009-12-22,74.0,79.0,88
2009-12-23,74.0,78.0,92
2009-12-24,74.0,78.0,74
2009-12-25,74.0,78.0,74
2009-12-26,74.0,78.0,74
2009-12-27,74.0,78.0,74
2009-12-28,75.0,79.0,80
2009-12-29,75.0,79.0,89
2009-12-30,75.0,80.0,92
2009-12-31,75.0,80.0,76
2010-01-01,75.0,79.0,76
2010-01-02,75.0,79.0,76
2010-01-03,74.0,78.0,76
2010-01-04,74.0,78.0,80
2010-01-05,73.0,78.0,73
2010-01-06,74.0,77.0,78
2010-01-07,74.0,78.0,81
2010-01-08,74.0,77.0,66
2010-01-09,73.0,77.0,63
2010-01-10,73.0,76.0,63
2010-01-11,73.0,77.0,71
2010-01-12,73.0,76.0,61
2010-01-13,73.0,76.0,66
2010-01-14,72.0,76.0,68
2010-01-15,72.0,76.0,66
2010-01-16,72.0,75.0,66
2010-01-17,72.0,75.0,66
2010-01-18,71.0,74.0,66
2010-01-19,71.0,74.0,72
2010-01-20,70.0,74.0,75
2010-01-21,69.0,73.0,61
2010-01-22,69.0,72.0,67
2010-01-23,69.0,72.0,68
2010-01-24,69.0,72.0,68
2010-01-25,68.0,72.0,83
2010-01-26,68.0,72.0,70
2010-01-27,68.0,72.0,81
2010-01-28,67.0,72.0,76
2010-01-29,67.0,71.0,69
2010-01-30,67.0,71.0,68
2010-01-31,66.0,70.0,68
2010-02-01,66.0,70.0,72
2010-02-02,66.0,70.0,77
2010-02-03,67.0,70.0,78
2010-02-04,66.0,71.0,82
2010-02-05,66.0,70.0,68
2010-02-06,66.0,70.0,67
2010-02-07,66.0,70.0,67
2010-02-08,66.0,70.0,67
2010-02-09,66.0,70.0,59
2010-02-10,66.0,70.0,65
2010-02-11,66.0,70.0,73
2010-02-12,66.0,70.0,66
2010-02-13,66.0,70.0,65
2010-02-14,66.0,70.0,64
2010-02-15,66.0,70.0,64
2010-02-16,66.0,70.0,77
2010-02-17,66.0,70.0,78
2010-02-18,66.0,70.0,71
2010-02-19,67.0,70.0,75
2010-02-20,67.0,71.0,75
2010-02-21,67.0,71.0,75
2010-02-22,67.0,72.0,82
2010-02-23,68.0,72.0,77
2010-02-24,68.0,72.0,80
2010-02-25,68.0,72.0,80
2010-02-26,68.0,72.0,69
2010-02-27,68.0,71.0,66
2010-02-28,68.0,71.0,67
2010-03-01,68.0,72.0,78
2010-03-02,69.0,72.0,88
2010-03-03,70.0,73.0,93
2010-03-04,70.0,74.0,100
2010-03-05,70.0,74.0,83
2010-03-06,70.0,74.0,83
2010-03-07,71.0,75.0,83
2010-03-08,71.0,75.0,84
2010-03-09,71.0,76.0,79
2010-03-10,72.0,76.0,81
2010-03-11,72.0,77.0,80
2010-03-12,73.0,77.0,71
2010-03-13,73.0,77.0,70
2010-03-14,73.0,77.0,70
2010-03-15,73.0,77.0,72
2010-03-16,74.0,77.0,72
2010-03-17,74.0,78.0,75
2010-03-18,74.0,78.0,77
2010-03-19,74.0,78.0,84
2010-03-20,75.0,78.0,84
2010-03-21,75.0,79.0,84
2010-03-22,75.0,79.0,89
2010-03-23,75.0,79.0,82
2010-03-24,76.0,80.0,90
2010-03-25,76.0,80.0,93
2010-03-26,76.0,80.0,82
2010-03-27,77.0,80.0,82
2010-03-28,77.0,81.0,82
2010-03-29,77.0,81.0,85
2010-03-30,78.0,82.0,83
2010-03-31,78.0,82.0,89
2010-04-01,78.0,83.0,102
2010-04-02,78.0,83.0,91
2010-04-03,78.0,82.0,90
2010-04-04,79.0,83.0,90
2010-04-05,79.0,83.0,102
2010-04-06,80.0,84.0,103
2010-04-07,81.0,85.0,109
2010-04-08,81.0,86.0,116
2010-04-09,82.0,87.0,97
2010-04-10,83.0,87.0,97
2010-04-11,84.0,88.0,97
2010-04-12,85.0,89.0,107
2010-04-13,86.0,90.0,101
2010-04-14,87.0,91.0,108
2010-04-15,88.0,93.0,107
2010-04-16,88.0,93.0,97
2010-04-17,89.0,94.0,96
2010-04-18,89.0,94.0,96
2010-04-19,90.0,95.0,113
2010-04-20,90.0,96.0,102
2010-04-21,92.0,97.0,108
2010-04-22,92.0,98.0,118
2010-04-23,92.0,98.0,93
2010-04-24,93.0,98.0,93
2010-04-25,93.0,98.0,93
2010-04-26,93.0,99.0,100
2010-04-27,94.0,99.0,92
2010-04-28,94.0,100.0,97
2010-04-29,94.0,100.0,100
2010-04-30,94.0,100.0,85
2010-05-01,94.0,99.0,85
2010-05-02,94.0,99.0,85
2010-05-03,94.0,99.0,93
2010-05-04,93.0,99.0,80
2010-05-05,93.0,99.0,88
2010-05-06,92.0,98.0,94
2010-05-07,91.0,97.0,83
2010-05-08,91.0,96.0,83
2010-05-09,91.0,96.0,83
2010-05-10,90.0,96.0,99
2010-05-11,90.0,96.0,90
2010-05-12,90.0,95.0,99
2010-05-13,90.0,96.0,107
2010-05-14,89.0,95.0,89
2010-05-15,89.0,94.0,87
2010-05-16,89.0,94.0,87
2010-05-17,89.0,94.0,107
2010-05-18,89.0,94.0,99
2010-05-19,89.0,94.0,102
2010-05-20,88.0,94.0,110
2010-05-21,88.0,94.0,92
2010-05-22,88.0,93.0,91
2010-05-23,88.0,93.0,92
2010-05-24,88.0,93.0,110
2010-05-25,88.0,94.0,108
2010-05-26,89.0,94.0,110
2010-05-27,89.0,95.0,116
2010-05-28,88.0,95.0,87
2010-05-29,89.0,94.0,87
2010-05-30,89.0,94.0,87
2010-05-31,89.0,94.0,87
2010-06-01,90.0,95.0,103
2010-06-02,91.0,96.0,114
2010-06-03,91.0,97.0,120
2010-06-04,92.0,97.0,95
2010-06-05,92.0,97.0,94
2010-06-06,93.0,98.0,94
2010-06-07,93.0,99.0,110
2010-06-08,93.0,99.0,99
2010-06-09,94.0,99.0,101
2010-06-10,94.0,100.0,105
2010-06-11,94.0,100.0,103
2010-06-12,94.0,100.0,101
2010-06-13,95.0,100.0,101
2010-06-14,95.0,101.0,112
2010-06-15,96.0,102.0,117
2010-06-16,97.0,102.0,126
2010-06-17,98.0,104.0,132
2010-06-18,98.0,104.0,113
2010-06-19,99.0,104.0,113
2010-06-20,99.0,105.0,113
2010-06-21,100.0,106.0,124
2010-06-22,100.0,106.0,105
2010-06-23,100.0,106.0,114
2010-06-24,100.0,106.0,110
2010-06-25,99.0,106.0,100
2010-06-26,100.0,106.0,99
2010-06-27,100.0,106.0,99
2010-06-28,101.0,107.0,113
2010-06-29,102.0,108.0,109
2010-06-30,103.0,109.0,131
2010-07-01,103.0,110.0,141
2010-07-02,103.0,110.0,114
2010-07-03,104.0,110.0,112
2010-07-04,104.0,111.0,112
2010-07-05,105.0,111.0,112
2010-07-06,106.0,112.0,126
2010-07-07,108.0,113.0,136
2010-07-08,108.0,114.0,135
2010-07-09,108.0,115.0,118
2010-07-10,109.0,115.0,116
2010-07-11,110.0,116.0,116
2010-07-12,110.0,117.0,127
2010-07-13,110.0,117.0,103
2010-07-14,110.0,117.0,111
2010-07-15,109.0,117.0,119
2010-07-16,109.0,116.0,105
2010-07-17,109.0,115.0,103
2010-07-18,108.0,115.0,103
2010-07-19,108.0,115.0,116
2010-07-20,107.0,114.0,96
2010-07-21,107.0,113.0,102
2010-07-22,107.0,114.0,107
2010-07-23,106.0,113.0,96
2010-07-24,106.0,112.0,94
2010-07-25,106.0,112.0,93
2010-07-26,106.0,112.0,108
2010-07-27,106.0,113.0,106
2010-07-28,106.0,113.0,114
2010-07-29,106.0,113.0,123
2010-07-30,106.0,113.0,116
2010-07-31,106.0,112.0,113
2010-08-01,106.0,112.0,113
2010-08-02,105.0,112.0,120
2010-08-03,105.0,112.0,104
2010-08-04,105.0,112.0,111
2010-08-05,104.0,111.0,118
2010-08-06,103.0,110.0,102
2010-08-07,102.0,109.0,96
2010-08-08,102.0,108.0,96
2010-08-09,100.0,108.0,103
2010-08-10,100.0,107.0,90
2010-08-11,99.0,106.0,95
2010-08-12,99.0,106.0,103
2010-08-13,98.0,105.0,96
2010-08-14,98.0,104.0,87
2010-08-15,97.0,104.0,86
2010-08-16,96.0,103.0,97
2010-08-17,96.0,103.0,88
2010-08-18,96.0,102.0,95
2010-08-19,96.0,102.0,100
2010-08-20,95.0,102.0,90
2010-08-21,95.0,101.0,88
2010-08-22,95.0,101.0,88
2010-08-23,95.0,101.0,100
2010-08-24,94.0,101.0,92
2010-08-25,95.0,101.0,98
2010-08-26,94.0,101.0,102
2010-08-27,94.0,100.0,100
2010-08-28,93.0,100.0,98
2010-08-29,93.0,99.0,98
2010-08-30,92.0,99.0,110
2010-08-31,91.0,98.0,95
2010-09-01,92.0,98.0,104
2010-09-02,91.0,98.0,108
2010-09-03,90.0,97.0,84
2010-09-04,90.0,96.0,83
2010-09-05,89.0,95.0,83
2010-09-06,89.0,95.0,83
2010-09-07,88.0,94.0,86
2010-09-08,89.0,94.0,87
2010-09-09,89.0,94.0,90
2010-09-10,89.0,94.0,93
2010-09-11,88.0,93.0,89
2010-09-12,89.0,93.0,89
