Date,Midnight population,24-hour population,Book-ins,Book-outs,N,N2,BI,BO
2008-10-01,-1.0,-1.0,-1.0,-1.0,33876,32589,1306,1287
2008-10-02,-1.0,-1.0,-1.0,-1.0,33961,32475,1372,1486
2008-10-03,-1.0,-1.0,-1.0,-1.0,33762,32036,1287,1726
2008-10-04,-1.0,-1.0,-1.0,-1.0,32440,32024,404,416
2008-10-05,-1.0,-1.0,-1.0,-1.0,32299,32241,275,58
2008-10-06,-1.0,-1.0,-1.0,-1.0,33683,32546,1442,1137
2008-10-07,-1.0,-1.0,-1.0,-1.0,33927,32519,1381,1408
2008-10-08,-1.0,-1.0,-1.0,-1.0,34193,32656,1674,1537
2008-10-09,-1.0,-1.0,-1.0,-1.0,33913,32189,1257,1724
2008-10-10,-1.0,-1.0,-1.0,-1.0,33731,32072,1542,1659
2008-10-11,-1.0,-1.0,-1.0,-1.0,32428,31956,356,472
2008-10-12,-1.0,-1.0,-1.0,-1.0,32233,32159,277,74
2008-10-13,-1.0,-1.0,-1.0,-1.0,32641,32527,482,114
2008-10-14,-1.0,-1.0,-1.0,-1.0,34131,32678,1604,1453
2008-10-15,-1.0,-1.0,-1.0,-1.0,34114,32587,1436,1527
2008-10-16,-1.0,-1.0,-1.0,-1.0,33992,32419,1405,1573
2008-10-17,-1.0,-1.0,-1.0,-1.0,33830,32421,1411,1409
2008-10-18,-1.0,-1.0,-1.0,-1.0,32802,32465,381,337
2008-10-19,-1.0,-1.0,-1.0,-1.0,32812,32744,347,68
2008-10-20,-1.0,-1.0,-1.0,-1.0,34219,32993,1475,1226
2008-10-21,-1.0,-1.0,-1.0,-1.0,34348,33005,1355,1343
2008-10-22,-1.0,-1.0,-1.0,-1.0,34455,32954,1450,1501
2008-10-23,-1.0,-1.0,-1.0,-1.0,34239,32662,1285,1577
2008-10-24,-1.0,-1.0,-1.0,-1.0,33997,32413,1335,1584
2008-10-25,-1.0,-1.0,-1.0,-1.0,32825,32334,412,491
2008-10-26,-1.0,-1.0,-1.0,-1.0,32641,32588,307,53
2008-10-27,-1.0,-1.0,-1.0,-1.0,34083,32982,1495,1101
2008-10-28,-1.0,-1.0,-1.0,-1.0,34570,33111,1588,1459
2008-10-29,-1.0,-1.0,-1.0,-1.0,34634,33384,1523,1250
2008-10-30,32562.0,33653.0,1109.0,1090.0,34800,33143,1416,1657
2008-10-31,32568.0,33669.0,1107.0,1102.0,34372,32747,1229,1625
2008-11-01,32576.0,33640.0,1072.0,1064.0,33079,32721,332,358
2008-11-02,32607.0,33614.0,1038.0,1007.0,32975,32958,254,17
2008-11-03,32648.0,33679.0,1072.0,1031.0,34397,33262,1439,1135
2008-11-04,32681.0,33755.0,1107.0,1074.0,34587,33237,1325,1350
2008-11-05,32704.0,33782.0,1100.0,1078.0,34479,33221,1242,1258
2008-11-06,32714.0,33800.0,1096.0,1085.0,34476,32845,1255,1631
2008-11-07,32702.0,33795.0,1080.0,1092.0,34036,32298,1191,1738
2008-11-08,32709.0,33750.0,1048.0,1042.0,32588,32378,290,210
2008-11-09,32723.0,33711.0,1002.0,987.0,32538,32510,160,28
2008-11-10,32747.0,33760.0,1037.0,1014.0,33917,32652,1407,1265
2008-11-11,32770.0,33786.0,1039.0,1016.0,33002,32861,350,141
2008-11-12,32789.0,33843.0,1073.0,1055.0,34365,33083,1504,1282
2008-11-13,32791.0,33852.0,1064.0,1061.0,34394,32748,1311,1646
2008-11-14,32792.0,33854.0,1063.0,1062.0,34171,32616,1423,1555
2008-11-15,32799.0,33817.0,1025.0,1019.0,32886,32624,270,262
2008-11-16,32814.0,33786.0,988.0,972.0,32898,32876,274,22
2008-11-17,32830.0,33835.0,1021.0,1005.0,34263,32939,1387,1324
2008-11-18,32836.0,33885.0,1056.0,1049.0,34322,32933,1383,1389
2008-11-19,32831.0,33891.0,1055.0,1061.0,34405,32833,1472,1572
2008-11-20,32816.0,33887.0,1056.0,1071.0,34216,32556,1383,1660
2008-11-21,32790.0,33871.0,1055.0,1081.0,33967,32190,1411,1777
2008-11-22,32775.0,33815.0,1025.0,1040.0,32564,32207,374,357
2008-11-23,32776.0,33766.0,991.0,990.0,32526,32444,319,82
2008-11-24,32782.0,33803.0,1027.0,1021.0,33941,32512,1497,1429
2008-11-25,32779.0,33848.0,1066.0,1068.0,33986,32511,1474,1475
2008-11-26,32758.0,33840.0,1060.0,1082.0,33836,32336,1325,1500
2008-11-27,32740.0,33777.0,1019.0,1037.0,32679,32575,343,104
2008-11-28,32700.0,33735.0,995.0,1035.0,33387,32175,812,1212
2008-11-29,32669.0,33657.0,957.0,987.0,32446,32236,271,210
2008-11-30,32658.0,33592.0,923.0,934.0,32447,32416,211,31
2008-12-01,32655.0,33618.0,959.0,963.0,33833,32610,1417,1223
2008-12-02,32651.0,33654.0,999.0,1003.0,34071,32841,1461,1230
2008-12-03,32639.0,33649.0,998.0,1010.0,34252,32905,1411,1347
2008-12-04,32618.0,33636.0,998.0,1018.0,34203,32619,1298,1584
2008-12-05,32590.0,33621.0,1003.0,1031.0,34027,32385,1408,1642
2008-12-06,32577.0,33562.0,971.0,985.0,32684,32442,299,242
2008-12-07,32587.0,33516.0,939.0,929.0,32657,32601,215,56
2008-12-08,32599.0,33564.0,977.0,965.0,34044,32742,1443,1302
2008-12-09,32602.0,33617.0,1017.0,1015.0,34107,32588,1365,1519
2008-12-10,32605.0,33620.0,1018.0,1015.0,34014,32740,1426,1274
2008-12-11,32588.0,33650.0,1045.0,1062.0,33915,32370,1175,1545
2008-12-12,32560.0,33630.0,1042.0,1069.0,33757,32245,1387,1512
2008-12-13,32541.0,33568.0,1008.0,1027.0,32536,32151,291,385
2008-12-14,32531.0,33509.0,968.0,977.0,32396,32339,245,57
2008-12-15,32523.0,33537.0,1006.0,1014.0,33738,32374,1399,1364
2008-12-16,32510.0,33571.0,1048.0,1061.0,33899,32476,1525,1423
2008-12-17,32497.0,33560.0,1050.0,1063.0,33943,32556,1467,1387
2008-12-18,32484.0,33546.0,1049.0,1062.0,33912,32556,1356,1356
2008-12-19,32467.0,33527.0,1042.0,1060.0,33813,32309,1257,1504
2008-12-20,32446.0,33475.0,1008.0,1029.0,32668,31915,359,753
2008-12-21,32440.0,33412.0,966.0,972.0,32072,32023,157,49
2008-12-22,32425.0,33439.0,999.0,1014.0,33380,31756,1357,1624
2008-12-23,32409.0,33460.0,1035.0,1051.0,33156,31962,1400,1194
2008-12-24,32390.0,33432.0,1023.0,1042.0,33097,31933,1135,1164
2008-12-25,32375.0,33370.0,980.0,994.0,32122,32085,189,37
2008-12-26,32372.0,33320.0,945.0,948.0,32344,32224,259,120
2008-12-27,32364.0,33311.0,940.0,947.0,32417,32357,193,60
2008-12-28,32374.0,33283.0,918.0,908.0,32527,32470,170,57
2008-12-29,32389.0,33331.0,957.0,942.0,33905,32684,1435,1221
2008-12-30,32394.0,33378.0,989.0,984.0,33846,32558,1162,1288
2008-12-31,32390.0,33372.0,978.0,982.0,33655,32486,1097,1169
2009-01-01,32381.0,33326.0,936.0,945.0,32692,32567,206,125
2009-01-02,32372.0,33301.0,920.0,929.0,33500,32655,933,845
2009-01-03,32375.0,33256.0,883.0,880.0,32846,32706,191,140
2009-01-04,32389.0,33217.0,842.0,828.0,32870,32805,164,65
2009-01-05,32414.0,33265.0,876.0,851.0,34122,33190,1317,932
2009-01-06,32428.0,33322.0,908.0,893.0,34359,33033,1169,1326
2009-01-07,32440.0,33335.0,907.0,895.0,34447,33082,1414,1365
2009-01-08,32444.0,33339.0,899.0,895.0,34216,32698,1134,1518
2009-01-09,32430.0,33336.0,892.0,906.0,33922,32324,1224,1598
2009-01-10,32428.0,33291.0,861.0,863.0,32570,32313,246,257
2009-01-11,32434.0,33250.0,822.0,816.0,32537,32430,224,107
2009-01-12,32451.0,33293.0,860.0,842.0,33833,32667,1403,1166
2009-01-13,32459.0,33347.0,896.0,888.0,33993,32562,1326,1431
2009-01-14,32464.0,33351.0,893.0,888.0,33881,32529,1319,1352
2009-01-15,32455.0,33346.0,883.0,891.0,33750,32217,1221,1533
2009-01-16,32441.0,33334.0,879.0,893.0,33559,32121,1342,1438
2009-01-17,32421.0,33285.0,845.0,865.0,32454,31956,333,498
2009-01-18,32415.0,33231.0,810.0,816.0,32189,32151,233,38
2009-01-19,32421.0,33223.0,807.0,802.0,32416,32077,265,339
2009-01-20,32426.0,33276.0,855.0,849.0,33663,32189,1586,1474
2009-01-21,32448.0,33285.0,859.0,837.0,33657,32394,1468,1263
2009-01-22,32452.0,33306.0,859.0,854.0,33796,32099,1402,1697
2009-01-23,32454.0,33320.0,868.0,867.0,33527,31980,1428,1547
2009-01-24,32450.0,33326.0,872.0,876.0,32286,31969,306,317
2009-01-25,32448.0,33324.0,874.0,876.0,32284,32181,315,103
2009-01-26,32458.0,33367.0,918.0,909.0,33697,32636,1516,1061
2009-01-27,32471.0,33420.0,963.0,950.0,34140,32865,1504,1275
2009-01-28,32472.0,33429.0,958.0,957.0,34169,32729,1304,1440
2009-01-29,32479.0,33438.0,966.0,959.0,34108,32761,1379,1347
2009-01-30,32478.0,33451.0,972.0,974.0,34053,32443,1292,1610
2009-01-31,32467.0,33457.0,980.0,990.0,32871,32238,428,633
2009-02-01,32456.0,33424.0,957.0,967.0,32500,32350,262,150
2009-02-02,32454.0,33455.0,998.0,1001.0,33768,32630,1418,1138
2009-02-03,32448.0,33493.0,1039.0,1045.0,34016,32627,1386,1389
2009-02-04,32428.0,33488.0,1040.0,1059.0,33974,32600,1347,1374
2009-02-05,32398.0,33471.0,1043.0,1073.0,33853,32121,1253,1732
2009-02-06,32351.0,33437.0,1039.0,1086.0,33431,31675,1310,1756
2009-02-07,32322.0,33365.0,1014.0,1043.0,32044,31831,369,213
2009-02-08,32309.0,33304.0,982.0,994.0,32097,31942,266,155
2009-02-09,32305.0,33328.0,1018.0,1023.0,33286,32169,1344,1117
2009-02-10,32294.0,33358.0,1053.0,1064.0,33441,32118,1272,1323
2009-02-11,32280.0,33348.0,1054.0,1068.0,33532,32240,1414,1292
2009-02-12,32259.0,33330.0,1050.0,1071.0,33445,31918,1205,1527
2009-02-13,32224.0,33306.0,1048.0,1082.0,33181,31497,1263,1684
2009-02-14,32199.0,33242.0,1018.0,1043.0,31832,31465,335,367
2009-02-15,32184.0,33180.0,981.0,997.0,31695,31657,230,38
2009-02-16,32175.0,33164.0,980.0,989.0,31960,31693,303,267
2009-02-17,32165.0,33199.0,1024.0,1034.0,33245,31856,1552,1389
2009-02-18,32163.0,33232.0,1067.0,1070.0,33415,32007,1559,1408
2009-02-19,32152.0,33225.0,1063.0,1073.0,33457,31876,1450,1581
2009-02-20,32126.0,33210.0,1058.0,1084.0,33203,31616,1327,1587
2009-02-21,32111.0,33150.0,1024.0,1039.0,31994,31631,378,363
2009-02-22,32106.0,33097.0,986.0,991.0,31933,31850,302,83
2009-02-23,32119.0,33131.0,1025.0,1013.0,33311,32336,1461,975
2009-02-24,32128.0,33185.0,1067.0,1057.0,33903,32461,1567,1442
2009-02-25,32131.0,33192.0,1064.0,1061.0,33894,32715,1433,1179
2009-02-26,32118.0,33192.0,1062.0,1074.0,34159,32489,1444,1670
2009-02-27,32100.0,33184.0,1066.0,1084.0,33925,32199,1436,1726
2009-02-28,32080.0,33132.0,1031.0,1052.0,32537,32150,338,387
2009-03-01,32076.0,33077.0,997.0,1000.0,32399,32337,249,62
2009-03-02,32094.0,33104.0,1028.0,1010.0,33704,32768,1367,936
2009-03-03,32102.0,33163.0,1069.0,1062.0,34264,32572,1496,1692
2009-03-04,32109.0,33173.0,1071.0,1064.0,34047,32851,1475,1196
2009-03-05,32100.0,33173.0,1064.0,1073.0,34039,32367,1188,1672
2009-03-06,32085.0,33166.0,1066.0,1081.0,33747,32138,1380,1609
2009-03-07,32085.0,33119.0,1034.0,1033.0,32439,32139,301,300
2009-03-08,32108.0,33084.0,999.0,976.0,32398,32344,259,54
2009-03-09,32139.0,33141.0,1033.0,1002.0,33751,32760,1407,991
2009-03-10,32160.0,33210.0,1071.0,1050.0,34158,32586,1398,1572
2009-03-11,32174.0,33234.0,1073.0,1059.0,33999,32593,1413,1406
2009-03-12,32185.0,33250.0,1076.0,1065.0,33942,32451,1349,1491
2009-03-13,32177.0,33257.0,1072.0,1080.0,33744,31995,1293,1749
2009-03-14,32179.0,33220.0,1043.0,1041.0,32327,31966,332,361
2009-03-15,32195.0,33187.0,1008.0,992.0,32187,31987,221,200
2009-03-16,32230.0,33241.0,1046.0,1010.0,33446,32520,1459,926
2009-03-17,32246.0,33312.0,1081.0,1065.0,33818,32140,1298,1678
2009-03-18,32269.0,33361.0,1114.0,1092.0,33431,32366,1291,1065
2009-03-19,32279.0,33376.0,1107.0,1096.0,33707,32173,1341,1534
2009-03-20,32279.0,33379.0,1100.0,1101.0,33518,31986,1345,1532
2009-03-21,32283.0,33341.0,1062.0,1058.0,32305,32012,319,293
2009-03-22,32297.0,33308.0,1025.0,1011.0,32216,32040,204,176
2009-03-23,32326.0,33354.0,1057.0,1029.0,33385,32477,1345,908
2009-03-24,32351.0,33422.0,1096.0,1071.0,33946,32607,1469,1339
2009-03-25,32358.0,33446.0,1095.0,1088.0,34053,32550,1446,1503
2009-03-26,32347.0,33445.0,1087.0,1098.0,33857,32131,1307,1726
2009-03-27,32324.0,33431.0,1084.0,1106.0,33477,32041,1346,1436
2009-03-28,32311.0,33372.0,1047.0,1060.0,32379,32086,338,293
2009-03-29,32310.0,33319.0,1008.0,1009.0,32353,32179,267,174
2009-03-30,32330.0,33358.0,1047.0,1027.0,33691,32750,1512,941
2009-03-31,32340.0,33414.0,1084.0,1074.0,34100,32624,1350,1476
2009-04-01,32334.0,33428.0,1088.0,1094.0,34105,32588,1481,1517
2009-04-02,32324.0,33412.0,1078.0,1088.0,33795,32268,1207,1527
2009-04-03,32300.0,33399.0,1075.0,1099.0,33655,32130,1387,1525
2009-04-04,32291.0,33344.0,1044.0,1053.0,32396,32117,266,279
2009-04-05,32296.0,33297.0,1005.0,1001.0,32326,32275,209,51
2009-04-06,32315.0,33337.0,1041.0,1022.0,33654,32713,1379,941
2009-04-07,32329.0,33400.0,1085.0,1070.0,34274,32773,1561,1501
2009-04-08,32337.0,33412.0,1082.0,1075.0,34112,32983,1339,1129
2009-04-09,32347.0,33412.0,1075.0,1065.0,34152,32877,1169,1275
2009-04-10,32361.0,33416.0,1069.0,1054.0,34117,33031,1240,1086
2009-04-11,32378.0,33393.0,1031.0,1014.0,33252,32970,221,282
2009-04-12,32416.0,33374.0,995.0,957.0,33179,33135,209,44
2009-04-13,32446.0,33442.0,1026.0,996.0,34385,32854,1250,1531
2009-04-14,32477.0,33511.0,1065.0,1034.0,34245,32900,1391,1345
2009-04-15,32480.0,33541.0,1065.0,1061.0,34349,32639,1449,1710
2009-04-16,32486.0,33543.0,1063.0,1057.0,33880,32304,1241,1576
2009-04-17,32475.0,33549.0,1063.0,1074.0,33595,32034,1291,1561
2009-04-18,32470.0,33503.0,1028.0,1033.0,32346,32022,312,324
2009-04-19,32477.0,33461.0,991.0,984.0,32248,32199,226,49
2009-04-20,32486.0,33503.0,1026.0,1017.0,33569,32294,1370,1275
2009-04-21,32491.0,33555.0,1069.0,1064.0,33779,32192,1485,1587
2009-04-22,32481.0,33561.0,1070.0,1080.0,33560,32156,1368,1404
2009-04-23,32451.0,33546.0,1065.0,1095.0,33494,31715,1338,1779
2009-04-24,32417.0,33514.0,1063.0,1097.0,33087,31525,1372,1562
2009-04-25,32394.0,33446.0,1030.0,1052.0,31836,31460,311,376
2009-04-26,32381.0,33386.0,991.0,1005.0,31664,31648,204,16
2009-04-27,32369.0,33406.0,1024.0,1036.0,32967,31728,1319,1239
2009-04-28,32358.0,33432.0,1063.0,1074.0,33157,31847,1429,1310
2009-04-29,32322.0,33417.0,1058.0,1094.0,33225,31668,1378,1557
2009-04-30,32279.0,33378.0,1056.0,1099.0,32951,31336,1283,1615
2009-05-01,32240.0,33332.0,1053.0,1093.0,32725,31394,1389,1331
2009-05-02,32212.0,33263.0,1023.0,1051.0,31698,31437,304,261
2009-05-03,32196.0,33196.0,984.0,1001.0,31666,31639,229,27
2009-05-04,32183.0,33218.0,1022.0,1035.0,33040,31735,1401,1305
2009-05-05,32158.0,33244.0,1061.0,1086.0,33118,31546,1383,1572
2009-05-06,32122.0,33220.0,1061.0,1098.0,32924,31606,1378,1318
2009-05-07,32075.0,33177.0,1055.0,1102.0,32979,31377,1373,1602
2009-05-08,32017.0,33132.0,1057.0,1115.0,32770,31238,1393,1532
2009-05-09,31966.0,33046.0,1029.0,1080.0,31565,31351,327,214
2009-05-10,31915.0,32960.0,994.0,1045.0,31560,31513,209,47
2009-05-11,31876.0,32950.0,1034.0,1073.0,32924,31796,1411,1128
2009-05-12,31836.0,32956.0,1079.0,1120.0,33364,31923,1568,1441
2009-05-13,31810.0,32920.0,1084.0,1110.0,33300,32064,1377,1236
2009-05-14,31778.0,32889.0,1079.0,1111.0,33327,31952,1263,1375
2009-05-15,31740.0,32850.0,1072.0,1110.0,33191,31496,1239,1695
2009-05-16,31716.0,32781.0,1041.0,1064.0,31794,31597,298,197
2009-05-17,31704.0,32721.0,1005.0,1018.0,31813,31652,216,161
2009-05-18,31697.0,32744.0,1041.0,1047.0,33028,31816,1376,1212
2009-05-19,31689.0,32779.0,1083.0,1090.0,33306,31970,1490,1336
2009-05-20,31673.0,32772.0,1083.0,1099.0,33340,31806,1370,1534
2009-05-21,31654.0,32750.0,1078.0,1096.0,33136,31628,1330,1508
2009-05-22,31632.0,32733.0,1079.0,1101.0,33054,31504,1426,1550
2009-05-23,31625.0,32679.0,1047.0,1055.0,31867,31488,363,379
2009-05-24,31629.0,32633.0,1008.0,1003.0,31689,31661,201,28
2009-05-25,31640.0,32636.0,1006.0,996.0,31928,31778,267,150
2009-05-26,31655.0,32692.0,1052.0,1037.0,33344,32098,1566,1246
2009-05-27,31673.0,32713.0,1058.0,1040.0,33595,32261,1497,1334
2009-05-28,31679.0,32731.0,1059.0,1052.0,33720,32038,1459,1682
2009-05-29,31694.0,32736.0,1057.0,1042.0,33373,32121,1335,1252
2009-05-30,31722.0,32723.0,1029.0,1001.0,32565,32189,444,376
2009-05-31,31755.0,32714.0,992.0,959.0,32451,32378,262,73
2009-06-01,31804.0,32783.0,1027.0,979.0,33747,32886,1369,861
2009-06-02,31846.0,32875.0,1071.0,1029.0,34439,32899,1553,1540
2009-06-03,31886.0,32914.0,1068.0,1028.0,34203,32935,1304,1268
2009-06-04,31922.0,32949.0,1063.0,1027.0,34174,32631,1239,1543
2009-06-05,31949.0,32984.0,1062.0,1035.0,33965,32424,1334,1541
2009-06-06,31980.0,32975.0,1026.0,996.0,32723,32293,299,430
2009-06-07,32019.0,32965.0,985.0,946.0,32465,32414,172,51
2009-06-08,32060.0,33039.0,1020.0,979.0,33777,32581,1363,1196
2009-06-09,32084.0,33118.0,1059.0,1035.0,33949,32232,1368,1717
2009-06-10,32098.0,33138.0,1055.0,1040.0,33528,32230,1296,1298
2009-06-11,32098.0,33140.0,1042.0,1042.0,33421,31915,1191,1506
2009-06-12,32087.0,33136.0,1038.0,1049.0,33160,31742,1245,1418
2009-06-13,32077.0,33091.0,1003.0,1013.0,31973,31658,231,315
2009-06-14,32089.0,33046.0,969.0,958.0,31859,31836,201,23
2009-06-15,32105.0,33089.0,1000.0,984.0,33076,32094,1240,982
2009-06-16,32123.0,33146.0,1041.0,1023.0,33522,32179,1428,1343
2009-06-17,32136.0,33161.0,1038.0,1024.0,33472,32224,1293,1248
2009-06-18,32135.0,33165.0,1029.0,1030.0,33444,31934,1220,1510
2009-06-19,32134.0,33159.0,1024.0,1025.0,33149,31761,1215,1388
2009-06-20,32145.0,33122.0,988.0,977.0,32022,31960,261,62
2009-06-21,32165.0,33091.0,946.0,926.0,32122,32097,162,25
2009-06-22,32193.0,33144.0,980.0,951.0,33477,32347,1380,1130
2009-06-23,32214.0,33213.0,1020.0,999.0,33741,32274,1394,1467
2009-06-24,32224.0,33266.0,1053.0,1042.0,33534,32098,1260,1436
2009-06-25,32216.0,33268.0,1044.0,1052.0,33397,31861,1299,1536
2009-06-26,32193.0,33251.0,1034.0,1058.0,33077,31564,1216,1513
2009-06-27,32181.0,33190.0,996.0,1008.0,31884,31678,320,206
2009-06-28,32171.0,33141.0,960.0,970.0,31921,31815,243,106
2009-06-29,32169.0,33162.0,991.0,993.0,33194,32124,1379,1070
2009-06-30,32163.0,33201.0,1032.0,1038.0,33619,32200,1495,1419
2009-07-01,32138.0,33192.0,1029.0,1053.0,33459,32146,1259,1313
2009-07-02,32106.0,33165.0,1026.0,1059.0,33633,31921,1487,1712
2009-07-03,32069.0,33100.0,994.0,1031.0,32251,31839,330,412
2009-07-04,32048.0,33030.0,961.0,982.0,32095,31996,256,99
2009-07-05,32039.0,32972.0,924.0,932.0,32205,32165,209,40
2009-07-06,32043.0,32998.0,958.0,955.0,33507,32391,1342,1116
2009-07-07,32042.0,33041.0,998.0,998.0,33759,32410,1368,1349
2009-07-08,32036.0,33039.0,997.0,1003.0,33718,32396,1308,1322
2009-07-09,32034.0,33032.0,996.0,999.0,33755,32150,1359,1605
2009-07-10,32028.0,33033.0,1000.0,1006.0,33558,32056,1408,1502
2009-07-11,32036.0,32997.0,969.0,961.0,32323,32155,267,168
2009-07-12,32057.0,32971.0,936.0,915.0,32391,32369,236,22
2009-07-13,32083.0,33030.0,973.0,947.0,33727,32449,1358,1278
2009-07-14,32102.0,33095.0,1012.0,994.0,33829,32402,1380,1427
2009-07-15,32114.0,33119.0,1017.0,1005.0,33786,32467,1384,1319
2009-07-16,32113.0,33124.0,1010.0,1011.0,33672,32137,1205,1535
2009-07-17,32104.0,33125.0,1012.0,1020.0,33500,31972,1363,1528
2009-07-18,32098.0,33083.0,978.0,985.0,32181,31734,209,447
2009-07-19,32104.0,33044.0,946.0,939.0,31977,31960,243,17
2009-07-20,32117.0,33085.0,981.0,968.0,33262,32330,1302,932
2009-07-21,32128.0,33140.0,1023.0,1012.0,33767,32438,1437,1329
2009-07-22,32123.0,33146.0,1018.0,1023.0,33649,32193,1211,1456
2009-07-23,32107.0,33138.0,1015.0,1031.0,33500,31798,1307,1702
2009-07-24,32088.0,33125.0,1018.0,1037.0,33154,31516,1356,1638
2009-07-25,32071.0,33072.0,984.0,1001.0,31797,31355,281,442
2009-07-26,32070.0,33022.0,951.0,952.0,31580,31539,225,41
2009-07-27,32075.0,33057.0,987.0,982.0,32940,31840,1401,1100
2009-07-28,32071.0,33100.0,1025.0,1029.0,33223,31684,1383,1539
2009-07-29,32047.0,33091.0,1020.0,1043.0,32905,31410,1221,1495
2009-07-30,32011.0,33060.0,1013.0,1049.0,32693,31099,1283,1594
2009-07-31,31961.0,33022.0,1012.0,1061.0,32336,30664,1237,1672
2009-08-01,31917.0,32931.0,970.0,1014.0,30894,30591,230,303
2009-08-02,31882.0,32883.0,966.0,1001.0,30810,30792,219,18
2009-08-03,31857.0,32884.0,1002.0,1027.0,32120,31246,1328,874
2009-08-04,31825.0,32897.0,1040.0,1072.0,32590,31208,1344,1382
2009-08-05,31791.0,32863.0,1038.0,1072.0,32502,31364,1294,1138
2009-08-06,31747.0,32822.0,1032.0,1075.0,32531,31100,1167,1431
2009-08-07,31706.0,32774.0,1027.0,1068.0,32282,31162,1182,1120
2009-08-08,31676.0,32696.0,990.0,1021.0,31411,31235,249,176
2009-08-09,31652.0,32625.0,949.0,973.0,31413,31359,178,54
2009-08-10,31641.0,32637.0,984.0,996.0,32679,31804,1320,875
2009-08-11,31618.0,32661.0,1021.0,1044.0,33128,31678,1324,1450
2009-08-12,31589.0,32635.0,1017.0,1046.0,32935,31590,1257,1345
2009-08-13,31551.0,32600.0,1011.0,1049.0,32777,31259,1187,1518
2009-08-14,31501.0,32558.0,1007.0,1057.0,32522,30964,1263,1558
2009-08-15,31463.0,32477.0,977.0,1015.0,31261,30993,297,268
2009-08-16,31436.0,32400.0,938.0,965.0,31190,31168,197,22
2009-08-17,31426.0,32413.0,977.0,986.0,32555,31451,1387,1104
2009-08-18,31411.0,32442.0,1016.0,1031.0,32851,31502,1400,1349
2009-08-19,31379.0,32427.0,1016.0,1048.0,32819,31378,1317,1441
2009-08-20,31341.0,32390.0,1010.0,1048.0,32648,31298,1270,1350
2009-08-21,31299.0,32352.0,1010.0,1052.0,32505,30933,1207,1572
2009-08-22,31272.0,32275.0,976.0,1003.0,31197,30964,264,233
2009-08-23,31259.0,32209.0,937.0,950.0,31173,31144,209,29
2009-08-24,31264.0,32232.0,973.0,968.0,32485,31504,1341,981
2009-08-25,31262.0,32279.0,1014.0,1017.0,32982,31474,1478,1508
2009-08-26,31242.0,32273.0,1011.0,1031.0,32785,31250,1311,1535
2009-08-27,31220.0,32250.0,1008.0,1031.0,32536,31014,1286,1522
2009-08-28,31194.0,32227.0,1007.0,1033.0,32194,30628,1180,1566
2009-08-29,31181.0,32169.0,975.0,988.0,30950,30699,322,251
2009-08-30,31192.0,32125.0,944.0,933.0,31024,30998,325,26
2009-08-31,31215.0,32174.0,982.0,958.0,32351,31304,1353,1047
2009-09-01,31231.0,32236.0,1021.0,1005.0,32687,31262,1383,1425
2009-09-02,31228.0,32253.0,1022.0,1025.0,32626,31148,1364,1478
2009-09-03,31223.0,32252.0,1025.0,1030.0,32573,31057,1425,1516
2009-09-04,31204.0,32249.0,1027.0,1045.0,32410,30800,1353,1610
2009-09-05,31198.0,32204.0,1000.0,1007.0,31178,30907,378,271
2009-09-06,31200.0,32170.0,973.0,970.0,31267,31233,360,34
2009-09-07,31202.0,32174.0,974.0,972.0,31513,31291,280,222
2009-09-08,31211.0,32220.0,1018.0,1009.0,32789,31633,1498,1156
2009-09-09,31205.0,32230.0,1019.0,1025.0,32995,31628,1362,1367
2009-09-10,31196.0,32228.0,1023.0,1032.0,33066,31397,1438,1669
2009-09-11,31180.0,32220.0,1024.0,1040.0,32685,31106,1288,1579
2009-09-12,31175.0,32172.0,992.0,997.0,31335,31119,229,216
2009-09-13,31186.0,32132.0,957.0,946.0,31331,31304,212,27
2009-09-14,31207.0,32183.0,997.0,976.0,32797,31610,1493,1187
2009-09-15,31226.0,32246.0,1039.0,1020.0,33068,31743,1458,1325
2009-09-16,31236.0,32265.0,1039.0,1029.0,33127,31743,1384,1384
2009-09-17,31234.0,32267.0,1031.0,1032.0,32905,31463,1162,1442
2009-09-18,31229.0,32261.0,1027.0,1032.0,32648,31219,1185,1429
2009-09-19,31230.0,32223.0,994.0,993.0,31503,31321,284,182
2009-09-20,31246.0,32190.0,960.0,944.0,31526,31425,205,101
2009-09-21,31272.0,32242.0,996.0,970.0,32746,31739,1321,1007
2009-09-22,31290.0,32303.0,1031.0,1013.0,33020,31681,1281,1339
2009-09-23,31298.0,32318.0,1028.0,1020.0,32933,31755,1252,1178
2009-09-24,31300.0,32320.0,1022.0,1021.0,33046,31521,1291,1525
2009-09-25,31297.0,32320.0,1020.0,1022.0,32757,31168,1236,1589
2009-09-26,31300.0,32281.0,984.0,981.0,31389,31109,221,280
2009-09-27,31322.0,32252.0,951.0,929.0,31305,31286,196,19
2009-09-28,31352.0,32306.0,983.0,954.0,32566,31581,1280,985
2009-09-29,31371.0,32372.0,1020.0,1001.0,33011,31580,1430,1431
2009-09-30,31376.0,32391.0,1020.0,1016.0,32940,31440,1360,1500
2009-10-01,31373.0,32392.0,1017.0,1020.0,32715,31174,1275,1541
2009-10-02,31363.0,32387.0,1014.0,1024.0,32469,30865,1295,1604
2009-10-03,31361.0,32341.0,978.0,980.0,31183,30993,318,190
2009-10-04,31375.0,32302.0,941.0,926.0,31244,31230,251,14
2009-10-05,31392.0,32347.0,972.0,955.0,32535,31415,1305,1120
