Date,Midnight population,24-hour population,Book-ins,Book-outs,N,N2,BI,BO
2017-07-31,34183.0,34886.0,775.0,702.0,35890,35269,945,621
2017-08-01,34256.0,34984.0,801.0,729.0,36351,35488,1082,863
2017-08-02,34315.0,35062.0,806.0,746.0,36536,35543,1048,993
2017-08-03,34363.0,35142.0,826.0,779.0,36456,35203,913,1253
2017-08-04,34400.0,35201.0,838.0,801.0,36378,34932,1175,1446
2017-08-05,34450.0,35226.0,826.0,777.0,35432,35236,500,196
2017-08-06,34516.0,35252.0,803.0,736.0,35608,35508,372,100
2017-08-07,34584.0,35335.0,819.0,751.0,36355,35740,847,615
2017-08-08,34646.0,35428.0,844.0,782.0,36775,35758,1035,1017
2017-08-09,34686.0,35499.0,852.0,813.0,36754,35325,996,1429
2017-08-10,34723.0,35538.0,853.0,815.0,36308,35235,983,1073
2017-08-11,34760.0,35582.0,859.0,822.0,36410,34894,1175,1516
2017-08-12,34807.0,35603.0,844.0,796.0,35349,35130,455,219
2017-08-13,34875.0,35629.0,822.0,755.0,35551,35449,421,102
2017-08-14,34942.0,35713.0,838.0,771.0,36377,35682,928,695
2017-08-15,35010.0,35804.0,862.0,794.0,36770,35932,1088,838
2017-08-16,35063.0,35882.0,872.0,819.0,37066,35834,1134,1232
2017-08-17,35111.0,35940.0,877.0,830.0,36863,35618,1029,1245
2017-08-18,35158.0,35999.0,888.0,841.0,36861,35503,1243,1358
2017-08-19,35213.0,36026.0,868.0,813.0,35975,35660,472,315
2017-08-20,35282.0,36058.0,845.0,776.0,36077,35974,417,103
2017-08-21,35347.0,36143.0,861.0,796.0,36891,36162,917,729
2017-08-22,35395.0,36220.0,873.0,825.0,37150,36202,988,948
2017-08-23,35421.0,36274.0,879.0,853.0,37368,35984,1166,1384
2017-08-24,35430.0,36295.0,874.0,865.0,36885,35635,902,1250
2017-08-25,35442.0,36304.0,874.0,862.0,36739,35414,1104,1325
2017-08-26,35474.0,36300.0,858.0,826.0,35938,35743,524,195
2017-08-27,35528.0,36310.0,836.0,782.0,36161,36070,418,91
2017-08-28,35581.0,36375.0,848.0,794.0,36907,36359,837,548
2017-08-29,35635.0,36456.0,875.0,821.0,37489,36568,1130,921
2017-08-30,35679.0,36512.0,877.0,832.0,37569,36600,1001,969
2017-08-31,35700.0,36550.0,871.0,850.0,37503,36110,903,1393
2017-09-01,35715.0,36580.0,880.0,864.0,37423,36000,1313,1423
2017-09-02,35749.0,36581.0,865.0,832.0,36490,36211,490,279
2017-09-03,35802.0,36591.0,842.0,789.0,36676,36520,465,156
2017-09-04,35844.0,36641.0,839.0,797.0,36932,36502,412,430
2017-09-05,35876.0,36702.0,858.0,826.0,37460,36478,958,982
2017-09-06,35891.0,36740.0,864.0,850.0,37494,36164,1016,1330
2017-09-07,35900.0,36758.0,867.0,857.0,37290,36050,1126,1240
2017-09-08,35930.0,36775.0,875.0,845.0,37274,36206,1224,1068
2017-09-09,35972.0,36788.0,858.0,816.0,36687,36493,481,194
2017-09-10,36034.0,36804.0,832.0,770.0,36896,36768,403,128
2017-09-11,36093.0,36882.0,848.0,789.0,37702,36910,934,792
2017-09-12,36148.0,36967.0,873.0,818.0,38088,37098,1178,990
2017-09-13,36184.0,37025.0,877.0,841.0,38138,36765,1040,1373
2017-09-14,36206.0,37061.0,877.0,855.0,37839,36573,1074,1266
2017-09-15,36231.0,37082.0,876.0,850.0,37686,36596,1113,1090
2017-09-16,36267.0,37086.0,855.0,819.0,36989,36690,393,299
2017-09-17,36317.0,37093.0,826.0,776.0,37082,37003,392,79
2017-09-18,36368.0,37160.0,843.0,792.0,37985,37203,982,782
2017-09-19,36408.0,37230.0,862.0,822.0,38176,37163,973,1013
2017-09-20,36431.0,37278.0,870.0,847.0,38327,36848,1164,1479
2017-09-21,36445.0,37304.0,873.0,859.0,37929,36634,1081,1295
2017-09-22,36453.0,37317.0,872.0,864.0,37767,36221,1133,1546
2017-09-23,36480.0,37308.0,855.0,828.0,36612,36454,391,158
2017-09-24,36531.0,37317.0,837.0,786.0,37015,36930,561,85
2017-09-25,36577.0,37383.0,852.0,806.0,37909,37125,979,784
2017-09-26,36614.0,37455.0,878.0,841.0,38316,37176,1191,1140
2017-09-27,36641.0,37503.0,889.0,862.0,38337,37175,1161,1162
2017-09-28,36649.0,37525.0,884.0,877.0,38173,36792,998,1381
2017-09-29,36646.0,37536.0,888.0,891.0,37891,36508,1099,1383
2017-09-30,36672.0,37521.0,876.0,850.0,37057,36893,549,164
2017-10-01,36713.0,37518.0,846.0,804.0,37315,37250,422,65
2017-10-02,36757.0,37577.0,863.0,819.0,38260,37531,1010,729
2017-10-03,36783.0,37639.0,882.0,856.0,38552,37305,1021,1247
2017-10-04,36810.0,37693.0,909.0,883.0,38533,37295,1228,1238
2017-10-05,36824.0,37721.0,912.0,898.0,38325,36888,1030,1437
2017-10-06,36854.0,37746.0,923.0,892.0,38238,37082,1350,1156
2017-10-07,36899.0,37757.0,902.0,858.0,37600,37388,518,212
2017-10-08,36954.0,37780.0,881.0,826.0,37976,37878,588,98
2017-10-09,37005.0,37834.0,879.0,829.0,38305,38010,427,295
2017-10-10,37051.0,37907.0,902.0,856.0,39100,38143,1090,957
2017-10-11,37082.0,37960.0,910.0,878.0,39293,37848,1150,1445
2017-10-12,37100.0,37987.0,905.0,887.0,38885,37643,1037,1242
2017-10-13,37128.0,38011.0,911.0,883.0,38858,37593,1215,1265
2017-10-14,37172.0,38018.0,891.0,846.0,38063,37898,470,165
2017-10-15,37226.0,38040.0,868.0,814.0,38335,38217,437,118
2017-10-16,37274.0,38114.0,888.0,840.0,39202,38112,985,1090
2017-10-17,37319.0,38191.0,917.0,872.0,39385,38354,1273,1031
2017-10-18,37349.0,38240.0,922.0,892.0,39481,38103,1127,1378
2017-10-19,37376.0,38278.0,929.0,902.0,39294,37975,1191,1319
2017-10-20,37414.0,38309.0,934.0,895.0,39270,37992,1295,1278
2017-10-21,37466.0,38324.0,911.0,859.0,38387,38197,395,190
2017-10-22,37546.0,38357.0,891.0,811.0,38742,38636,545,106
2017-10-23,37619.0,38457.0,911.0,838.0,39617,38640,981,977
2017-10-24,37682.0,38558.0,938.0,875.0,40026,38823,1386,1203
2017-10-25,37735.0,38629.0,947.0,894.0,40054,38704,1231,1350
2017-10-26,37784.0,38684.0,950.0,900.0,39981,38659,1277,1322
2017-10-27,37835.0,38740.0,955.0,905.0,39988,38685,1329,1303
2017-10-28,37907.0,38774.0,939.0,866.0,39202,38971,517,231
2017-10-29,37999.0,38824.0,916.0,825.0,39384,39247,413,137
2017-10-30,38080.0,38933.0,934.0,853.0,40335,39338,1088,997
2017-10-31,38145.0,39034.0,953.0,889.0,40336,39190,998,1146
2017-11-01,38200.0,39102.0,957.0,902.0,40304,39174,1114,1130
2017-11-02,38254.0,39161.0,962.0,908.0,40337,38922,1163,1415
2017-11-03,38304.0,39217.0,963.0,913.0,40200,38806,1278,1394
2017-11-04,38376.0,39252.0,948.0,876.0,39382,39066,576,316
2017-11-05,38457.0,39299.0,923.0,842.0,39660,39501,594,159
2017-11-06,38531.0,39396.0,939.0,865.0,40508,39613,1007,895
2017-11-07,38588.0,39493.0,962.0,905.0,40887,39582,1274,1305
2017-11-08,38636.0,39579.0,991.0,943.0,40872,39441,1290,1431
2017-11-09,38676.0,39638.0,1002.0,962.0,40876,39353,1435,1523
2017-11-10,38722.0,39666.0,990.0,944.0,40123,39212,770,911
2017-11-11,38785.0,39694.0,973.0,909.0,39735,39549,523,186
2017-11-12,38857.0,39730.0,944.0,873.0,39920,39748,371,172
2017-11-13,38914.0,39818.0,961.0,903.0,40711,39621,963,1090
2017-11-14,38964.0,39907.0,992.0,942.0,41006,39716,1385,1290
2017-11-15,39008.0,39962.0,998.0,955.0,40867,39415,1151,1452
2017-11-16,39033.0,40002.0,994.0,969.0,40579,39103,1164,1476
2017-11-17,39064.0,40034.0,1002.0,971.0,40444,39026,1341,1418
2017-11-18,39108.0,40044.0,981.0,936.0,39594,39321,568,273
2017-11-19,39162.0,40063.0,954.0,900.0,39828,39616,507,212
2017-11-20,39215.0,40139.0,977.0,924.0,40680,39766,1064,914
2017-11-21,39244.0,40213.0,998.0,969.0,40942,39500,1176,1442
2017-11-22,39266.0,40252.0,1008.0,986.0,40789,39316,1289,1473
2017-11-23,39291.0,40250.0,984.0,960.0,39984,39557,668,427
2017-11-24,39320.0,40264.0,973.0,944.0,40453,39571,896,882
2017-11-25,39351.0,40263.0,944.0,913.0,39977,39600,406,377
2017-11-26,39386.0,40266.0,915.0,879.0,40050,39751,450,299
2017-11-27,39426.0,40321.0,934.0,895.0,40861,40158,1110,703
2017-11-28,39456.0,40391.0,965.0,935.0,41477,40134,1319,1343
2017-11-29,39477.0,40425.0,970.0,948.0,41371,39971,1237,1400
2017-11-30,39504.0,40458.0,981.0,954.0,41315,40007,1344,1308
2017-12-01,39534.0,40499.0,995.0,965.0,41543,40084,1536,1459
2017-12-02,39577.0,40510.0,975.0,932.0,40655,40210,571,445
2017-12-03,39643.0,40536.0,959.0,893.0,40996,40779,786,217
2017-12-04,39704.0,40619.0,976.0,915.0,41862,40887,1083,975
2017-12-05,39748.0,40703.0,1000.0,955.0,42191,40827,1304,1364
2017-12-06,39785.0,40762.0,1014.0,977.0,42272,40726,1445,1546
2017-12-07,39810.0,40796.0,1011.0,986.0,41908,40338,1182,1570
2017-12-08,39845.0,40820.0,1010.0,975.0,41591,40475,1253,1116
2017-12-09,39890.0,40828.0,984.0,938.0,41118,40723,643,395
2017-12-10,39949.0,40865.0,975.0,916.0,41235,40964,512,271
2017-12-11,39991.0,40944.0,995.0,953.0,42100,40828,1136,1272
2017-12-12,40021.0,41016.0,1025.0,995.0,42086,40646,1258,1440
2017-12-13,40044.0,41057.0,1036.0,1013.0,41928,40293,1282,1635
2017-12-14,40057.0,41080.0,1037.0,1023.0,41708,40112,1415,1596
2017-12-15,40076.0,41098.0,1041.0,1022.0,41401,39981,1289,1420
2017-12-16,40115.0,41099.0,1024.0,984.0,40618,40282,637,336
2017-12-17,40170.0,41115.0,1000.0,945.0,40926,40676,644,250
2017-12-18,40215.0,41188.0,1018.0,973.0,41787,40683,1111,1104
2017-12-19,40248.0,41258.0,1043.0,1010.0,41913,40589,1230,1324
2017-12-20,40269.0,41303.0,1055.0,1034.0,42019,40390,1430,1629
2017-12-21,40285.0,41323.0,1055.0,1038.0,41565,39997,1175,1568
2017-12-22,40317.0,41348.0,1063.0,1031.0,41525,40259,1528,1266
2017-12-23,40350.0,41379.0,1063.0,1030.0,40927,40544,668,383
2017-12-24,40395.0,41401.0,1052.0,1006.0,41115,40938,571,177
2017-12-25,40454.0,41451.0,1056.0,996.0,41455,41379,517,76
2017-12-26,40511.0,41525.0,1071.0,1014.0,42289,41444,910,845
2017-12-27,40539.0,41576.0,1065.0,1037.0,42379,41004,935,1375
2017-12-28,40553.0,41594.0,1055.0,1041.0,42033,40553,1029,1480
2017-12-29,40574.0,41609.0,1056.0,1035.0,41800,40588,1247,1212
2017-12-30,40599.0,41605.0,1032.0,1006.0,41207,40762,619,445
2017-12-31,40630.0,41595.0,997.0,965.0,41255,41024,493,231
2018-01-01,40667.0,41622.0,992.0,955.0,41441,41310,417,131
2018-01-02,40679.0,41658.0,991.0,979.0,42086,41138,776,948
2018-01-03,40676.0,41664.0,985.0,988.0,42035,40810,897,1225
2018-01-04,40662.0,41648.0,972.0,986.0,41724,40404,914,1320
2018-01-05,40645.0,41622.0,960.0,977.0,41493,40213,1089,1280
2018-01-06,40649.0,41582.0,937.0,933.0,40705,40455,492,250
2018-01-07,40655.0,41557.0,908.0,902.0,40835,40672,380,163
2018-01-08,40643.0,41567.0,911.0,924.0,41413,40340,741,1073
2018-01-09,40620.0,41568.0,925.0,948.0,41261,40273,921,988
2018-01-10,40593.0,41541.0,921.0,947.0,41288,40043,1015,1245
2018-01-11,40561.0,41504.0,911.0,944.0,40993,39660,950,1333
2018-01-12,40534.0,41469.0,909.0,935.0,40878,39495,1218,1383
2018-01-13,40519.0,41410.0,876.0,891.0,39925,39669,430,256
2018-01-14,40519.0,41368.0,849.0,849.0,40148,39987,479,161
2018-01-15,40520.0,41365.0,846.0,845.0,40540,40305,553,235
2018-01-16,40512.0,41373.0,853.0,861.0,41158,40428,853,730
2018-01-17,40510.0,41363.0,851.0,853.0,41481,40623,1053,858
2018-01-18,40500.0,41355.0,845.0,855.0,41674,40301,1051,1373
2018-01-19,40492.0,41342.0,842.0,851.0,41647,40131,1346,1516
2018-01-20,40497.0,41308.0,816.0,811.0,40518,40158,387,360
2018-01-21,40504.0,41281.0,784.0,777.0,40713,40459,555,254
2018-01-22,40503.0,41299.0,795.0,796.0,41477,40530,1018,947
2018-01-23,40484.0,41320.0,816.0,836.0,41734,40362,1204,1372
2018-01-24,40446.0,41323.0,839.0,876.0,41553,40251,1191,1302
2018-01-25,40403.0,41297.0,850.0,894.0,41507,40133,1256,1374
2018-01-26,40378.0,41266.0,863.0,888.0,41458,40267,1325,1191
2018-01-27,40377.0,41228.0,850.0,851.0,40894,40522,627,372
2018-01-28,40384.0,41199.0,822.0,816.0,40941,40784,419,157
2018-01-29,40389.0,41221.0,838.0,832.0,41865,40920,1081,945
2018-01-30,40381.0,41250.0,861.0,868.0,42102,40797,1182,1305
2018-01-31,40355.0,41266.0,885.0,911.0,41944,40529,1147,1415
2018-02-01,40327.0,41254.0,899.0,927.0,41717,40291,1188,1426
2018-02-02,40302.0,41241.0,914.0,939.0,41644,40057,1353,1587
2018-02-03,40297.0,41203.0,901.0,906.0,40584,40254,527,330
2018-02-04,40305.0,41176.0,879.0,871.0,40668,40451,414,217
2018-02-05,40311.0,41199.0,894.0,888.0,41407,40642,956,765
2018-02-06,40298.0,41225.0,914.0,927.0,41625,40290,983,1335
2018-02-07,40288.0,41224.0,926.0,937.0,41390,40014,1100,1376
2018-02-08,40271.0,41223.0,936.0,952.0,41227,39775,1213,1452
2018-02-09,40259.0,41220.0,949.0,961.0,41183,39687,1408,1496
2018-02-10,40266.0,41196.0,937.0,930.0,40270,39868,583,402
2018-02-11,40291.0,41180.0,914.0,890.0,40417,40233,549,184
2018-02-12,40308.0,41227.0,937.0,919.0,41336,40194,1103,1142
2018-02-13,40309.0,41268.0,960.0,959.0,41359,40021,1165,1338
2018-02-14,40297.0,41293.0,983.0,996.0,41284,39927,1263,1357
2018-02-15,40269.0,41291.0,994.0,1021.0,41102,39612,1175,1490
2018-02-16,40233.0,41277.0,1007.0,1044.0,41060,39535,1448,1525
2018-02-17,40215.0,41226.0,993.0,1011.0,40161,39766,626,395
2018-02-18,40215.0,41181.0,965.0,966.0,40280,40120,514,160
2018-02-19,40220.0,41184.0,969.0,964.0,40611,40294,491,317
2018-02-20,40214.0,41206.0,986.0,992.0,41376,40296,1082,1080
2018-02-21,40196.0,41203.0,989.0,1007.0,41392,39992,1096,1400
2018-02-22,40185.0,41187.0,991.0,1002.0,41260,40036,1268,1224
2018-02-23,40168.0,41180.0,995.0,1012.0,41343,39728,1307,1615
2018-02-24,40162.0,41144.0,977.0,982.0,40432,39964,704,468
2018-02-25,40165.0,41114.0,952.0,949.0,40552,40349,588,203
2018-02-26,40164.0,41136.0,971.0,971.0,41536,40504,1187,1032
2018-02-27,40155.0,41163.0,999.0,1009.0,41771,40495,1267,1276
2018-02-28,40133.0,41159.0,1004.0,1026.0,41740,40280,1245,1460
2018-03-01,40105.0,41138.0,1004.0,1033.0,41460,39943,1180,1517
2018-03-02,40077.0,41111.0,1006.0,1034.0,41145,39696,1202,1449
2018-03-03,40069.0,41066.0,989.0,997.0,40375,40045,679,330
2018-03-04,40081.0,41031.0,962.0,950.0,40581,40409,536,172
2018-03-05,40092.0,41062.0,981.0,970.0,41508,40590,1099,918
2018-03-06,40092.0,41102.0,1010.0,1010.0,41868,40457,1278,1411
2018-03-07,40077.0,41104.0,1012.0,1027.0,41467,40180,1010,1287
2018-03-08,40064.0,41090.0,1014.0,1027.0,41228,39905,1048,1323
2018-03-09,40056.0,41087.0,1023.0,1031.0,41291,39779,1386,1512
2018-03-10,40063.0,41058.0,1002.0,996.0,40357,39972,578,385
2018-03-11,40084.0,41035.0,973.0,952.0,40502,40325,530,177
2018-03-12,40098.0,41073.0,990.0,975.0,41409,40303,1084,1106
2018-03-13,40098.0,41108.0,1010.0,1011.0,41469,40212,1166,1257
2018-03-14,40093.0,41116.0,1018.0,1022.0,41553,40066,1341,1487
2018-03-15,40093.0,41118.0,1024.0,1025.0,41412,40000,1346,1412
2018-03-16,40093.0,41119.0,1027.0,1027.0,41340,39926,1340,1414
2018-03-17,40116.0,41105.0,1013.0,989.0,40680,40326,754,354
2018-03-18,40157.0,41102.0,986.0,945.0,40966,40766,640,200
2018-03-19,40201.0,41162.0,1005.0,961.0,41962,41086,1196,876
2018-03-20,40231.0,41235.0,1033.0,1004.0,42456,40992,1370,1464
2018-03-21,40251.0,41292.0,1062.0,1042.0,42341,40897,1349,1444
2018-03-22,40263.0,41323.0,1072.0,1060.0,42285,40669,1388,1616
2018-03-23,40272.0,41342.0,1079.0,1069.0,41959,40264,1290,1695
2018-03-24,40283.0,41329.0,1057.0,1047.0,40893,40357,629,536
2018-03-25,40306.0,41312.0,1029.0,1006.0,40815,40427,458,388
2018-03-26,40309.0,41343.0,1037.0,1034.0,41381,40062,954,1319
2018-03-27,40303.0,41375.0,1065.0,1071.0,41488,40161,1426,1327
2018-03-28,40293.0,41370.0,1067.0,1078.0,41407,40189,1246,1218
2018-03-29,40285.0,41364.0,1071.0,1079.0,41580,40262,1391,1318
2018-03-30,40293.0,41359.0,1074.0,1066.0,41588,40526,1326,1062
2018-03-31,40318.0,41349.0,1056.0,1031.0,41171,40699,645,472
2018-04-01,40363.0,41353.0,1035.0,990.0,41260,41037,561,223
2018-04-02,40396.0,41410.0,1047.0,1014.0,42086,41033,1049,1053
2018-04-03,40415.0,41462.0,1067.0,1048.0,42153,40982,1120,1171
2018-04-04,40410.0,41484.0,1069.0,1073.0,42143,40446,1161,1697
2018-04-05,40399.0,41478.0,1067.0,1078.0,41684,40130,1238,1554
2018-04-06,40387.0,41475.0,1076.0,1088.0,41392,39813,1262,1579
2018-04-07,40388.0,41448.0,1061.0,1060.0,40422,39942,609,480
2018-04-08,40406.0,41422.0,1034.0,1016.0,40505,40312,563,193
2018-04-09,40418.0,41458.0,1052.0,1040.0,41425,40328,1113,1097
2018-04-10,40415.0,41495.0,1077.0,1080.0,41632,40239,1304,1393
2018-04-11,40403.0,41496.0,1081.0,1092.0,41428,39953,1189,1475
2018-04-12,40392.0,41491.0,1088.0,1100.0,41337,39857,1384,1480
2018-04-13,40381.0,41484.0,1093.0,1103.0,41341,39753,1484,1588
2018-04-14,40386.0,41458.0,1077.0,1073.0,40632,40135,879,497
2018-04-15,40401.0,41436.0,1051.0,1035.0,40673,40398,538,275
2018-04-16,40416.0,41465.0,1063.0,1048.0,41540,40779,1142,761
2018-04-17,40417.0,41507.0,1090.0,1090.0,42230,40771,1451,1459
2018-04-18,40398.0,41515.0,1099.0,1118.0,42215,40516,1444,1699
2018-04-19,40375.0,41497.0,1099.0,1122.0,41907,40308,1391,1599
2018-04-20,40349.0,41476.0,1101.0,1127.0,41717,40122,1409,1595
2018-04-21,40347.0,41435.0,1086.0,1088.0,41045,40605,923,440
2018-04-22,40373.0,41412.0,1065.0,1039.0,41257,41043,652,214
2018-04-23,40396.0,41455.0,1082.0,1059.0,42195,41053,1152,1142
2018-04-24,40430.0,41514.0,1118.0,1084.0,42586,41431,1533,1155
2018-04-25,40470.0,41560.0,1131.0,1090.0,42764,41265,1333,1499
2018-04-26,40501.0,41596.0,1126.0,1094.0,42558,41111,1293,1447
2018-04-27,40535.0,41636.0,1135.0,1101.0,42620,41194,1509,1426
2018-04-28,40572.0,41647.0,1112.0,1075.0,41902,41375,708,527
2018-04-29,40622.0,41667.0,1095.0,1045.0,42182,42018,807,164
2018-04-30,40674.0,41737.0,1115.0,1063.0,43280,42278,1262,1002
2018-05-01,40722.0,41816.0,1142.0,1094.0,43635,42478,1357,1157
2018-05-02,40766.0,41876.0,1154.0,1110.0,43888,42354,1410,1534
2018-05-03,40802.0,41930.0,1164.0,1128.0,43767,42060,1413,1707
2018-05-04,40851.0,41977.0,1174.0,1126.0,43543,41895,1483,1648
2018-05-05,40916.0,42011.0,1160.0,1095.0,42708,42104,813,604
2018-05-06,41009.0,42059.0,1142.0,1050.0,42825,42592,721,233
2018-05-07,41090.0,42173.0,1164.0,1083.0,43867,42388,1275,1479
2018-05-08,41163.0,42282.0,1191.0,1119.0,43760,42477,1372,1283
2018-05-09,41220.0,42360.0,1198.0,1140.0,43774,42055,1297,1719
2018-05-10,41277.0,42421.0,1200.0,1144.0,43441,41939,1386,1502
2018-05-11,41348.0,42494.0,1218.0,1147.0,43646,42074,1707,1572
2018-05-12,41426.0,42545.0,1198.0,1119.0,42858,42223,784,635
2018-05-13,41514.0,42589.0,1163.0,1075.0,42668,42391,445,277
2018-05-14,41599.0,42689.0,1174.0,1090.0,43605,42664,1214,941
2018-05-15,41667.0,42799.0,1200.0,1131.0,43977,42459,1313,1518
2018-05-16,41710.0,42873.0,1206.0,1163.0,43782,42056,1323,1726
2018-05-17,41735.0,42909.0,1199.0,1174.0,43295,41532,1239,1763
2018-05-18,41765.0,42936.0,1201.0,1171.0,43026,41413,1494,1613
2018-05-19,41813.0,42947.0,1181.0,1134.0,42226,41737,813,489
2018-05-20,41876.0,42965.0,1152.0,1089.0,42280,42014,543,266
2018-05-21,41928.0,43037.0,1161.0,1109.0,43203,42172,1189,1031
2018-05-22,41974.0,43115.0,1187.0,1140.0,43581,42429,1409,1152
2018-05-23,42013.0,43165.0,1190.0,1152.0,43690,42207,1261,1483
2018-05-24,42038.0,43197.0,1184.0,1159.0,43559,42200,1352,1359
2018-05-25,42066.0,43236.0,1198.0,1170.0,43942,42101,1742,1841
2018-05-26,42103.0,43247.0,1180.0,1144.0,42875,42203,774,672
2018-05-27,42146.0,43255.0,1152.0,1109.0,42860,42495,657,365
2018-05-28,42190.0,43300.0,1154.0,1111.0,43270,42683,775,587
2018-05-29,42224.0,43365.0,1175.0,1141.0,44105,43047,1422,1058
2018-05-30,42249.0,43404.0,1180.0,1155.0,44465,43021,1418,1444
2018-05-31,42272.0,43440.0,1191.0,1168.0,44707,43166,1686,1541
2018-06-01,42296.0,43471.0,1199.0,1175.0,44813,43071,1647,1742
2018-06-02,42349.0,43483.0,1187.0,1134.0,44126,43660,1055,466
2018-06-03,42423.0,43510.0,1161.0,1087.0,44355,44108,695,247
2018-06-04,42499.0,43594.0,1171.0,1095.0,45225,44379,1117,846
2018-06-05,42563.0,43694.0,1195.0,1131.0,45824,44516,1445,1308
2018-06-06,42634.0,43771.0,1208.0,1136.0,46180,44541,1664,1639
2018-06-07,42696.0,43844.0,1209.0,1148.0,45953,44313,1412,1640
2018-06-08,42760.0,43911.0,1216.0,1152.0,45806,43972,1493,1834
2018-06-09,42835.0,43954.0,1194.0,1119.0,44717,44198,745,519
2018-06-10,42922.0,43998.0,1163.0,1076.0,44961,44695,763,266
2018-06-11,43006.0,44100.0,1178.0,1094.0,45937,44741,1242,1196
2018-06-12,43090.0,44213.0,1207.0,1123.0,46044,44913,1303,1131
2018-06-13,43162.0,44301.0,1210.0,1138.0,46235,44826,1322,1409
2018-06-14,43247.0,44378.0,1216.0,1131.0,46299,44992,1473,1307
2018-06-15,43337.0,44466.0,1219.0,1129.0,46414,44765,1422,1649
2018-06-16,43453.0,44537.0,1200.0,1083.0,45421,45019,656,402
2018-06-17,43590.0,44625.0,1172.0,1034.0,45671,45525,652,146
2018-06-18,43716.0,44770.0,1180.0,1054.0,46596,45514,1071,1082
2018-06-19,43839.0,44924.0,1208.0,1086.0,46900,45693,1386,1207
2018-06-20,43953.0,45049.0,1210.0,1096.0,46932,45592,1239,1340
2018-06-21,44041.0,45156.0,1203.0,1114.0,46789,45082,1197,1707
2018-06-22,44128.0,45251.0,1210.0,1124.0,46553,44797,1471,1756
2018-06-23,44215.0,45310.0,1182.0,1095.0,45328,44827,531,501
2018-06-24,44309.0,45355.0,1139.0,1046.0,45275,44905,448,370
2018-06-25,44401.0,45461.0,1153.0,1061.0,46081,44966,1176,1115
2018-06-26,44475.0,45567.0,1166.0,1092.0,46030,44728,1064,1302
2018-06-27,44546.0,45654.0,1179.0,1108.0,45880,44806,1152,1074
2018-06-28,44600.0,45720.0,1174.0,1120.0,46094,44682,1288,1412
2018-06-29,44649.0,45772.0,1172.0,1123.0,46018,44484,1336,1534
2018-06-30,44694.0,45781.0,1132.0,1087.0,44975,44517,491,458
2018-07-01,44753.0,45789.0,1095.0,1036.0,45051,44842,534,209
2018-07-02,44797.0,45849.0,1096.0,1052.0,45934,44980,1092,954
2018-07-03,44812.0,45911.0,1114.0,1099.0,46209,44558,1229,1651
2018-07-04,44813.0,45910.0,1098.0,1097.0,45198,44407,640,791
2018-07-05,44800.0,45897.0,1084.0,1098.0,45436,44112,1029,1324
2018-07-06,44781.0,45869.0,1069.0,1088.0,45332,43981,1220,1351
2018-07-07,44777.0,45822.0,1041.0,1045.0,44547,44193,566,354
2018-07-08,44790.0,45780.0,1003.0,990.0,44551,44371,358,180
2018-07-09,44806.0,45808.0,1017.0,1002.0,45536,44653,1165,883
2018-07-10,44808.0,45841.0,1035.0,1033.0,45962,44780,1309,1182
2018-07-11,44803.0,45845.0,1036.0,1041.0,46046,44586,1266,1460
2018-07-12,44776.0,45829.0,1026.0,1053.0,45572,44101,986,1471
2018-07-13,44741.0,45801.0,1025.0,1060.0,45404,43771,1303,1633
2018-07-14,44706.0,45735.0,994.0,1029.0,44316,43958,545,358
2018-07-15,44685.0,45667.0,960.0,982.0,44361,44122,403,239
2018-07-16,44663.0,45661.0,976.0,998.0,45253,44364,1131,889
2018-07-17,44627.0,45664.0,1000.0,1037.0,45752,44432,1388,1320
2018-07-18,44585.0,45633.0,1006.0,1048.0,45670,44266,1238,1404
2018-07-19,44520.0,45586.0,1000.0,1066.0,45483,43731,1217,1752
2018-07-20,44447.0,45527.0,1007.0,1080.0,45170,43416,1439,1754
2018-07-21,44395.0,45433.0,986.0,1038.0,43971,43505,555,466
2018-07-22,44360.0,45350.0,956.0,991.0,44072,43745,567,327
2018-07-23,44320.0,45326.0,966.0,1006.0,44590,43635,845,955
2018-07-24,44268.0,45308.0,988.0,1039.0,44734,43363,1099,1371
2018-07-25,44209.0,45260.0,992.0,1051.0,44664,43183,1301,1481
2018-07-26,44141.0,45206.0,997.0,1065.0,44409,42688,1226,1721
2018-07-27,44063.0,45149.0,1007.0,1086.0,44146,42460,1458,1686
2018-07-28,44000.0,45050.0,987.0,1051.0,43142,42781,682,361
2018-07-29,43952.0,44956.0,956.0,1004.0,43189,43066,408,123
2018-07-30,43910.0,44927.0,975.0,1016.0,44103,43263,1037,840
2018-07-31,43855.0,44904.0,994.0,1050.0,44382,43175,1119,1207
2018-08-01,43800.0,44855.0,1000.0,1055.0,44439,43335,1264,1104
2018-08-02,43757.0,44800.0,1000.0,1043.0,44583,43277,1248,1306
2018-08-03,43724.0,44783.0,1026.0,1059.0,44670,43403,1393,1267
2018-08-04,43709.0,44734.0,1010.0,1025.0,43956,43657,553,299
2018-08-05,43712.0,44697.0,988.0,984.0,44231,44090,574,141
2018-08-06,43718.0,44721.0,1008.0,1002.0,45262,44367,1172,895
2018-08-07,43714.0,44752.0,1033.0,1038.0,45480,44250,1113,1230
2018-08-08,43696.0,44749.0,1035.0,1053.0,45464,44103,1214,1361
2018-08-09,43669.0,44734.0,1038.0,1065.0,45504,43978,1401,1526
2018-08-10,43634.0,44711.0,1042.0,1077.0,45349,43528,1371,1821
