Date,Midnight population,24-hour population,Book-ins,Book-outs
2010-05-24,"33,421","34,502","1,530","1,081"
2010-05-25,"33,496","35,018","1,597","1,522"
2010-05-26,"33,353","34,970","1,474","1,617"
2010-05-27,"33,100","34,727","1,374","1,627"
2010-05-28,"32,817","34,388","1,288","1,571"
2010-05-29,"32,957","33,146",329,189
2010-05-30,"33,148","33,180",223,32
2010-05-31,"33,367","33,404",256,37
2010-06-01,"33,707","35,014","1,647","1,307"
2010-06-02,"34,006","35,294","1,587","1,288"
2010-06-03,"34,194","35,665","1,659","1,471"
2010-06-04,"33,954","35,600","1,406","1,646"
2010-06-05,"33,904","34,204",250,300
2010-06-06,"34,120","34,134",230,14
2010-06-07,"34,457","35,503","1,383","1,046"
2010-06-08,"34,492","36,084","1,627","1,592"
2010-06-09,"34,651","36,060","1,568","1,409"
2010-06-10,"34,209","36,177","1,526","1,968"
2010-06-11,"34,026","35,612","1,403","1,586"
2010-06-12,"33,996","34,316",290,320
2010-06-13,"34,099","34,166",170,67
2010-06-14,"34,140","35,524","1,425","1,384"
2010-06-15,"34,128","35,685","1,545","1,557"
2010-06-16,"34,256","35,718","1,590","1,462"
2010-06-17,"33,829","35,556","1,300","1,727"
2010-06-18,"33,793","35,375","1,546","1,582"
2010-06-19,"33,788","34,066",273,278
2010-06-20,"33,945","33,967",179,22
2010-06-21,"34,082","35,266","1,321","1,184"
2010-06-22,"33,899","35,556","1,474","1,657"
2010-06-23,"33,819","35,438","1,539","1,619"
2010-06-24,"33,449","35,117","1,298","1,668"
2010-06-25,"33,147","34,760","1,311","1,613"
2010-06-26,"33,081","33,450",303,369
2010-06-27,"33,323","33,357",276,34
2010-06-28,"33,411","34,754","1,431","1,343"
2010-06-29,"33,168","34,720","1,309","1,552"
2010-06-30,"32,766","34,466","1,298","1,700"
2010-07-01,"32,543","33,990","1,224","1,447"
2010-07-02,"32,429","34,037","1,494","1,608"
2010-07-03,"32,662","32,817",388,155
2010-07-04,"32,869","32,891",229,22
2010-07-05,"33,026","33,133",264,107
2010-07-06,"33,187","34,488","1,462","1,301"
2010-07-07,"33,308","34,765","1,578","1,457"
2010-07-08,"33,035","34,569","1,261","1,534"
2010-07-09,"32,821","34,501","1,466","1,680"
2010-07-10,"32,882","33,057",236,175
2010-07-11,"33,020","33,040",158,20
2010-07-12,"33,059","34,417","1,397","1,358"
2010-07-13,"33,090","34,463","1,404","1,373"
2010-07-14,"32,798","34,439","1,349","1,641"
2010-07-15,"32,352","34,071","1,273","1,719"
2010-07-16,"32,102","33,701","1,349","1,599"
2010-07-17,"32,100","32,363",261,263
2010-07-18,"32,148","32,230",130,82
2010-07-19,"32,315","33,518","1,370","1,203"
2010-07-20,"32,452","33,705","1,390","1,253"
2010-07-21,"32,462","33,699","1,247","1,237"
2010-07-22,"32,457","33,748","1,286","1,291"
2010-07-23,"32,327","33,697","1,240","1,370"
2010-07-24,"32,537","32,657",330,120
2010-07-25,"32,730","32,766",229,36
2010-07-26,"32,787","34,145","1,415","1,358"
2010-07-27,"32,817","34,200","1,413","1,383"
2010-07-28,"32,757","34,288","1,471","1,531"
2010-07-29,"32,489","34,073","1,316","1,584"
2010-07-30,"32,199","33,800","1,311","1,601"
2010-07-31,"32,339","32,500",301,161
2010-08-01,"32,501","32,516",177,15
2010-08-02,"32,901","33,857","1,356",956
2010-08-03,"32,677","34,168","1,267","1,491"
2010-08-04,"32,556","34,046","1,369","1,490"
2010-08-05,"32,604","33,846","1,290","1,242"
2010-08-06,"32,384","33,895","1,291","1,511"
2010-08-07,"32,487","32,657",273,170
2010-08-08,"32,681","32,694",207,13
2010-08-09,"32,848","34,163","1,482","1,315"
2010-08-10,"32,804","34,214","1,366","1,410"
2010-08-11,"32,703","34,258","1,454","1,555"
2010-08-12,"32,516","33,973","1,270","1,457"
2010-08-13,"32,198","33,813","1,297","1,615"
2010-08-14,"32,335","32,507",309,172
2010-08-15,"32,476","32,540",205,64
2010-08-16,"32,706","33,871","1,395","1,165"
2010-08-17,"32,811","34,168","1,462","1,357"
2010-08-18,"32,794","34,282","1,471","1,488"
2010-08-19,"32,610","34,129","1,335","1,519"
2010-08-20,"32,545","34,115","1,505","1,570"
2010-08-21,"32,613","32,788",243,175
2010-08-22,"32,835","32,859",246,24
2010-08-23,"33,118","34,214","1,379","1,096"
2010-08-24,"33,305","34,680","1,562","1,375"
2010-08-25,"33,212","34,793","1,488","1,581"
2010-08-26,"33,165","34,615","1,403","1,450"
2010-08-27,"32,937","34,544","1,379","1,607"
2010-08-28,"32,994","33,249",312,255
2010-08-29,"33,200","33,223",229,23
2010-08-30,"33,427","34,629","1,429","1,202"
2010-08-31,"33,598","34,958","1,531","1,360"
2010-09-01,"33,584","35,150","1,552","1,566"
2010-09-02,"33,641","35,074","1,490","1,433"
2010-09-03,"33,544","35,013","1,372","1,469"
2010-09-04,"33,480","33,821",277,341
2010-09-05,"33,654","33,688",208,34
2010-09-06,"33,638","33,926",272,288
2010-09-07,"33,808","35,207","1,569","1,399"
2010-09-08,"33,818","35,302","1,494","1,484"
2010-09-09,"33,625","35,196","1,378","1,571"
2010-09-10,"33,622","35,165","1,540","1,543"
2010-09-11,"33,788","33,963",341,175
2010-09-12,"33,997","34,052",264,55
2010-09-13,"34,271","35,400","1,403","1,129"
2010-09-14,"34,441","35,822","1,551","1,381"
2010-09-15,"34,751","35,912","1,471","1,161"
2010-09-16,"34,540","36,101","1,350","1,561"
2010-09-17,"34,445","36,067","1,527","1,622"
2010-09-18,"34,417","34,759",314,342
2010-09-19,"34,596","34,624",207,28
2010-09-20,"34,653","35,999","1,403","1,346"
2010-09-21,"34,583","36,092","1,439","1,509"
2010-09-22,"34,563","36,087","1,504","1,524"
2010-09-23,"34,237","36,003","1,440","1,766"
2010-09-24,"34,055","35,619","1,382","1,564"
2010-09-25,"33,688","34,307",252,619
2010-09-26,"33,808","33,850",162,42
2010-09-27,"33,954","35,213","1,405","1,259"
2010-09-28,"33,806","35,404","1,450","1,598"
2010-09-29,"33,385","34,990","1,184","1,605"
2010-09-30,"32,908","34,700","1,315","1,792"
2010-10-01,"32,819","34,339","1,431","1,520"
2010-10-02,"32,901","33,067",248,166
2010-10-03,"33,091","33,121",220,30
2010-10-04,"33,266","34,379","1,288","1,113"
2010-10-05,"33,329","34,620","1,354","1,291"
2010-10-06,"33,435","34,763","1,434","1,328"
2010-10-07,"33,079","34,731","1,296","1,652"
2010-10-08,"32,867","34,415","1,336","1,548"
2010-10-09,"32,916","33,124",257,208
2010-10-10,"33,085","33,114",198,29
2010-10-11,"33,267","33,331",246,64
2010-10-12,"33,485","34,905","1,638","1,420"
2010-10-13,"33,492","34,988","1,503","1,496"
2010-10-14,"33,390","34,857","1,365","1,467"
2010-10-15,"33,248","34,777","1,387","1,529"
2010-10-16,"33,355","33,526",278,171
2010-10-17,"33,464","33,512",157,48
2010-10-18,"33,901","34,816","1,352",915
2010-10-19,"33,752","35,314","1,413","1,562"
2010-10-20,"33,655","35,074","1,322","1,419"
2010-10-21,"33,367","34,958","1,303","1,591"
2010-10-22,"33,113","34,623","1,256","1,510"
2010-10-23,"33,100","33,367",254,267
2010-10-24,"33,212","33,269",169,57
2010-10-25,"33,593","34,607","1,395","1,014"
2010-10-26,"33,442","34,893","1,300","1,451"
2010-10-27,"33,359","34,828","1,386","1,469"
2010-10-28,"33,226","34,633","1,274","1,407"
2010-10-29,"32,879","34,501","1,275","1,622"
2010-10-30,"32,951","33,123",244,172
2010-10-31,"33,070","33,100",149,30
2010-11-01,"33,539","34,408","1,338",869
2010-11-02,"33,420","34,784","1,245","1,364"
2010-11-03,"33,312","34,779","1,359","1,467"
2010-11-04,"33,344","34,608","1,296","1,264"
2010-11-05,"32,980","34,549","1,205","1,569"
2010-11-06,"33,072","33,247",267,175
2010-11-07,"33,199","33,250",178,51
2010-11-08,"33,525","34,464","1,265",939
2010-11-09,"33,350","34,915","1,390","1,565"
2010-11-10,"33,450","34,958","1,608","1,508"
2010-11-11,"33,602","33,744",294,142
2010-11-12,"33,452","34,921","1,319","1,469"
2010-11-13,"33,456","33,764",312,308
2010-11-14,"33,596","33,647",191,51
2010-11-15,"33,991","34,964","1,368",973
2010-11-16,"34,154","35,363","1,372","1,209"
2010-11-17,"34,197","35,747","1,593","1,550"
2010-11-18,"33,956","35,590","1,393","1,634"
2010-11-19,"33,600","35,309","1,353","1,709"
2010-11-20,"33,595","33,933",333,338
2010-11-21,"33,712","33,814",219,102
2010-11-22,"34,064","35,084","1,372","1,020"
2010-11-23,"33,828","35,483","1,419","1,655"
2010-11-24,"33,791","35,230","1,402","1,439"
2010-11-25,"33,905","34,052",261,147
2010-11-26,"33,954","34,844",939,890
2010-11-27,"33,790","34,199",245,409
2010-11-28,"33,893","33,975",185,82
2010-11-29,"34,071","35,154","1,261","1,083"
2010-11-30,"34,173","35,472","1,401","1,299"
2010-12-01,"34,452","35,650","1,477","1,198"
2010-12-02,"34,285","35,781","1,329","1,496"
2010-12-03,"34,077","35,659","1,374","1,582"
2010-12-04,"33,961","34,363",286,402
2010-12-05,"34,072","34,187",226,115
2010-12-06,"34,623","35,623","1,551","1,000"
2010-12-07,"34,763","36,165","1,542","1,402"
2010-12-08,"34,721","36,257","1,494","1,536"
2010-12-09,"34,760","36,167","1,446","1,407"
2010-12-10,"34,735","36,101","1,341","1,366"
2010-12-11,"34,697","35,227",492,530
2010-12-12,"34,860","34,980",283,120
2010-12-13,"35,093","36,203","1,343","1,110"
2010-12-14,"34,966","36,457","1,364","1,491"
2010-12-15,"34,952","36,459","1,493","1,507"
2010-12-16,"34,602","36,364","1,412","1,762"
2010-12-17,"34,189","35,908","1,306","1,719"
2010-12-18,"34,236","34,501",312,265
2010-12-19,"34,440","34,502",266,62
2010-12-20,"34,238","35,825","1,385","1,587"
2010-12-21,"34,004","35,640","1,402","1,636"
2010-12-22,"33,799","35,425","1,421","1,626"
2010-12-23,"33,473","35,146","1,347","1,673"
2010-12-24,"33,653","33,800",327,147
2010-12-25,"33,749","33,880",227,131
2010-12-26,"33,667","33,908",159,241
2010-12-27,"34,075","34,807","1,140",732
2010-12-28,"33,748","35,189","1,114","1,441"
2010-12-29,"33,521","34,834","1,086","1,313"
2010-12-30,"33,258","34,633","1,112","1,375"
2010-12-31,"33,450","33,584",326,134
2011-01-01,"33,564","33,630",180,66
2011-01-02,"33,602","33,727",163,125
2011-01-03,"33,955","34,848","1,246",893
2011-01-04,"33,953","35,253","1,298","1,300"
2011-01-05,"33,942","35,284","1,331","1,342"
2011-01-06,"33,969","35,284","1,342","1,315"
2011-01-07,"33,616","35,297","1,328","1,681"
2011-01-08,"33,623","33,927",311,304
2011-01-09,"33,665","33,797",174,132
2011-01-10,"33,832","34,813","1,148",981
2011-01-11,"33,973","35,168","1,336","1,195"
2011-01-12,"33,813","35,211","1,238","1,398"
2011-01-13,"33,526","35,048","1,235","1,522"
2011-01-14,"33,093","34,907","1,381","1,814"
2011-01-15,"32,817","33,373",280,556
2011-01-16,"33,013","33,081",264,68
2011-01-17,"33,075","33,267",254,192
2011-01-18,"33,473","34,637","1,562","1,164"
2011-01-19,"33,155","34,939","1,466","1,784"
2011-01-20,"33,365","34,719","1,564","1,354"
2011-01-21,"33,048","34,784","1,419","1,736"
2011-01-22,"32,932","33,349",301,417
2011-01-23,"33,060","33,214",282,154
2011-01-24,"33,396","34,592","1,532","1,196"
2011-01-25,"33,447","34,908","1,512","1,461"
2011-01-26,"33,842","35,101","1,654","1,259"
2011-01-27,"33,422","35,092","1,250","1,670"
2011-01-28,"33,247","34,991","1,569","1,744"
2011-01-29,"33,141","33,628",381,487
2011-01-30,"33,398","33,580",439,182
2011-01-31,"33,412","34,925","1,527","1,513"
2011-02-01,"33,560","34,946","1,534","1,386"
2011-02-02,"33,381","34,852","1,292","1,471"
2011-02-03,"33,280","34,731","1,350","1,451"
2011-02-04,"33,282","34,648","1,368","1,366"
2011-02-05,"32,930","33,607",325,677
2011-02-06,"33,203","33,327",397,124
2011-02-07,"33,366","34,829","1,626","1,463"
2011-02-08,"33,477","35,075","1,709","1,598"
2011-02-09,"33,349","35,019","1,542","1,670"
2011-02-10,"33,305","34,886","1,537","1,581"
2011-02-11,"33,127","34,928","1,623","1,801"
2011-02-12,"32,984","33,644",517,660
2011-02-13,"33,135","33,350",366,215
2011-02-14,"33,214","34,730","1,595","1,516"
2011-02-15,"33,196","34,802","1,588","1,606"
2011-02-16,"33,116","34,785","1,589","1,669"
2011-02-17,"32,904","34,736","1,620","1,832"
2011-02-18,"32,559","34,473","1,569","1,914"
2011-02-19,"32,460","32,997",438,537
2011-02-20,"32,802","32,963",503,161
2011-02-21,"32,892","33,282",480,390
2011-02-22,"33,118","34,738","1,846","1,620"
2011-02-23,"33,351","34,913","1,795","1,562"
2011-02-24,"33,134","35,038","1,687","1,904"
2011-02-25,"33,066","34,863","1,729","1,797"
2011-02-26,"33,004","33,497",431,493
2011-02-27,"33,207","33,373",369,166
2011-02-28,"33,324","34,878","1,671","1,554"
2011-03-01,"33,387","34,994","1,670","1,607"
2011-03-02,"33,748","35,288","1,901","1,540"
2011-03-03,"33,526","35,397","1,649","1,871"
2011-03-04,"33,184","35,128","1,602","1,944"
2011-03-05,"33,113","33,543",359,430
2011-03-06,"33,303","33,600",487,297
2011-03-07,"33,722","35,179","1,876","1,457"
2011-03-08,"33,472","35,480","1,758","2,008"
2011-03-09,"33,678","35,285","1,813","1,607"
2011-03-10,"33,350","35,418","1,740","2,068"
2011-03-11,"33,194","35,156","1,806","1,962"
2011-03-12,"33,160","33,835",641,675
2011-03-13,"33,329","33,620",460,291
2011-03-14,"33,628","35,052","1,723","1,424"
2011-03-15,"33,763","35,527","1,899","1,764"
2011-03-16,"33,985","35,810","2,047","1,825"
2011-03-17,"33,683","35,716","1,731","2,033"
2011-03-18,"33,476","35,532","1,849","2,056"
2011-03-19,"33,542","34,124",648,582
2011-03-20,"33,878","34,260",718,382
2011-03-21,"34,396","35,646","1,768","1,250"
2011-03-22,"34,323","36,331","1,935","2,008"
2011-03-23,"34,492","36,295","1,972","1,803"
2011-03-24,"34,150","36,245","1,753","2,095"
2011-03-25,"33,996","36,101","1,951","2,105"
2011-03-26,"33,882","34,537",541,655
2011-03-27,"34,057","34,457",575,400
2011-03-28,"34,235","35,988","1,931","1,753"
2011-03-29,"34,264","36,104","1,869","1,840"
2011-03-30,"34,229","36,305","2,041","2,076"
2011-03-31,"33,852","35,954","1,725","2,102"
2011-04-01,"33,662","35,730","1,878","2,068"
2011-04-02,"33,629","34,320",658,691
2011-04-03,"33,703","34,171",542,468
2011-04-04,"33,999","35,521","1,818","1,522"
2011-04-05,"33,920","35,874","1,875","1,954"
2011-04-06,"33,766","35,729","1,809","1,963"
2011-04-07,"33,516","35,545","1,779","2,029"
2011-04-08,"33,200","35,319","1,803","2,119"
2011-04-09,"33,241","33,911",711,670
2011-04-10,"33,462","33,729",488,267
2011-04-11,"33,617","35,181","1,719","1,564"
2011-04-12,"33,690","35,571","1,954","1,881"
2011-04-13,"33,733","35,394","1,704","1,661"
2011-04-14,"33,426","35,481","1,748","2,055"
2011-04-15,"33,114","35,305","1,879","2,191"
2011-04-16,"33,210","33,606",492,396
2011-04-17,"33,383","33,715",505,332
2011-04-18,"33,635","35,122","1,739","1,487"
2011-04-19,"33,444","35,416","1,781","1,972"
2011-04-20,"33,674","35,245","1,801","1,571"
2011-04-21,"33,604","35,275","1,601","1,671"
2011-04-22,"33,760","35,334","1,730","1,574"
2011-04-23,"33,858","34,254",494,396
2011-04-24,"33,980","34,207",349,227
2011-04-25,"34,143","35,641","1,661","1,498"
2011-04-26,"34,024","35,752","1,609","1,728"
2011-04-27,"34,011","35,761","1,737","1,750"
2011-04-28,"33,645","35,658","1,647","2,013"
2011-04-29,"33,324","35,409","1,764","2,085"
2011-04-30,"33,522","33,824",500,302
2011-05-01,"33,703","34,002",480,299
2011-05-02,"34,055","35,428","1,725","1,373"
2011-05-03,"33,840","35,836","1,781","1,996"
2011-05-04,"33,816","35,416","1,576","1,600"
2011-05-05,"33,565","35,542","1,726","1,977"
2011-05-06,"33,442","35,203","1,638","1,761"
2011-05-07,"33,467","33,915",473,448
2011-05-08,"33,611","33,854",387,243
2011-05-09,"33,848","35,341","1,730","1,493"
2011-05-10,"33,642","35,538","1,690","1,896"
2011-05-11,"33,437","35,377","1,735","1,940"
2011-05-12,"33,028","35,130","1,693","2,102"
2011-05-13,"32,663","34,641","1,613","1,978"
2011-05-14,"32,901","33,483",820,582
2011-05-15,"33,333","33,632",731,299
2011-05-16,"33,857","35,293","1,960","1,436"
2011-05-17,"34,001","35,825","1,968","1,824"
2011-05-18,"33,990","35,802","1,801","1,812"
2011-05-19,"33,851","35,873","1,883","2,022"
2011-05-20,"33,516","35,421","1,570","1,905"
2011-05-21,"33,512","33,827",311,315
2011-05-22,"33,773","33,987",475,214
2011-05-23,"33,917","35,272","1,499","1,355"
2011-05-24,"33,843","35,650","1,733","1,807"
2011-05-25,"33,574","35,545","1,702","1,971"
2011-05-26,"33,434","35,178","1,604","1,744"
2011-05-27,"33,095","35,296","1,862","2,201"
2011-05-28,"33,086","33,556",461,470
2011-05-29,"33,271","33,535",449,264
2011-05-30,"33,486","33,758",487,272
2011-05-31,"33,916","35,341","1,855","1,425"
2011-06-01,"34,089","35,672","1,756","1,583"
2011-06-02,"33,918","35,807","1,718","1,889"
2011-06-03,"33,761","35,618","1,700","1,857"
2011-06-04,"33,909","34,270",509,361
2011-06-05,"33,996","34,266",357,270
2011-06-06,"34,467","35,782","1,786","1,315"
2011-06-07,"34,522","36,245","1,778","1,723"
2011-06-08,"34,348","36,046","1,524","1,698"
2011-06-09,"34,157","35,922","1,574","1,765"
2011-06-10,"33,782","35,704","1,547","1,922"
2011-06-11,"33,946","34,286",504,340
2011-06-12,"34,042","34,329",383,287
2011-06-13,"34,295","35,658","1,616","1,363"
2011-06-14,"34,127","35,948","1,653","1,821"
2011-06-15,"34,287","35,858","1,731","1,571"
2011-06-16,"33,990","35,929","1,642","1,939"
2011-06-17,"33,694","35,685","1,695","1,991"
2011-06-18,"33,720","34,138",444,418
2011-06-19,"33,910","34,092",372,182
2011-06-20,"34,219","35,532","1,622","1,313"
2011-06-21,"34,041","35,880","1,661","1,839"
2011-06-22,"34,005","35,655","1,614","1,650"
2011-06-23,"33,604","35,585","1,580","1,981"
2011-06-24,"33,496","35,363","1,759","1,867"
2011-06-25,"33,603","33,936",440,333
2011-06-26,"33,734","33,942",339,208
2011-06-27,"33,672","35,304","1,570","1,632"
2011-06-28,"33,567","35,222","1,550","1,655"
2011-06-29,"33,276","35,093","1,526","1,817"
2011-06-30,"33,249","34,804","1,528","1,555"
2011-07-01,"33,158","34,835","1,586","1,677"
2011-07-02,"33,237","33,585",427,348
2011-07-03,"33,399","33,553",316,154
2011-07-04,"33,434","33,692",293,258
2011-07-05,"33,654","34,958","1,524","1,304"
2011-07-06,"33,834","35,392","1,738","1,558"
2011-07-07,"33,681","35,375","1,541","1,694"
2011-07-08,"33,558","35,467","1,786","1,909"
2011-07-09,"33,673","33,995",437,322
2011-07-10,"33,736","33,961",288,225
2011-07-11,"34,167","35,222","1,486","1,055"
2011-07-12,"34,033","35,781","1,614","1,748"
2011-07-13,"33,910","35,548","1,515","1,638"
2011-07-14,"33,563","35,318","1,408","1,755"
2011-07-15,"33,490","35,080","1,517","1,590"
2011-07-16,"33,602","33,789",299,187
2011-07-17,"33,783","33,840",238,57
2011-07-18,"33,961","35,251","1,468","1,290"
2011-07-19,"34,045","35,550","1,589","1,505"
2011-07-20,"34,000","35,620","1,575","1,620"
2011-07-21,"33,565","35,424","1,424","1,859"
2011-07-22,"33,263","34,949","1,384","1,686"
2011-07-23,"33,270","33,578",315,308
2011-07-24,"33,411","33,486",216,75
2011-07-25,"33,574","34,851","1,440","1,277"
2011-07-26,"33,642","35,074","1,500","1,432"
2011-07-27,"33,881","35,303","1,661","1,422"
2011-07-28,"33,589","35,206","1,325","1,617"
2011-07-29,"33,534","34,958","1,369","1,424"
2011-07-30,"33,651","33,841",307,190
2011-07-31,"33,760","33,831",180,71
2011-08-01,"34,069","35,211","1,451","1,142"
2011-08-02,"34,220","35,523","1,454","1,303"
2011-08-03,"34,154","35,611","1,391","1,457"
2011-08-04,"34,002","35,518","1,364","1,516"
2011-08-05,"33,740","35,436","1,434","1,696"
2011-08-06,"33,798","34,054",314,256
2011-08-07,"33,961","34,040",242,79
2011-08-08,"34,128","35,360","1,399","1,232"
2011-08-09,"33,917","35,552","1,424","1,635"
2011-08-10,"33,674","35,337","1,420","1,663"
2011-08-11,"33,391","35,262","1,588","1,871"
2011-08-12,"33,058","34,827","1,436","1,769"
2011-08-13,"33,145","33,323",265,178
2011-08-14,"33,270","33,337",192,67
2011-08-15,"33,550","34,717","1,447","1,167"
2011-08-16,"33,503","35,150","1,600","1,647"
2011-08-17,"33,430","34,954","1,451","1,524"
2011-08-18,"33,351","34,857","1,427","1,506"
2011-08-19,"33,072","34,782","1,431","1,710"
2011-08-20,"33,107","33,333",261,226
2011-08-21,"33,209","33,294",187,85
2011-08-22,"33,207","34,565","1,356","1,358"
2011-08-23,"33,188","34,825","1,618","1,637"
2011-08-24,"33,179","34,753","1,565","1,574"
2011-08-25,"32,942","34,602","1,423","1,660"
2011-08-26,"32,419","34,305","1,363","1,886"
2011-08-27,"32,372","32,640",221,268
2011-08-28,"32,546","32,583",211,37
2011-08-29,"32,682","34,099","1,553","1,417"
2011-08-30,"32,706","34,237","1,555","1,531"
2011-08-31,"32,672","34,232","1,526","1,560"
